T,J,D,N_talk,N_talk_no_evidence,N_talk_with_evidence,mean_cos_sil_to_silence,mean_cos_talk_to_silence,mean_cos_talk_no_evidence_to_silence,mean_cos_talk_with_evidence_to_silence,n_pairs,mean_pair_cos_evidence_vs_no_evidence,mean_pair_cos_no_evidence_vs_no_evidence,mean_pair_cos_evidence_vs_evidence,seed
3691,4,128,3691,3235,456,1.0000001192092896,0.5672234892845154,0.5780591368675232,0.4903523325920105,2000,0.5285318493843079,0.5923408269882202,0.5285638570785522,0
3691,4,128,3691,3235,456,1.0000001192092896,0.5672234892845154,0.5780591368675232,0.4903523325920105,2000,0.5285318493843079,0.5923408269882202,0.5285638570785522,0
