transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.6133522987365723, 0.07857833802700043, 0.27193930745124817, 0.036130111664533615], [0.47374391555786133, 0.061646681278944016, 0.40787675976753235, 0.0567326620221138], [0.7587192058563232, 0.10479654371738434, 0.0995357483625412, 0.03694852069020271], [0.7613653540611267, 0.10384394228458405, 0.09836320579051971, 0.03642741218209267]]]",[0.7613653540611267],[3],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.6133522987365723, 0.07857833802700043, 0.27193930745124817, 0.036130111664533615], [0.47374391555786133, 0.061646681278944016, 0.40787675976753235, 0.0567326620221138], [0.7587192058563232, 0.10479654371738434, 0.0995357483625412, 0.03694852069020271], [0.7613653540611267, 0.10384394228458405, 0.09836320579051971, 0.03642741218209267]]]",[0.7613653540611267],[3],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.6133522987365723, 0.07857833802700043, 0.27193930745124817, 0.036130111664533615], [0.47374391555786133, 0.061646681278944016, 0.40787675976753235, 0.0567326620221138], [0.7587192058563232, 0.10479654371738434, 0.0995357483625412, 0.03694852069020271], [0.7613653540611267, 0.10384394228458405, 0.09836320579051971, 0.03642741218209267]]]",[0.7613653540611267],[3],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.6133522987365723, 0.07857833802700043, 0.27193930745124817, 0.036130111664533615], [0.47374391555786133, 0.061646681278944016, 0.40787675976753235, 0.0567326620221138], [0.7587192058563232, 0.10479654371738434, 0.0995357483625412, 0.03694852069020271], [0.7613653540611267, 0.10384394228458405, 0.09836320579051971, 0.03642741218209267]]]",[0.7613653540611267],[3],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.3539499044418335, 0.3350607454776764, 0.15692920982837677, 0.15406008064746857], [0.26973477005958557, 0.259353369474411, 0.23223210871219635, 0.2386796921491623], [0.3981488347053528, 0.40634995698928833, 0.05223282054066658, 0.1432683914899826], [0.40152135491371155, 0.40465566515922546, 0.051873814314603806, 0.1419491469860077]]]",[0.40634995698928833],[2],[1]
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.613364577293396, 0.07853510975837708, 0.271959513425827, 0.0361408106982708], [0.4737406373023987, 0.06164691969752312, 0.40787461400032043, 0.05673780292272568], [0.7587192058563232, 0.10479674488306046, 0.09953563660383224, 0.036948464810848236], [0.7613624334335327, 0.1038459986448288, 0.09836387634277344, 0.03642774745821953]]]",[0.7613624334335327],[3],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.613364577293396, 0.07853510975837708, 0.271959513425827, 0.0361408106982708], [0.4737406373023987, 0.06164691969752312, 0.40787461400032043, 0.05673780292272568], [0.7587192058563232, 0.10479674488306046, 0.09953563660383224, 0.036948464810848236], [0.7613624334335327, 0.1038459986448288, 0.09836387634277344, 0.03642774745821953]]]",[0.7613624334335327],[3],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.613364577293396, 0.07853510975837708, 0.271959513425827, 0.0361408106982708], [0.4737406373023987, 0.06164691969752312, 0.40787461400032043, 0.05673780292272568], [0.7587192058563232, 0.10479674488306046, 0.09953563660383224, 0.036948464810848236], [0.7613624334335327, 0.1038459986448288, 0.09836387634277344, 0.03642774745821953]]]",[0.7613624334335327],[3],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.613364577293396, 0.07853510975837708, 0.271959513425827, 0.0361408106982708], [0.4737406373023987, 0.06164691969752312, 0.40787461400032043, 0.05673780292272568], [0.7587192058563232, 0.10479674488306046, 0.09953563660383224, 0.036948464810848236], [0.7613624334335327, 0.1038459986448288, 0.09836387634277344, 0.03642774745821953]]]",[0.7613624334335327],[3],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.35399943590164185, 0.3349166512489319, 0.15695969760417938, 0.1541242152452469], [0.2697276473045349, 0.25934937596321106, 0.23222635686397552, 0.2386966347694397], [0.3981485664844513, 0.40635058283805847, 0.05223271995782852, 0.14326810836791992], [0.40151652693748474, 0.4046604037284851, 0.051873743534088135, 0.14194931089878082]]]",[0.40635058283805847],[2],[1]
