transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.6954278349876404, 0.04667653515934944, 0.22931496798992157, 0.028580712154507637], [0.2699006497859955, 0.029140355065464973, 0.5967918634414673, 0.10416708141565323], [0.770507276058197, 0.208077535033226, 0.00747029110789299, 0.013944913633167744], [0.7857282757759094, 0.19629070162773132, 0.005803749896585941, 0.01217726431787014]]]",[0.7857282757759094],[3],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.6954278349876404, 0.04667653515934944, 0.22931496798992157, 0.028580712154507637], [0.2699006497859955, 0.029140355065464973, 0.5967918634414673, 0.10416708141565323], [0.770507276058197, 0.208077535033226, 0.00747029110789299, 0.013944913633167744], [0.7857282757759094, 0.19629070162773132, 0.005803749896585941, 0.01217726431787014]]]",[0.7857282757759094],[3],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.6954278349876404, 0.04667653515934944, 0.22931496798992157, 0.028580712154507637], [0.2699006497859955, 0.029140355065464973, 0.5967918634414673, 0.10416708141565323], [0.770507276058197, 0.208077535033226, 0.00747029110789299, 0.013944913633167744], [0.7857282757759094, 0.19629070162773132, 0.005803749896585941, 0.01217726431787014]]]",[0.7857282757759094],[3],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.6954278349876404, 0.04667653515934944, 0.22931496798992157, 0.028580712154507637], [0.2699006497859955, 0.029140355065464973, 0.5967918634414673, 0.10416708141565323], [0.770507276058197, 0.208077535033226, 0.00747029110789299, 0.013944913633167744], [0.7857282757759094, 0.19629070162773132, 0.005803749896585941, 0.01217726431787014]]]",[0.7857282757759094],[3],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.46962258219718933, 0.23290804028511047, 0.15485645830631256, 0.14261290431022644], [0.14575761556625366, 0.11628163605928421, 0.3222925364971161, 0.41566818952560425], [0.3185870945453644, 0.6357195973396301, 0.003088794182986021, 0.04260455444455147], [0.33694571256637573, 0.6219797730445862, 0.0024888361804187298, 0.03858569636940956]]]",[0.6357195973396301],[2],[1]
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.695536196231842, 0.046546321362257004, 0.22931431233882904, 0.028603196144104004], [0.26973065733909607, 0.029127346351742744, 0.5970584750175476, 0.10408352315425873], [0.770470380783081, 0.20811164379119873, 0.007470375392585993, 0.013947511091828346], [0.7855962514877319, 0.1964106410741806, 0.005806909874081612, 0.012186144478619099]]]",[0.7855962514877319],[3],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.695536196231842, 0.046546321362257004, 0.22931431233882904, 0.028603196144104004], [0.26973065733909607, 0.029127346351742744, 0.5970584750175476, 0.10408352315425873], [0.770470380783081, 0.20811164379119873, 0.007470375392585993, 0.013947511091828346], [0.7855962514877319, 0.1964106410741806, 0.005806909874081612, 0.012186144478619099]]]",[0.7855962514877319],[3],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.695536196231842, 0.046546321362257004, 0.22931431233882904, 0.028603196144104004], [0.26973065733909607, 0.029127346351742744, 0.5970584750175476, 0.10408352315425873], [0.770470380783081, 0.20811164379119873, 0.007470375392585993, 0.013947511091828346], [0.7855962514877319, 0.1964106410741806, 0.005806909874081612, 0.012186144478619099]]]",[0.7855962514877319],[3],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.695536196231842, 0.046546321362257004, 0.22931431233882904, 0.028603196144104004], [0.26973065733909607, 0.029127346351742744, 0.5970584750175476, 0.10408352315425873], [0.770470380783081, 0.20811164379119873, 0.007470375392585993, 0.013947511091828346], [0.7855962514877319, 0.1964106410741806, 0.005806909874081612, 0.012186144478619099]]]",[0.7855962514877319],[3],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.4699142277240753, 0.23236630856990814, 0.15492801368236542, 0.1427914947271347], [0.1457143872976303, 0.11626847833395004, 0.3225439488887787, 0.41547322273254395], [0.3185409605503082, 0.6357621550559998, 0.003088529920205474, 0.042608365416526794], [0.336770236492157, 0.6221401691436768, 0.002489311620593071, 0.03860021010041237]]]",[0.6357621550559998],[2],[1]
