iter,t,j,argmax_state,max_prob
,0,0,3,0.60451674
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,0,0.8177229
,1,1,2,1.0
,1,2,0,0.9877303
,1,3,0,0.9241608
,2,0,0,0.9064689
,2,1,0,0.698492
,2,2,0,0.9146853
,2,3,2,1.0
,3,0,0,0.8519285
,3,1,0,0.85331434
,3,2,2,1.0
,3,3,0,0.78472245
,4,0,2,1.0
,4,1,0,0.8108781
,4,2,1,0.6425611
,4,3,0,0.9682738
,5,0,1,0.91414917
,5,1,2,1.0
,5,2,1,0.6013661
,5,3,0,0.9932547
,6,0,1,0.7818206
,6,1,1,0.59034294
,6,2,3,1.0
,6,3,0,0.9964777
,7,0,2,1.0
,7,1,1,0.5317507
,7,2,0,0.64416814
,7,3,0,0.9955943
,8,0,1,0.9267211
,8,1,2,1.0
,8,2,0,0.94576687
,8,3,0,0.9857663
,9,0,3,1.0
,9,1,1,0.67002183
,9,2,0,0.9855366
,9,3,0,0.9131684
,10,0,1,0.96183413
,10,1,0,0.90524805
,10,2,0,0.9812825
,10,3,2,1.0
,11,0,3,1.0
,11,1,0,0.9833838
,11,2,0,0.9097056
,11,3,0,0.7847512
,12,0,1,0.96183413
,12,1,0,0.99230975
,12,2,2,1.0
,12,3,0,0.9683121
,13,0,3,1.0
,13,1,0,0.98091066
,13,2,1,0.9049428
,13,3,0,0.9933156
,14,0,1,0.7816043
,14,1,0,0.8867571
,14,2,2,1.0
,14,3,0,0.9966973
,15,0,1,0.7100981
,15,1,3,1.0
,15,2,0,0.69849193
,15,3,0,0.9969776
,16,0,3,0.99582994
,16,1,1,0.94992757
,16,2,0,0.85331434
,16,3,0,0.9956924
,17,0,0,0.6428402
,17,1,2,1.0
,17,2,0,0.81087804
,17,3,0,0.98580223
,18,0,0,0.9455602
,18,1,1,0.59034294
,18,2,2,1.0
,18,3,0,0.91314226
,19,0,0,0.98547727
,19,1,1,0.5317507
,19,2,0,0.78475577
,19,3,2,0.9976189
,20,0,0,0.981204
,20,1,2,1.0
,20,2,0,0.9683181
,20,3,1,0.9858974
,21,0,0,0.90933704
,21,1,1,0.59034294
,21,2,0,0.99332494
,21,3,2,1.0
,22,0,2,0.9864362
,22,1,1,0.5317507
,22,2,0,0.9967314
,22,3,0,0.78475577
,23,0,1,0.98549426
,23,1,2,1.0
,23,2,0,0.997192
,23,3,0,0.9683182
,24,0,2,0.9999951
,24,1,1,0.9267211
,24,2,0,0.9972303
,24,3,0,0.9933252
,25,0,1,0.98598313
,25,1,3,1.0
,25,2,0,0.99705535
,25,3,0,0.996732
,26,0,2,1.0
,26,1,1,0.94992757
,26,2,0,0.9957089
,26,3,0,0.9971961
,27,0,1,0.9049428
,27,1,2,1.0
,27,2,0,0.9858174
,27,3,0,0.9972592
,28,0,2,1.0
,28,1,0,0.698492
,28,2,0,0.9132077
,28,3,0,0.9972679
,29,0,1,0.9049428
,29,1,0,0.85331434
,29,2,2,1.0
,29,3,0,0.9972691
,30,0,2,1.0
,30,1,0,0.8108781
,30,2,1,0.59034294
,30,3,0,0.9972692
,31,0,1,0.59034294
,31,1,2,1.0
,31,2,1,0.5317507
,31,3,0,0.9972692
,32,0,1,0.5317507
,32,1,1,0.59034294
,32,2,2,1.0
,32,3,0,0.9972692
,33,0,2,1.0
,33,1,1,0.5317507
,33,2,0,0.69849193
,33,3,0,0.99726874
,34,0,1,0.9267211
,34,1,2,1.0
,34,2,0,0.85331434
,34,3,0,0.9972653
,35,0,3,1.0
,35,1,0,0.78472245
,35,2,0,0.81087804
,35,3,0,0.9972403
,36,0,1,0.94992757
,36,1,0,0.9682738
,36,2,2,1.0
,36,3,0,0.99705666
,37,0,2,1.0
,37,1,0,0.9932547
,37,2,1,0.9049428
,37,3,0,0.9957091
,38,0,1,0.9049428
,38,1,0,0.9964777
,38,2,2,1.0
,38,3,0,0.9858174
,39,0,2,1.0
,39,1,0,0.9955943
,39,2,0,0.7847123
,39,3,0,0.9132079
,40,0,1,0.9049428
,40,1,0,0.9857663
,40,2,0,0.9682604
,40,3,2,1.0
,41,0,2,1.0
,41,1,0,0.9131684
,41,2,0,0.99323356
,41,3,0,0.78475577
,42,0,1,0.9049428
,42,1,2,1.0
,42,2,0,0.99640113
,42,3,0,0.9683182
,43,0,2,1.0
,43,1,1,0.9049428
,43,2,0,0.995112
,43,3,0,0.9933252
,44,0,1,0.9267211
,44,1,2,1.0
,44,2,0,0.9823061
,44,3,0,0.9967319
,45,0,3,1.0
,45,1,0,0.698492
,45,2,0,0.88784975
,45,3,0,0.9971955
,46,0,1,0.94992757
,46,1,0,0.85331434
,46,2,3,1.0
,46,3,0,0.99725527
,47,0,2,1.0
,47,1,0,0.8108781
,47,2,0,0.931111
,47,3,0,0.9972389
,48,0,1,0.9267211
,48,1,2,1.0
,48,2,0,0.98824126
,48,3,0,0.99705654
,49,0,3,1.0
,49,1,1,0.9049428
,49,2,0,0.99599975
,49,3,0,0.9957091
,50,0,1,0.94992757
,50,1,2,1.0
,50,2,0,0.9968766
,50,3,0,0.9858174
,51,0,2,1.0
,51,1,1,0.59034294
,51,2,0,0.9956735
,51,3,0,0.9132079
,52,0,0,0.78451115
,52,1,1,0.5317507
,52,2,0,0.9858014
,52,3,2,1.0
