transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.7493532299995422, 0.030338766053318977, 0.19534921646118164, 0.024958724156022072], [0.1774802803993225, 0.022978954017162323, 0.6688919067382812, 0.13064885139465332], [0.6298123598098755, 0.34803861379623413, 0.008465329185128212, 0.013683675788342953], [0.725342333316803, 0.26190680265426636, 0.004746465478092432, 0.008004396222531796]]]",[0.7493532299995422],[0],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.7493532299995422, 0.030338766053318977, 0.19534921646118164, 0.024958724156022072], [0.1774802803993225, 0.022978954017162323, 0.6688919067382812, 0.13064885139465332], [0.6298123598098755, 0.34803861379623413, 0.008465329185128212, 0.013683675788342953], [0.725342333316803, 0.26190680265426636, 0.004746465478092432, 0.008004396222531796]]]",[0.7493532299995422],[0],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.7493532299995422, 0.030338766053318977, 0.19534921646118164, 0.024958724156022072], [0.1774802803993225, 0.022978954017162323, 0.6688919067382812, 0.13064885139465332], [0.6298123598098755, 0.34803861379623413, 0.008465329185128212, 0.013683675788342953], [0.725342333316803, 0.26190680265426636, 0.004746465478092432, 0.008004396222531796]]]",[0.7493532299995422],[0],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.7493532299995422, 0.030338766053318977, 0.19534921646118164, 0.024958724156022072], [0.1774802803993225, 0.022978954017162323, 0.6688919067382812, 0.13064885139465332], [0.6298123598098755, 0.34803861379623413, 0.008465329185128212, 0.013683675788342953], [0.725342333316803, 0.26190680265426636, 0.004746465478092432, 0.008004396222531796]]]",[0.7493532299995422],[0],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.5537233948707581, 0.16565069556236267, 0.14435040950775146, 0.13627545535564423], [0.08956699818372726, 0.08568741381168365, 0.33756223320961, 0.4871833920478821], [0.19021451473236084, 0.7766919732093811, 0.0025566797703504562, 0.030536849051713943], [0.2662317454814911, 0.7103174328804016, 0.0017421566881239414, 0.021708732470870018]]]",[0.7766919732093811],[2],[1]
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.7495181560516357, 0.030162056908011436, 0.19533751904964447, 0.02498224563896656], [0.17729276418685913, 0.022980909794569016, 0.6691750288009644, 0.13055133819580078], [0.6297175288200378, 0.3481307923793793, 0.00846500787883997, 0.013686633668839931], [0.7251260876655579, 0.26211801171302795, 0.00474353926256299, 0.008012257516384125]]]",[0.7495181560516357],[0],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.7495181560516357, 0.030162056908011436, 0.19533751904964447, 0.02498224563896656], [0.17729276418685913, 0.022980909794569016, 0.6691750288009644, 0.13055133819580078], [0.6297175288200378, 0.3481307923793793, 0.00846500787883997, 0.013686633668839931], [0.7251260876655579, 0.26211801171302795, 0.00474353926256299, 0.008012257516384125]]]",[0.7495181560516357],[0],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.7495181560516357, 0.030162056908011436, 0.19533751904964447, 0.02498224563896656], [0.17729276418685913, 0.022980909794569016, 0.6691750288009644, 0.13055133819580078], [0.6297175288200378, 0.3481307923793793, 0.00846500787883997, 0.013686633668839931], [0.7251260876655579, 0.26211801171302795, 0.00474353926256299, 0.008012257516384125]]]",[0.7495181560516357],[0],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.7495181560516357, 0.030162056908011436, 0.19533751904964447, 0.02498224563896656], [0.17729276418685913, 0.022980909794569016, 0.6691750288009644, 0.13055133819580078], [0.6297175288200378, 0.3481307923793793, 0.00846500787883997, 0.013686633668839931], [0.7251260876655579, 0.26211801171302795, 0.00474353926256299, 0.008012257516384125]]]",[0.7495181560516357],[0],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.5542461276054382, 0.16480502486228943, 0.1444462090730667, 0.13650257885456085], [0.08949992060661316, 0.08572115749120712, 0.33780914545059204, 0.4869697391986847], [0.1901509314775467, 0.7767550945281982, 0.0025561123620718718, 0.030537838116288185], [0.2660157084465027, 0.7105252146720886, 0.0017401876393705606, 0.021718885749578476]]]",[0.7767550945281982],[2],[1]
