transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.19264931976795197, 0.2194739580154419, 0.4150312840938568, 0.17284539341926575], [0.20206350088119507, 0.733059823513031, 0.03385428339242935, 0.031022442504763603], [0.9618330597877502, 0.029993200674653053, 0.005785035900771618, 0.002388669177889824], [0.968883752822876, 0.02462507225573063, 0.004298269748687744, 0.002192968502640724]], [[0.17395763099193573, 0.2254834771156311, 0.35987618565559387, 0.2406826764345169], [0.18222753703594208, 0.7409026622772217, 0.04079483821988106, 0.03607495129108429], [0.94496750831604, 0.006455340888351202, 0.00799594260752201, 0.04058115556836128], [0.956626296043396, 0.02263898402452469, 0.0016937071923166513, 0.019041089341044426]]]","[0.968883752822876, 0.956626296043396]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.19264931976795197, 0.2194739580154419, 0.4150312840938568, 0.17284539341926575], [0.20206350088119507, 0.733059823513031, 0.03385428339242935, 0.031022442504763603], [0.9618330597877502, 0.029993200674653053, 0.005785035900771618, 0.002388669177889824], [0.968883752822876, 0.02462507225573063, 0.004298269748687744, 0.002192968502640724]], [[0.17395763099193573, 0.2254834771156311, 0.35987618565559387, 0.2406826764345169], [0.18222753703594208, 0.7409026622772217, 0.04079483821988106, 0.03607495129108429], [0.94496750831604, 0.006455340888351202, 0.00799594260752201, 0.04058115556836128], [0.956626296043396, 0.02263898402452469, 0.0016937071923166513, 0.019041089341044426]]]","[0.968883752822876, 0.956626296043396]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.19264931976795197, 0.2194739580154419, 0.4150312840938568, 0.17284539341926575], [0.20206350088119507, 0.733059823513031, 0.03385428339242935, 0.031022442504763603], [0.9618330597877502, 0.029993200674653053, 0.005785035900771618, 0.002388669177889824], [0.968883752822876, 0.02462507225573063, 0.004298269748687744, 0.002192968502640724]], [[0.17395763099193573, 0.2254834771156311, 0.35987618565559387, 0.2406826764345169], [0.18222753703594208, 0.7409026622772217, 0.04079483821988106, 0.03607495129108429], [0.94496750831604, 0.006455340888351202, 0.00799594260752201, 0.04058115556836128], [0.956626296043396, 0.02263898402452469, 0.0016937071923166513, 0.019041089341044426]]]","[0.968883752822876, 0.956626296043396]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.19264931976795197, 0.2194739580154419, 0.4150312840938568, 0.17284539341926575], [0.20206350088119507, 0.733059823513031, 0.03385428339242935, 0.031022442504763603], [0.9618330597877502, 0.029993200674653053, 0.005785035900771618, 0.002388669177889824], [0.968883752822876, 0.02462507225573063, 0.004298269748687744, 0.002192968502640724]], [[0.17395763099193573, 0.2254834771156311, 0.35987618565559387, 0.2406826764345169], [0.18222753703594208, 0.7409026622772217, 0.04079483821988106, 0.03607495129108429], [0.94496750831604, 0.006455340888351202, 0.00799594260752201, 0.04058115556836128], [0.956626296043396, 0.02263898402452469, 0.0016937071923166513, 0.019041089341044426]]]","[0.968883752822876, 0.956626296043396]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.054939839988946915, 0.4624788463115692, 0.11835885047912598, 0.3642224669456482], [0.03435423597693443, 0.9209175705909729, 0.005755806341767311, 0.03897241875529289], [0.7969520688056946, 0.1836303025484085, 0.004793343134224415, 0.014624378643929958], [0.8271570205688477, 0.15533985197544098, 0.0036695259623229504, 0.013833677396178246]], [[0.07791996747255325, 0.7462923526763916, 0.16119754314422607, 0.014590194448828697], [0.03195586055517197, 0.9600340723991394, 0.007153879851102829, 0.0008561571012251079], [0.9391873478889465, 0.0474071279168129, 0.007947036065161228, 0.005458468571305275], [0.8479394316673279, 0.14827518165111542, 0.0015012770891189575, 0.0022841542959213257]]]","[0.9209175705909729, 0.9600340723991394]","[1, 1]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.19299934804439545, 0.21973834931850433, 0.4145362675189972, 0.17272605001926422], [0.20345959067344666, 0.7318899035453796, 0.03353596478700638, 0.03111456148326397], [0.9620991349220276, 0.029461633414030075, 0.006268028635531664, 0.0021712440066039562], [0.9682857394218445, 0.024319328367710114, 0.005222127307206392, 0.002172808162868023]], [[0.17381837964057922, 0.22553344070911407, 0.3598020076751709, 0.24084623157978058], [0.18262402713298798, 0.7401595115661621, 0.04084067419171333, 0.03637583926320076], [0.9469395279884338, 0.006367396097630262, 0.007622396107763052, 0.039070580154657364], [0.9538459777832031, 0.024850348010659218, 0.0020010473672300577, 0.019302651286125183]]]","[0.9682857394218445, 0.9538459777832031]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.19299934804439545, 0.21973834931850433, 0.4145362675189972, 0.17272605001926422], [0.20345959067344666, 0.7318899035453796, 0.03353596478700638, 0.03111456148326397], [0.9620991349220276, 0.029461633414030075, 0.006268028635531664, 0.0021712440066039562], [0.9682857394218445, 0.024319328367710114, 0.005222127307206392, 0.002172808162868023]], [[0.17381837964057922, 0.22553344070911407, 0.3598020076751709, 0.24084623157978058], [0.18262402713298798, 0.7401595115661621, 0.04084067419171333, 0.03637583926320076], [0.9469395279884338, 0.006367396097630262, 0.007622396107763052, 0.039070580154657364], [0.9538459777832031, 0.024850348010659218, 0.0020010473672300577, 0.019302651286125183]]]","[0.9682857394218445, 0.9538459777832031]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.19299934804439545, 0.21973834931850433, 0.4145362675189972, 0.17272605001926422], [0.20345959067344666, 0.7318899035453796, 0.03353596478700638, 0.03111456148326397], [0.9620991349220276, 0.029461633414030075, 0.006268028635531664, 0.0021712440066039562], [0.9682857394218445, 0.024319328367710114, 0.005222127307206392, 0.002172808162868023]], [[0.17381837964057922, 0.22553344070911407, 0.3598020076751709, 0.24084623157978058], [0.18262402713298798, 0.7401595115661621, 0.04084067419171333, 0.03637583926320076], [0.9469395279884338, 0.006367396097630262, 0.007622396107763052, 0.039070580154657364], [0.9538459777832031, 0.024850348010659218, 0.0020010473672300577, 0.019302651286125183]]]","[0.9682857394218445, 0.9538459777832031]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.19299934804439545, 0.21973834931850433, 0.4145362675189972, 0.17272605001926422], [0.20345959067344666, 0.7318899035453796, 0.03353596478700638, 0.03111456148326397], [0.9620991349220276, 0.029461633414030075, 0.006268028635531664, 0.0021712440066039562], [0.9682857394218445, 0.024319328367710114, 0.005222127307206392, 0.002172808162868023]], [[0.17381837964057922, 0.22553344070911407, 0.3598020076751709, 0.24084623157978058], [0.18262402713298798, 0.7401595115661621, 0.04084067419171333, 0.03637583926320076], [0.9469395279884338, 0.006367396097630262, 0.007622396107763052, 0.039070580154657364], [0.9538459777832031, 0.024850348010659218, 0.0020010473672300577, 0.019302651286125183]]]","[0.9682857394218445, 0.9538459777832031]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.055025119334459305, 0.4629136323928833, 0.11818645149469376, 0.36387479305267334], [0.034632135182619095, 0.9205256104469299, 0.00570836802944541, 0.039133958518505096], [0.8003458380699158, 0.18109382688999176, 0.005214216187596321, 0.013346138410270214], [0.828118622303009, 0.1536843180656433, 0.004466184880584478, 0.0137309106066823]], [[0.07785138487815857, 0.7463982105255127, 0.1611514687538147, 0.014598951674997807], [0.032053541392087936, 0.9599142670631409, 0.007168215233832598, 0.0008640570449642837], [0.9404518008232117, 0.04672669991850853, 0.007570173125714064, 0.005251399707049131], [0.8351832628250122, 0.16077736020088196, 0.0017521089175716043, 0.0022873447742313147]]]","[0.9205256104469299, 0.9599142670631409]","[1, 1]","[1, 1]"
