transition_type,t_prev,t_curr,j,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,emiss_prev_json,emiss_curr_json,emiss_prev_argmax,emiss_curr_argmax,emiss_prev_maxprob,emiss_curr_maxprob
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.43072416136647e-08, 1.0]",0,3,0.5,1.0
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.43072416136647e-08, 1.0]",0,3,0.5,1.0
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 1.2367261336752647e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.43072416136647e-08, 1.0]",0,3,0.5,1.0
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 1.2367261336752647e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_no_evidence_to_silent,1943,1944,2,False,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0390167891397317e-29]",0,2,0.5,1.0
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.43072416136647e-08, 1.0]",0,3,0.5,1.0
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 1.2367261336752647e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_no_evidence_to_silent,1943,1944,2,False,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0390167891397317e-29]",0,2,0.5,1.0
silent_to_talk_with_evidence,847,848,3,True,False,0,2,"[0.0, 0.0, 2.1510068032304375e-11, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.43072416136647e-08, 1.0]",0,3,0.5,1.0
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 1.2367261336752647e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_no_evidence_to_silent,1943,1944,2,False,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0390167891397317e-29]",0,2,0.5,1.0
silent_to_talk_with_evidence,847,848,3,True,False,0,2,"[0.0, 0.0, 2.1510068032304375e-11, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_with_evidence_to_silent,929,930,3,False,True,2,0,"[0.5, 0.5, 0.0, 0.0]","[0.5, 0.5, 0.0, 0.0]",0,0,0.5,0.5
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0571699959882608e-07, 0.9999998807907104]",0,3,0.5,0.9999998807907104
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0571699959882608e-07, 0.9999998807907104]",0,3,0.5,0.9999998807907104
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 2.1705219940814765e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0571699959882608e-07, 0.9999998807907104]",0,3,0.5,0.9999998807907104
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 2.1705219940814765e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_no_evidence_to_silent,1943,1944,2,False,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0, 3.8093847075572265e-29]",0,2,0.5,1.0
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0571699959882608e-07, 0.9999998807907104]",0,3,0.5,0.9999998807907104
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 2.1705219940814765e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_no_evidence_to_silent,1943,1944,2,False,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0, 3.8093847075572265e-29]",0,2,0.5,1.0
silent_to_talk_with_evidence,847,848,3,True,False,0,2,"[0.0, 0.0, 3.775134371775124e-11, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
silent_to_silent,3140,3141,0,True,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0571699959882608e-07, 0.9999998807907104]",0,3,0.5,0.9999998807907104
silent_to_talk_no_evidence,2415,2416,2,True,False,0,0,"[0.0, 0.0, 2.1705219940814765e-29, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_no_evidence_to_silent,1943,1944,2,False,True,0,0,"[0.5, 0.5, 0.0, 0.0]","[0.0, 0.0, 1.0, 3.8093847075572265e-29]",0,2,0.5,1.0
silent_to_talk_with_evidence,847,848,3,True,False,0,2,"[0.0, 0.0, 3.775134371775124e-11, 1.0]","[0.5, 0.5, 0.0, 0.0]",3,0,1.0,0.5
talk_with_evidence_to_silent,929,930,3,False,True,2,0,"[0.5, 0.5, 0.0, 0.0]","[0.5, 0.5, 0.0, 0.0]",0,0,0.5,0.5
