transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2958330810070038, 0.44294145703315735, 0.16954851150512695, 0.09167692810297012], [0.22243238985538483, 0.40940770506858826, 0.08181450515985489, 0.28634539246559143], [0.4965066611766815, 0.4695284962654114, 0.0035073307808488607, 0.03045755997300148], [0.36118122935295105, 0.5993853211402893, 0.0024604869540780783, 0.036972999572753906]], [[0.04154353588819504, 0.8993017673492432, 0.05595899745821953, 0.0031956788152456284], [0.03363846614956856, 0.9087859988212585, 0.053961943835020065, 0.003613663138821721], [0.1506558209657669, 0.8231613039970398, 0.016678279265761375, 0.00950454268604517], [0.029412809759378433, 0.9689862728118896, 0.00011437019566074014, 0.001486582332290709]]]","[0.5993853211402893, 0.9689862728118896]","[3, 3]","[1, 1]"
