transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5444513559341431, 0.10198890417814255, 0.29500386118888855, 0.058555878698825836], [0.5278589725494385, 0.10629157721996307, 0.30491000413894653, 0.060939449816942215], [0.6458032131195068, 0.09031116962432861, 0.2133338451385498, 0.050551775842905045], [0.4613075256347656, 0.13864551484584808, 0.3226001560688019, 0.07744678854942322]], [[0.08529963344335556, 0.47953131794929504, 0.08572378009557724, 0.34944525361061096], [0.0852973610162735, 0.4788096845149994, 0.08580660820007324, 0.35008639097213745], [0.10639931261539459, 0.42450448870658875, 0.03345640376210213, 0.4356398582458496], [0.09041011333465576, 0.510703444480896, 0.029374541714787483, 0.3695119321346283]]]","[0.6458032131195068, 0.510703444480896]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5444513559341431, 0.10198890417814255, 0.29500386118888855, 0.058555878698825836], [0.5278589725494385, 0.10629157721996307, 0.30491000413894653, 0.060939449816942215], [0.6458032131195068, 0.09031116962432861, 0.2133338451385498, 0.050551775842905045], [0.4613075256347656, 0.13864551484584808, 0.3226001560688019, 0.07744678854942322]], [[0.08529963344335556, 0.47953131794929504, 0.08572378009557724, 0.34944525361061096], [0.0852973610162735, 0.4788096845149994, 0.08580660820007324, 0.35008639097213745], [0.10639931261539459, 0.42450448870658875, 0.03345640376210213, 0.4356398582458496], [0.09041011333465576, 0.510703444480896, 0.029374541714787483, 0.3695119321346283]]]","[0.6458032131195068, 0.510703444480896]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5444513559341431, 0.10198890417814255, 0.29500386118888855, 0.058555878698825836], [0.5278589725494385, 0.10629157721996307, 0.30491000413894653, 0.060939449816942215], [0.6458032131195068, 0.09031116962432861, 0.2133338451385498, 0.050551775842905045], [0.4613075256347656, 0.13864551484584808, 0.3226001560688019, 0.07744678854942322]], [[0.08529963344335556, 0.47953131794929504, 0.08572378009557724, 0.34944525361061096], [0.0852973610162735, 0.4788096845149994, 0.08580660820007324, 0.35008639097213745], [0.10639931261539459, 0.42450448870658875, 0.03345640376210213, 0.4356398582458496], [0.09041011333465576, 0.510703444480896, 0.029374541714787483, 0.3695119321346283]]]","[0.6458032131195068, 0.510703444480896]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5444513559341431, 0.10198890417814255, 0.29500386118888855, 0.058555878698825836], [0.5278589725494385, 0.10629157721996307, 0.30491000413894653, 0.060939449816942215], [0.6458032131195068, 0.09031116962432861, 0.2133338451385498, 0.050551775842905045], [0.4613075256347656, 0.13864551484584808, 0.3226001560688019, 0.07744678854942322]], [[0.08529963344335556, 0.47953131794929504, 0.08572378009557724, 0.34944525361061096], [0.0852973610162735, 0.4788096845149994, 0.08580660820007324, 0.35008639097213745], [0.10639931261539459, 0.42450448870658875, 0.03345640376210213, 0.4356398582458496], [0.09041011333465576, 0.510703444480896, 0.029374541714787483, 0.3695119321346283]]]","[0.6458032131195068, 0.510703444480896]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2687680125236511, 0.37201493978500366, 0.1456284523010254, 0.21358856558799744], [0.25519561767578125, 0.37970221042633057, 0.14740999042987823, 0.21769216656684875], [0.33989977836608887, 0.3512214720249176, 0.11228207498788834, 0.1965966373682022], [0.1937757134437561, 0.4303320050239563, 0.1355106383562088, 0.2403816133737564]], [[0.02267642691731453, 0.9419620037078857, 0.022789182141423225, 0.01257238071411848], [0.022707004100084305, 0.9418377876281738, 0.022842565551400185, 0.01261276938021183], [0.03189905360341072, 0.9403948783874512, 0.010030403733253479, 0.017675744369626045], [0.02292689122259617, 0.956942617893219, 0.007449023891240358, 0.012681419961154461]]]","[0.4303320050239563, 0.956942617893219]","[3, 3]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5444496870040894, 0.10198545455932617, 0.2950097620487213, 0.05855507031083107], [0.5278699398040771, 0.10628779232501984, 0.30490440130233765, 0.060937799513339996], [0.6457957625389099, 0.0903133973479271, 0.21333801746368408, 0.05055280774831772], [0.46104907989501953, 0.13871252536773682, 0.3227517902851105, 0.07748657464981079]], [[0.08530004322528839, 0.47952812910079956, 0.08572439849376678, 0.34944748878479004], [0.0852966457605362, 0.4788134694099426, 0.0858059749007225, 0.35008394718170166], [0.10639568418264389, 0.4245228171348572, 0.03345547616481781, 0.4356260299682617], [0.09042129665613174, 0.510649561882019, 0.029376044869422913, 0.3695531189441681]]]","[0.6457957625389099, 0.510649561882019]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5444496870040894, 0.10198545455932617, 0.2950097620487213, 0.05855507031083107], [0.5278699398040771, 0.10628779232501984, 0.30490440130233765, 0.060937799513339996], [0.6457957625389099, 0.0903133973479271, 0.21333801746368408, 0.05055280774831772], [0.46104907989501953, 0.13871252536773682, 0.3227517902851105, 0.07748657464981079]], [[0.08530004322528839, 0.47952812910079956, 0.08572439849376678, 0.34944748878479004], [0.0852966457605362, 0.4788134694099426, 0.0858059749007225, 0.35008394718170166], [0.10639568418264389, 0.4245228171348572, 0.03345547616481781, 0.4356260299682617], [0.09042129665613174, 0.510649561882019, 0.029376044869422913, 0.3695531189441681]]]","[0.6457957625389099, 0.510649561882019]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5444496870040894, 0.10198545455932617, 0.2950097620487213, 0.05855507031083107], [0.5278699398040771, 0.10628779232501984, 0.30490440130233765, 0.060937799513339996], [0.6457957625389099, 0.0903133973479271, 0.21333801746368408, 0.05055280774831772], [0.46104907989501953, 0.13871252536773682, 0.3227517902851105, 0.07748657464981079]], [[0.08530004322528839, 0.47952812910079956, 0.08572439849376678, 0.34944748878479004], [0.0852966457605362, 0.4788134694099426, 0.0858059749007225, 0.35008394718170166], [0.10639568418264389, 0.4245228171348572, 0.03345547616481781, 0.4356260299682617], [0.09042129665613174, 0.510649561882019, 0.029376044869422913, 0.3695531189441681]]]","[0.6457957625389099, 0.510649561882019]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5444496870040894, 0.10198545455932617, 0.2950097620487213, 0.05855507031083107], [0.5278699398040771, 0.10628779232501984, 0.30490440130233765, 0.060937799513339996], [0.6457957625389099, 0.0903133973479271, 0.21333801746368408, 0.05055280774831772], [0.46104907989501953, 0.13871252536773682, 0.3227517902851105, 0.07748657464981079]], [[0.08530004322528839, 0.47952812910079956, 0.08572439849376678, 0.34944748878479004], [0.0852966457605362, 0.4788134694099426, 0.0858059749007225, 0.35008394718170166], [0.10639568418264389, 0.4245228171348572, 0.03345547616481781, 0.4356260299682617], [0.09042129665613174, 0.510649561882019, 0.029376044869422913, 0.3695531189441681]]]","[0.6457957625389099, 0.510649561882019]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.26877084374427795, 0.3720073401927948, 0.14563331007957458, 0.21358849108219147], [0.2552051842212677, 0.3796950876712799, 0.14740975201129913, 0.21768991649150848], [0.33989217877388, 0.3512263298034668, 0.11228305846452713, 0.19659850001335144], [0.19361168146133423, 0.43041664361953735, 0.13553550839424133, 0.24043618142604828]], [[0.02267667092382908, 0.941961407661438, 0.02278948202729225, 0.012572540901601315], [0.0227066483348608, 0.9418385028839111, 0.02284223586320877, 0.012612593360245228], [0.03189673274755478, 0.9403990507125854, 0.010029731318354607, 0.01767449639737606], [0.022931937128305435, 0.9569339156150818, 0.007450120989233255, 0.0126840490847826]]]","[0.43041664361953735, 0.9569339156150818]","[3, 3]","[1, 1]"
