transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]], [[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]]]","[0.4974208176136017, 0.4974208176136017]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]], [[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]]]","[0.4974208176136017, 0.4974208176136017]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]], [[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]]]","[0.4974208176136017, 0.4974208176136017]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]], [[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]]]","[0.4974208176136017, 0.4974208176136017]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]], [[0.335524320602417, 0.33455127477645874, 0.2775726318359375, 0.05235176905989647], [0.33486756682395935, 0.3337094187736511, 0.2797083258628845, 0.051714662462472916], [0.4938145875930786, 0.4950166642665863, 0.007007818203419447, 0.004160842392593622], [0.4974208176136017, 0.4966794550418854, 0.0016829269006848335, 0.004216684494167566]]]","[0.4974208176136017, 0.4974208176136017]","[3, 3]","[0, 0]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]], [[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]]]","[0.4977790415287018, 0.4977790415287018]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]], [[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]]]","[0.4977790415287018, 0.4977790415287018]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]], [[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]]]","[0.4977790415287018, 0.4977790415287018]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]], [[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]]]","[0.4977790415287018, 0.4977790415287018]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]], [[0.33481091260910034, 0.3346978724002838, 0.27805015444755554, 0.052441030740737915], [0.3347640931606293, 0.33424675464630127, 0.27939745783805847, 0.0515916682779789], [0.4941178560256958, 0.49471527338027954, 0.007006323896348476, 0.004160549957305193], [0.4977790415287018, 0.496322363615036, 0.001681622350588441, 0.004217003472149372]]]","[0.4977790415287018, 0.4977790415287018]","[3, 3]","[0, 0]"
