transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]], [[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]]]","[0.463228315114975, 0.463228315114975]","[3, 3]","[1, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]], [[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]]]","[0.463228315114975, 0.463228315114975]","[3, 3]","[1, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]], [[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]]]","[0.463228315114975, 0.463228315114975]","[3, 3]","[1, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]], [[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]]]","[0.463228315114975, 0.463228315114975]","[3, 3]","[1, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]], [[0.3324345350265503, 0.3324090242385864, 0.28538960218429565, 0.04976688697934151], [0.332279771566391, 0.33225443959236145, 0.2857840359210968, 0.04968174174427986], [0.46290528774261475, 0.4629317820072174, 0.010165106505155563, 0.06399781256914139], [0.4632216989994049, 0.463228315114975, 0.009676982648670673, 0.06387303024530411]]]","[0.463228315114975, 0.463228315114975]","[3, 3]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]], [[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]]]","[0.46322545409202576, 0.46322545409202576]","[3, 3]","[1, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]], [[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]]]","[0.46322545409202576, 0.46322545409202576]","[3, 3]","[1, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]], [[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]]]","[0.46322545409202576, 0.46322545409202576]","[3, 3]","[1, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]], [[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]]]","[0.46322545409202576, 0.46322545409202576]","[3, 3]","[1, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]], [[0.3323821723461151, 0.3323722183704376, 0.28548434376716614, 0.049761198461055756], [0.33229073882102966, 0.3322807848453522, 0.28574231266975403, 0.04968617483973503], [0.46291324496269226, 0.4629240036010742, 0.010164952836930752, 0.0639977678656578], [0.4632249176502228, 0.46322545409202576, 0.009676814079284668, 0.06387285888195038]]]","[0.46322545409202576, 0.46322545409202576]","[3, 3]","[1, 1]"
