iter,t,j,argmax_state,max_prob
,0,0,3,0.5124745
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,1,0.5001056
,1,1,2,1.0
,1,2,0,0.5047394
,1,3,1,0.502517
,2,0,0,0.504781
,2,1,1,0.50201744
,2,2,1,0.50247574
,2,3,2,1.0
,3,0,1,0.5024758
,3,1,0,0.5047811
,3,2,2,1.0
,3,3,1,0.50201744
,4,0,2,1.0
,4,1,1,0.5024758
,4,2,1,0.5020174
,4,3,0,0.50478053
,5,0,1,0.50201684
,5,1,2,1.0
,5,2,0,0.5041989
,5,3,0,0.50478
,6,0,1,0.5024752
,6,1,1,0.50201684
,6,2,3,1.0
,6,3,0,0.50478
,7,0,2,1.0
,7,1,1,0.5024752
,7,2,0,0.501713
,7,3,0,0.50478
,8,0,1,0.5025992
,8,1,2,1.0
,8,2,0,0.50478023
,8,3,0,0.5047806
,9,0,3,1.0
,9,1,1,0.50201744
,9,2,0,0.5047799
,9,3,1,0.5024758
,10,0,0,0.50113136
,10,1,0,0.50478053
,10,2,0,0.5047806
,10,3,2,1.0
,11,0,3,1.0
,11,1,0,0.50477993
,11,2,1,0.50247574
,11,3,1,0.50201744
,12,0,0,0.50113136
,12,1,0,0.50477993
,12,2,2,1.0
,12,3,0,0.50478053
,13,0,3,1.0
,13,1,0,0.50478
,13,2,1,0.5092724
,13,3,0,0.50478
,14,0,0,0.5017137
,14,1,0,0.50419825
,14,2,2,1.0
,14,3,0,0.50478
,15,0,1,0.50247556
,15,1,3,1.0
,15,2,1,0.5020175
,15,3,0,0.50478
,16,0,2,1.0
,16,1,1,0.50554264
,16,2,0,0.5047812
,16,3,0,0.50478
,17,0,1,0.50201744
,17,1,2,1.0
,17,2,1,0.50247574
,17,3,0,0.5047806
,18,0,0,0.50478053
,18,1,1,0.50201684
,18,2,2,1.0
,18,3,1,0.50246847
,19,0,0,0.50477993
,19,1,1,0.5024752
,19,2,1,0.5020174
,19,3,2,0.9989046
,20,0,0,0.50478
,20,1,2,1.0
,20,2,0,0.5047805
,20,3,1,0.5092683
,21,0,0,0.50419825
,21,1,1,0.50201684
,21,2,0,0.50478
,21,3,2,1.0
,22,0,3,1.0
,22,1,1,0.5024752
,22,2,0,0.5047799
,22,3,1,0.50201744
,23,0,1,0.50066763
,23,1,2,1.0
,23,2,0,0.50478
,23,3,0,0.50478053
,24,0,3,0.73044646
,24,1,1,0.5025992
,24,2,0,0.5047799
,24,3,0,0.50478
,25,0,1,0.506548
,25,1,3,1.0
,25,2,0,0.50478
,25,3,0,0.50478
,26,0,2,1.0
,26,1,1,0.50554264
,26,2,0,0.5047799
,26,3,0,0.50478
,27,0,1,0.50927234
,27,1,2,1.0
,27,2,0,0.5047806
,27,3,0,0.50478
