transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]], [[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]]]","[0.498629629611969, 0.498629629611969]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]], [[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]]]","[0.498629629611969, 0.498629629611969]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]], [[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]]]","[0.498629629611969, 0.498629629611969]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]], [[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]]]","[0.498629629611969, 0.498629629611969]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]], [[0.3369726538658142, 0.3343341648578644, 0.27319470047950745, 0.05549846589565277], [0.3351365029811859, 0.33228424191474915, 0.2776936888694763, 0.0548856146633625], [0.4926122725009918, 0.4980424642562866, 0.00750031927600503, 0.0018449199851602316], [0.498629629611969, 0.4979719817638397, 0.0016183077823370695, 0.0017799874767661095]]]","[0.498629629611969, 0.498629629611969]","[3, 3]","[0, 0]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]], [[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]]]","[0.5005844831466675, 0.5005844831466675]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]], [[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]]]","[0.5005844831466675, 0.5005844831466675]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]], [[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]]]","[0.5005844831466675, 0.5005844831466675]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]], [[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]]]","[0.5005844831466675, 0.5005844831466675]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]], [[0.33517706394195557, 0.3345802128314972, 0.27445998787879944, 0.055782750248909], [0.33492064476013184, 0.33392006158828735, 0.276498407125473, 0.054660916328430176], [0.4945559799671173, 0.49639952182769775, 0.007488770876079798, 0.001555677386932075], [0.5005844831466675, 0.4959384500980377, 0.0016171782044693828, 0.0018598756287246943]]]","[0.5005844831466675, 0.5005844831466675]","[3, 3]","[0, 0]"
