transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609204173088074, 0.25609204173088074, 0.2560786306858063, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785710811615, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]], [[0.25609201192855835, 0.25609201192855835, 0.25607866048812866, 0.23173733055591583], [0.25609201192855835, 0.25609201192855835, 0.2560785412788391, 0.23173737525939941], [0.2685436010360718, 0.2685436010360718, 0.21990732848644257, 0.24300551414489746], [0.26854369044303894, 0.26854369044303894, 0.21990704536437988, 0.24300561845302582]]]","[0.26854369044303894, 0.26854369044303894]","[3, 3]","[0, 0]"
