transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]], [[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]]]","[0.4908687472343445, 0.4908687472343445]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]], [[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]]]","[0.4908687472343445, 0.4908687472343445]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]], [[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]]]","[0.4908687472343445, 0.4908687472343445]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]], [[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]]]","[0.4908687472343445, 0.4908687472343445]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]], [[0.3350095748901367, 0.33468958735466003, 0.28149309754371643, 0.04880774766206741], [0.3347313106060028, 0.33424654603004456, 0.28264161944389343, 0.04838046804070473], [0.48829686641693115, 0.48864203691482544, 0.006488585378974676, 0.01657254248857498], [0.4908687472343445, 0.4906694293022156, 0.0018043624004349113, 0.016657475382089615]]]","[0.4908687472343445, 0.4908687472343445]","[3, 3]","[0, 0]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]], [[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]]]","[0.4909301996231079, 0.4909301996231079]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]], [[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]]]","[0.4909301996231079, 0.4909301996231079]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]], [[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]]]","[0.4909301996231079, 0.4909301996231079]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]], [[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]]]","[0.4909301996231079, 0.4909301996231079]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]], [[0.3347500264644623, 0.3346368372440338, 0.28175869584083557, 0.04885444417595863], [0.3346191346645355, 0.3344666659832001, 0.2825673818588257, 0.048346832394599915], [0.4883849322795868, 0.48855531215667725, 0.00648730993270874, 0.016572505235671997], [0.4909301996231079, 0.4906104803085327, 0.0018018644768744707, 0.016657482832670212]]]","[0.4909301996231079, 0.4909301996231079]","[3, 3]","[0, 0]"
