transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.19665168225765228, 0.24010485410690308, 0.39368003606796265, 0.16956345736980438], [0.24252377450466156, 0.6826428174972534, 0.039636772125959396, 0.03519663214683533], [0.95299232006073, 0.03815069422125816, 0.006239358335733414, 0.002617691410705447], [0.9627646803855896, 0.02949496917426586, 0.005132068879902363, 0.0026082650292664766]], [[0.18147209286689758, 0.2509346902370453, 0.3378090560436249, 0.22978420555591583], [0.2191498875617981, 0.6831539869308472, 0.055195458233356476, 0.042500730603933334], [0.9246182441711426, 0.012414196506142616, 0.008536054752767086, 0.054431620985269547], [0.9420644044876099, 0.02936490625143051, 0.002397744683548808, 0.026172878220677376]]]","[0.9627646803855896, 0.9420644044876099]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.19665168225765228, 0.24010485410690308, 0.39368003606796265, 0.16956345736980438], [0.24252377450466156, 0.6826428174972534, 0.039636772125959396, 0.03519663214683533], [0.95299232006073, 0.03815069422125816, 0.006239358335733414, 0.002617691410705447], [0.9627646803855896, 0.02949496917426586, 0.005132068879902363, 0.0026082650292664766]], [[0.18147209286689758, 0.2509346902370453, 0.3378090560436249, 0.22978420555591583], [0.2191498875617981, 0.6831539869308472, 0.055195458233356476, 0.042500730603933334], [0.9246182441711426, 0.012414196506142616, 0.008536054752767086, 0.054431620985269547], [0.9420644044876099, 0.02936490625143051, 0.002397744683548808, 0.026172878220677376]]]","[0.9627646803855896, 0.9420644044876099]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.19665168225765228, 0.24010485410690308, 0.39368003606796265, 0.16956345736980438], [0.24252377450466156, 0.6826428174972534, 0.039636772125959396, 0.03519663214683533], [0.95299232006073, 0.03815069422125816, 0.006239358335733414, 0.002617691410705447], [0.9627646803855896, 0.02949496917426586, 0.005132068879902363, 0.0026082650292664766]], [[0.18147209286689758, 0.2509346902370453, 0.3378090560436249, 0.22978420555591583], [0.2191498875617981, 0.6831539869308472, 0.055195458233356476, 0.042500730603933334], [0.9246182441711426, 0.012414196506142616, 0.008536054752767086, 0.054431620985269547], [0.9420644044876099, 0.02936490625143051, 0.002397744683548808, 0.026172878220677376]]]","[0.9627646803855896, 0.9420644044876099]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.19665168225765228, 0.24010485410690308, 0.39368003606796265, 0.16956345736980438], [0.24252377450466156, 0.6826428174972534, 0.039636772125959396, 0.03519663214683533], [0.95299232006073, 0.03815069422125816, 0.006239358335733414, 0.002617691410705447], [0.9627646803855896, 0.02949496917426586, 0.005132068879902363, 0.0026082650292664766]], [[0.18147209286689758, 0.2509346902370453, 0.3378090560436249, 0.22978420555591583], [0.2191498875617981, 0.6831539869308472, 0.055195458233356476, 0.042500730603933334], [0.9246182441711426, 0.012414196506142616, 0.008536054752767086, 0.054431620985269547], [0.9420644044876099, 0.02936490625143051, 0.002397744683548808, 0.026172878220677376]]]","[0.9627646803855896, 0.9420644044876099]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.054362811148166656, 0.49044933915138245, 0.10882975161075592, 0.34635812044143677], [0.04341389983892441, 0.9029360413551331, 0.007095334120094776, 0.0465548112988472], [0.7560601830482483, 0.22364458441734314, 0.004950021859258413, 0.015345267951488495], [0.7989023327827454, 0.18084664642810822, 0.004258591681718826, 0.0159924253821373]], [[0.07547031342983246, 0.7711092829704285, 0.1404874473810196, 0.012932950630784035], [0.04113203287124634, 0.9474287629127502, 0.010359584353864193, 0.001079559326171875], [0.8957309126853943, 0.08886338025331497, 0.008269368670880795, 0.007136371918022633], [0.8086506128311157, 0.1862506866455078, 0.0020581805147230625, 0.0030404855497181416]]]","[0.9029360413551331, 0.9474287629127502]","[1, 1]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.46676406264305115, 0.16544663906097412, 0.3072994649410248, 0.060489874333143234], [0.5586596131324768, 0.22454766929149628, 0.18360696732997894, 0.03318577632308006], [0.8973860740661621, 0.09464334696531296, 0.006551443599164486, 0.0014191026566550136], [0.9298824071884155, 0.06375466287136078, 0.00474745687097311, 0.0016154218465089798]], [[0.36299559473991394, 0.3055027723312378, 0.23315849900245667, 0.098343126475811], [0.30365803837776184, 0.3731101453304291, 0.25518643856048584, 0.06804535537958145], [0.7047029733657837, 0.18267598748207092, 0.027824852615594864, 0.0847962275147438], [0.9157609343528748, 0.06288502365350723, 5.3194515203358606e-05, 0.021300911903381348]]]","[0.9298824071884155, 0.9157609343528748]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.46676406264305115, 0.16544663906097412, 0.3072994649410248, 0.060489874333143234], [0.5586596131324768, 0.22454766929149628, 0.18360696732997894, 0.03318577632308006], [0.8973860740661621, 0.09464334696531296, 0.006551443599164486, 0.0014191026566550136], [0.9298824071884155, 0.06375466287136078, 0.00474745687097311, 0.0016154218465089798]], [[0.36299559473991394, 0.3055027723312378, 0.23315849900245667, 0.098343126475811], [0.30365803837776184, 0.3731101453304291, 0.25518643856048584, 0.06804535537958145], [0.7047029733657837, 0.18267598748207092, 0.027824852615594864, 0.0847962275147438], [0.9157609343528748, 0.06288502365350723, 5.3194515203358606e-05, 0.021300911903381348]]]","[0.9298824071884155, 0.9157609343528748]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.46676406264305115, 0.16544663906097412, 0.3072994649410248, 0.060489874333143234], [0.5586596131324768, 0.22454766929149628, 0.18360696732997894, 0.03318577632308006], [0.8973860740661621, 0.09464334696531296, 0.006551443599164486, 0.0014191026566550136], [0.9298824071884155, 0.06375466287136078, 0.00474745687097311, 0.0016154218465089798]], [[0.36299559473991394, 0.3055027723312378, 0.23315849900245667, 0.098343126475811], [0.30365803837776184, 0.3731101453304291, 0.25518643856048584, 0.06804535537958145], [0.7047029733657837, 0.18267598748207092, 0.027824852615594864, 0.0847962275147438], [0.9157609343528748, 0.06288502365350723, 5.3194515203358606e-05, 0.021300911903381348]]]","[0.9298824071884155, 0.9157609343528748]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.46676406264305115, 0.16544663906097412, 0.3072994649410248, 0.060489874333143234], [0.5586596131324768, 0.22454766929149628, 0.18360696732997894, 0.03318577632308006], [0.8973860740661621, 0.09464334696531296, 0.006551443599164486, 0.0014191026566550136], [0.9298824071884155, 0.06375466287136078, 0.00474745687097311, 0.0016154218465089798]], [[0.36299559473991394, 0.3055027723312378, 0.23315849900245667, 0.098343126475811], [0.30365803837776184, 0.3731101453304291, 0.25518643856048584, 0.06804535537958145], [0.7047029733657837, 0.18267598748207092, 0.027824852615594864, 0.0847962275147438], [0.9157609343528748, 0.06288502365350723, 5.3194515203358606e-05, 0.021300911903381348]]]","[0.9298824071884155, 0.9157609343528748]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.19102108478546143, 0.5003003478050232, 0.12576092779636383, 0.18291765451431274], [0.2110799103975296, 0.6268983483314514, 0.06937272846698761, 0.09264897555112839], [0.5560879707336426, 0.4333544373512268, 0.0040597678162157536, 0.006497809197753668], [0.6559308767318726, 0.33230045437812805, 0.0033488140907138586, 0.00841986108571291]], [[0.12661869823932648, 0.7874094247817993, 0.08132943511009216, 0.004642495885491371], [0.09132613986730576, 0.8291561603546143, 0.07674814760684967, 0.002769617596641183], [0.33656543493270874, 0.6446645855903625, 0.013289120979607105, 0.005480887368321419], [0.6619841456413269, 0.33589354157447815, 3.8453148590633646e-05, 0.002083889674395323]]]","[0.6559308767318726, 0.8291561603546143]","[3, 1]","[0, 1]"
