iter,t,j,argmax_state,max_prob
,0,0,3,0.52769345
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,0,0.9495097
,1,1,2,1.0
,1,2,1,0.51861495
,1,3,0,0.9350285
,2,0,1,0.5340093
,2,1,0,0.9441722
,2,2,0,0.84555787
,2,3,2,1.0
,3,0,0,0.8428366
,3,1,1,0.5803647
,3,2,2,1.0
,3,3,0,0.9320538
,4,0,2,1.0
,4,1,0,0.70208585
,4,2,0,0.9762497
,4,3,1,0.7741508
,5,0,0,0.97662425
,5,1,3,1.0
,5,2,0,0.93086594
,5,3,1,0.8955313
,6,0,0,0.9310332
,6,1,0,0.9779794
,6,2,2,1.0
,6,3,1,0.9134128
,7,0,2,1.0
,7,1,0,0.93123275
,7,2,0,0.93249524
,7,3,1,0.8993042
,8,0,0,0.99844015
,8,1,2,1.0
,8,2,1,0.7675458
,8,3,1,0.797384
,9,0,2,1.0
,9,1,0,0.93214506
,9,2,1,0.8750572
,9,3,0,0.7972521
,10,0,0,0.9984418
,10,1,1,0.77294123
,10,2,1,0.8171527
,10,3,2,1.0
,11,0,2,1.0
,11,1,1,0.8916556
,11,2,0,0.63643056
,11,3,0,0.93206006
,12,0,0,0.9984697
,12,1,1,0.89558756
,12,2,3,1.0
,12,3,1,0.775352
,13,0,2,1.0
,13,1,1,0.79940605
,13,2,0,0.9972729
,13,3,1,0.89845115
,14,0,0,0.96328175
,14,1,0,0.7777776
,14,2,3,1.0
,14,3,1,0.92536163
,15,0,0,0.91664165
,15,1,2,1.0
,15,2,0,0.94902015
,15,3,1,0.92122394
,16,0,2,1.0
,16,1,0,0.9969017
,16,2,1,0.5638973
,16,3,1,0.9126667
,17,0,0,0.8977939
,17,1,2,1.0
,17,2,0,0.82250756
,17,3,1,0.8177901
,18,0,1,0.7720476
,18,1,0,0.9768909
,18,2,2,1.0
,18,3,0,0.79350245
,19,0,1,0.87022674
,19,1,0,0.93103904
,19,2,0,0.93214005
,19,3,2,1.0
