iter,t,j,argmax_state,max_prob
,0,0,3,0.5216402
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,0,0.9182238
,1,1,2,1.0
,1,2,0,0.6456435
,1,3,0,0.83471006
,2,0,0,0.64387035
,2,1,0,0.8951151
,2,2,0,0.82701725
,2,3,2,1.0
,3,0,0,0.82696646
,3,1,0,0.6428299
,3,2,2,1.0
,3,3,0,0.8950266
,4,0,2,1.0
,4,1,0,0.8218012
,4,2,0,0.89847267
,4,3,0,0.6358102
,5,0,0,0.8975778
,5,1,3,1.0
,5,2,0,0.83204234
,5,3,0,0.6232496
,6,0,0,0.83302575
,6,1,0,0.9417566
,6,2,2,1.0
,6,3,0,0.62429976
,7,0,2,1.0
,7,1,0,0.8341424
,7,2,0,0.89500934
,7,3,0,0.624812
,8,0,0,0.96075374
,8,1,2,1.0
,8,2,0,0.6349967
,8,3,0,0.6322708
,9,0,2,1.0
,9,1,0,0.8951061
,9,2,0,0.6255027
,9,3,0,0.82679987
,10,0,0,0.9607535
,10,1,0,0.63499135
,10,2,0,0.63229704
,10,3,2,1.0
,11,0,2,1.0
,11,1,0,0.6252777
,11,2,0,0.82679486
,11,3,0,0.8951317
,12,0,0,0.9607182
,12,1,0,0.62650555
,12,2,2,1.0
,12,3,0,0.6365265
,13,0,2,1.0
,13,1,0,0.6777163
,13,2,0,0.95581895
,13,3,0,0.66315913
,14,0,1,0.56022775
,14,1,0,0.75007707
,14,2,3,1.0
,14,3,0,0.5186799
,15,0,0,0.7237811
,15,1,2,1.0
,15,2,0,0.9487122
,15,3,0,0.65492326
,16,0,2,1.0
,16,1,0,0.5468149
,16,2,0,0.6051828
,16,3,0,0.5688726
,17,0,1,0.56956506
,17,1,2,1.0
,17,2,0,0.74251366
,17,3,0,0.5135091
,18,0,0,0.6140567
,18,1,0,0.8972377
,18,2,2,1.0
,18,3,0,0.8220331
,19,0,0,0.6243543
,19,1,0,0.8330297
,19,2,0,0.89498967
,19,3,2,1.0
,20,0,0,0.6322513
,20,1,2,1.0
,20,2,0,0.634979
,20,3,0,0.9607541
,21,0,0,0.82686424
,21,1,0,0.89825225
,21,2,0,0.62516844
,21,3,2,1.0
,22,0,2,1.0
,22,1,0,0.83309436
,22,2,0,0.6245637
,22,3,0,0.8950199
,23,0,0,0.9607346
,23,1,2,1.0
,23,2,0,0.6243578
,23,3,0,0.63500637
,24,0,2,1.0
,24,1,0,0.96077174
,24,2,0,0.6245957
,24,3,0,0.62501365
,25,0,0,0.9607638
,25,1,2,1.0
,25,2,0,0.62466824
,25,3,0,0.6246722
,26,0,2,1.0
,26,1,0,0.9593691
,26,2,0,0.62562096
,26,3,0,0.6253053
,27,0,0,0.9604881
,27,1,3,1.0
,27,2,0,0.6307659
,27,3,0,0.6228101
,28,0,2,1.0
,28,1,0,0.93995154
,28,2,0,0.82661194
,28,3,0,0.62461674
,29,0,0,0.95933276
,29,1,0,0.64531875
,29,2,2,1.0
,29,3,0,0.6249732
,30,0,3,1.0
,30,1,0,0.82593626
,30,2,0,0.897659
,30,3,0,0.623049
,31,0,0,0.94175684
,31,1,2,1.0
,31,2,0,0.833031
,31,3,0,0.624277
,32,0,0,0.8342054
,32,1,0,0.89815813
,32,2,2,1.0
,32,3,0,0.62447757
,33,0,2,1.0
,33,1,0,0.8330981
,33,2,0,0.89514375
,33,3,0,0.62453336
,34,0,0,0.96075314
,34,1,2,1.0
,34,2,0,0.6428234
,34,3,0,0.62433743
,35,0,2,1.0
,35,1,0,0.8951268
,35,2,0,0.8270072
,35,3,0,0.62482435
,36,0,0,0.959329
,36,1,0,0.6357029
,36,2,2,1.0
,36,3,0,0.6250767
,37,0,3,1.0
,37,1,0,0.62323797
,37,2,0,0.96045303
,37,3,0,0.6231261
,38,0,0,0.9782117
,38,1,0,0.6243169
,38,2,2,1.0
,38,3,0,0.6322231
,39,0,2,1.0
,39,1,0,0.62511075
,39,2,0,0.8951158
,39,3,0,0.82681644
,40,0,0,0.9607536
,40,1,0,0.63228273
,40,2,0,0.6349895
,40,3,2,1.0
