N_sil_to_sil,N_noev_to_sil,N_ev_to_sil,N_eval_k0_total,N_eval_k1_total,mean_loglik_eval_k0_under_clamped_k0,mean_loglik_eval_k1_under_clamped_k1
3443,1438,267,4881,267,324.47218122636434,324.47218122636434
