iter,t,j,argmax_state,max_prob
,0,0,3,0.52414435
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,0,0.7587519
,1,1,2,1.0
,1,2,0,0.7365547
,1,3,0,0.88737655
,2,0,0,0.7186137
,2,1,0,0.90738976
,2,2,0,0.8764825
,2,3,2,1.0
,3,0,0,0.87565386
,3,1,0,0.73062325
,3,2,2,1.0
,3,3,0,0.9069153
,4,0,2,1.0
,4,1,0,0.87584263
,4,2,0,0.8985024
,4,3,0,0.7167833
,5,0,0,0.91318125
,5,1,2,1.0
,5,2,1,0.5297672
,5,3,0,0.7010901
,6,0,0,0.8825952
,6,1,0,0.91249305
,6,2,3,1.0
,6,3,0,0.6959583
,7,0,2,1.0
,7,1,0,0.8841756
,7,2,0,0.62456626
,7,3,0,0.70025444
,8,0,0,0.7747213
,8,1,2,1.0
,8,2,0,0.69427925
,8,3,0,0.71516377
,9,0,3,1.0
,9,1,0,0.906775
,9,2,0,0.6963071
,9,3,0,0.8730266
,10,0,1,0.6317397
,10,1,0,0.7167317
,10,2,0,0.71386975
,10,3,2,1.0
,11,0,3,1.0
,11,1,0,0.6980958
,11,2,0,0.87350094
,11,3,0,0.9069521
,12,0,1,0.6313421
,12,1,0,0.7008109
,12,2,2,1.0
,12,3,0,0.7199261
,13,0,3,1.0
,13,1,0,0.71172374
,13,2,0,0.9464476
,13,3,0,0.7350012
,14,0,1,0.8879514
,14,1,1,0.6747362
,14,2,2,1.0
,14,3,0,0.5807729
,15,0,1,0.50002694
,15,1,3,1.0
,15,2,0,0.9252908
,15,3,0,0.72735846
,16,0,3,0.9927895
,16,1,1,0.83614653
,16,2,0,0.64424646
,16,3,0,0.59971046
,17,0,1,0.8908954
,17,1,2,1.0
,17,2,0,0.7735119
,17,3,0,0.54914814
,18,0,0,0.647331
,18,1,0,0.91256356
,18,2,2,1.0
,18,3,0,0.86586696
,19,0,0,0.6948844
,19,1,0,0.88418186
,19,2,0,0.90691566
,19,3,2,0.997953
,20,0,0,0.6990641
,20,1,2,1.0
,20,2,0,0.7162747
,20,3,0,0.9669117
,21,0,0,0.704787
,21,1,0,0.9127235
,21,2,0,0.70077
,21,3,2,1.0
,22,0,2,0.60114163
,22,1,0,0.8841794
,22,2,0,0.6993156
,22,3,0,0.90692514
,23,0,0,0.91399425
,23,1,2,1.0
,23,2,0,0.69919354
,23,3,0,0.7164831
,24,0,2,0.9999989
,24,1,0,0.7750587
,24,2,0,0.7005555
,24,3,0,0.7019835
,25,0,0,0.967073
,25,1,3,1.0
,25,2,0,0.6947315
,25,3,0,0.69475025
,26,0,2,1.0
,26,1,0,0.83410734
,26,2,0,0.7002032
,26,3,0,0.69899166
,27,0,0,0.96718705
,27,1,2,1.0
,27,2,0,0.71363133
,27,3,0,0.69896746
,28,0,2,1.0
,28,1,0,0.9074207
,28,2,0,0.8754464
,28,3,0,0.6993697
,29,0,0,0.96718615
,29,1,0,0.73042107
,29,2,2,1.0
,29,3,0,0.6989713
,30,0,2,1.0
,30,1,0,0.8762653
,30,2,0,0.9127177
,30,3,0,0.699318
,31,0,0,0.912707
,31,1,2,1.0
,31,2,0,0.8842857
,31,3,0,0.69918406
,32,0,0,0.88428354
,32,1,0,0.9127037
,32,2,2,1.0
,32,3,0,0.6991956
,33,0,2,1.0
,33,1,0,0.8841473
,33,2,0,0.90748274
,33,3,0,0.6993861
,34,0,0,0.7746966
,34,1,2,1.0
,34,2,0,0.73182094
,34,3,0,0.7002268
,35,0,3,1.0
,35,1,0,0.9066376
,35,2,0,0.8741441
,35,3,0,0.6952522
,36,0,0,0.8339872
,36,1,0,0.7164825
,36,2,2,1.0
,36,3,0,0.6989819
,37,0,2,1.0
,37,1,0,0.7004462
,37,2,0,0.9671663
,37,3,0,0.70019245
,38,0,0,0.96719134
,38,1,0,0.69934237
,38,2,2,1.0
,38,3,0,0.71377873
,39,0,2,1.0
,39,1,0,0.7006174
,39,2,0,0.9069312
,39,3,0,0.8754551
,40,0,0,0.96718556
,40,1,0,0.7136434
,40,2,0,0.7162704
,40,3,2,1.0
,41,0,2,1.0
,41,1,0,0.8754345
,41,2,0,0.7008096
,41,3,0,0.9069365
,42,0,0,0.9671621
,42,1,2,1.0
,42,2,0,0.69906557
,42,3,0,0.71634567
,43,0,2,1.0
,43,1,0,0.9671391
,43,2,0,0.6983732
,43,3,0,0.7011184
,44,0,0,0.77652895
,44,1,2,1.0
,44,2,0,0.6886904
,44,3,0,0.70462054
,45,0,3,1.0
,45,1,0,0.92143583
,45,2,0,0.54051495
,45,3,0,0.72989386
,46,0,1,0.54541725
,46,1,0,0.61004275
,46,2,3,1.0
,46,3,0,0.5723989
,47,0,2,1.0
,47,1,0,0.868779
,47,2,0,0.62118405
,47,3,0,0.6854558
,48,0,0,0.7747958
,48,1,2,1.0
,48,2,0,0.69665235
,48,3,0,0.70209104
,49,0,3,1.0
,49,1,0,0.948952
,49,2,0,0.72853005
,49,3,0,0.7304249
,50,0,1,0.7087987
,50,1,2,1.0
,50,2,0,0.58665824
,50,3,0,0.60387385
,51,0,2,1.0
,51,1,0,0.9124825
,51,2,0,0.6871795
,51,3,0,0.8684514
,52,0,0,0.90689844
,52,1,0,0.8842377
,52,2,0,0.7126921
,52,3,2,1.0
,53,0,0,0.7166025
,53,1,2,1.0
,53,2,0,0.8752884
,53,3,0,0.90624535
,54,0,0,0.7010698
,54,1,0,0.96709174
,54,2,2,1.0
,54,3,0,0.69642806
,55,0,0,0.70482904
,55,1,2,1.0
,55,2,0,0.90908784
,55,3,1,0.5477215
,56,0,0,0.7488307
,56,1,0,0.84573627
,56,2,0,0.75855297
,56,3,3,1.0
,57,0,0,0.6672269
,57,1,3,1.0
,57,2,0,0.59981763
,57,3,1,0.87343067
,58,0,2,1.0
,58,1,1,0.9586087
,58,2,0,0.54275936
,58,3,1,0.5273559
,59,0,0,0.9266834
,59,1,3,1.0
,59,2,0,0.72322845
,59,3,0,0.531646
,60,0,0,0.6930143
,60,1,1,0.8604783
,60,2,0,0.5959887
,60,3,3,1.0
,61,0,2,1.0
,61,1,0,0.74086636
,61,2,0,0.542697
,61,3,1,0.89037794
,62,0,0,0.96711826
,62,1,2,1.0
,62,2,0,0.69820523
,62,3,0,0.64687616
,63,0,2,1.0
,63,1,0,0.90741885
,63,2,0,0.87474847
,63,3,0,0.69501096
,64,0,0,0.96718556
,64,1,0,0.7304167
,64,2,2,1.0
,64,3,0,0.69861394
,65,0,2,1.0
,65,1,0,0.8761891
,65,2,0,0.90742004
,65,3,0,0.6993351
,66,0,0,0.96718556
,66,1,2,1.0
,66,2,0,0.73041654
,66,3,0,0.6989836
,67,0,2,1.0
,67,1,0,0.9069375
,67,2,0,0.876181
,67,3,0,0.69947475
,68,0,0,0.9671654
,68,1,0,0.7163908
,68,2,2,1.0
,68,3,0,0.70022225
,69,0,2,1.0
,69,1,0,0.70176494
,69,2,0,0.9671933
,69,3,0,0.71377796
,70,0,0,0.90739894
,70,1,0,0.7141306
,70,2,2,1.0
,70,3,0,0.87554556
,71,0,0,0.7306352
,71,1,0,0.87544525
,71,2,0,0.9062214
,71,3,2,1.0
,72,0,0,0.8758275
,72,1,2,1.0
,72,2,0,0.69661266
,72,3,0,0.9071335
,73,0,2,1.0
,73,1,0,0.90848136
,73,2,1,0.5487257
,73,3,0,0.7197143
,74,0,0,0.9488569
,74,1,0,0.74588317
,74,2,3,1.0
,74,3,0,0.731009
,75,0,2,1.0
,75,1,0,0.58798593
,75,2,1,0.70989174
,75,3,0,0.5864151
,76,0,0,0.9670462
,76,1,0,0.6854237
,76,2,2,1.0
,76,3,0,0.6852788
,77,0,2,1.0
,77,1,0,0.6984973
,77,2,0,0.9671435
,77,3,0,0.698337
,78,0,0,0.77577794
,78,1,0,0.70491594
,78,2,2,1.0
,78,3,0,0.7031258
,79,0,3,1.0
,79,1,0,0.74197006
,79,2,0,0.9249544
,79,3,0,0.7205348
,80,0,2,1.0
,80,1,0,0.5363309
,80,2,0,0.5568679
,80,3,1,0.7119225
,81,0,0,0.94713384
,81,1,0,0.71201736
,81,2,0,0.71381176
,81,3,3,1.0
,82,0,2,1.0
,82,1,0,0.5815368
,82,2,0,0.5833866
,82,3,1,0.9542224
,83,0,0,0.8467808
,83,1,0,0.7132749
,83,2,0,0.7307952
,83,3,3,1.0
,84,0,3,1.0
,84,1,1,0.5960598
,84,2,0,0.6007205
,84,3,1,0.86926985
,85,0,1,0.841496
,85,1,3,1.0
,85,2,0,0.57519704
,85,3,0,0.55059904
,86,0,2,1.0
,86,1,1,0.89433825
,86,2,0,0.5260628
,86,3,0,0.7647076
,87,0,0,0.96702117
,87,1,0,0.64707994
,87,2,0,0.6606263
,87,3,2,1.0
,88,0,2,1.0
,88,1,0,0.7007137
,88,2,1,0.55188376
,88,3,0,0.90876114
,89,0,0,0.9426815
,89,1,0,0.7573108
,89,2,3,1.0
,89,3,0,0.7535959
,90,0,2,1.0
,90,1,0,0.7865597
,90,2,1,0.9512553
,90,3,0,0.55643463
,91,0,0,0.7745243
,91,1,2,1.0
,91,2,0,0.64655614
,91,3,0,0.6951918
,92,0,3,1.0
,92,1,0,0.9212311
,92,2,0,0.72777987
,92,3,0,0.8058524
,93,0,1,0.9550528
,93,1,0,0.6078788
,93,2,0,0.57963604
,93,3,2,1.0
,94,0,3,1.0
,94,1,0,0.80128783
,94,2,0,0.71920925
,94,3,0,0.920122
,95,0,1,0.7141574
,95,1,2,1.0
,95,2,0,0.5967079
,95,3,0,0.6006876
,96,0,2,0.99915814
,96,1,0,0.90668595
,96,2,0,0.867888
,96,3,0,0.68525726
,97,0,0,0.9669751
,97,1,0,0.7163128
,97,2,2,1.0
,97,3,0,0.6773069
,98,0,2,1.0
,98,1,0,0.70007503
,98,2,0,0.907576
,98,3,1,0.5494586
,99,0,0,0.77563393
,99,1,0,0.67588454
,99,2,0,0.7143136
,99,3,3,1.0
,100,0,3,1.0
,100,1,1,0.5578354
,100,2,0,0.69496834
,100,3,0,0.63536435
,101,0,0,0.62159675
,101,1,3,0.9999987
,101,2,0,0.69599193
,101,3,0,0.869861
,102,0,0,0.69748557
,102,1,1,0.6315658
,102,2,0,0.70206904
,102,3,2,1.0
,103,0,0,0.7479157
,103,1,3,1.0
,103,2,0,0.72952163
,103,3,0,0.9493984
,104,0,0,0.8093556
,104,1,1,0.88723713
,104,2,0,0.58930707
,104,3,2,1.0
,105,0,2,1.0
,105,1,1,0.60607475
,105,2,0,0.6930022
,105,3,0,0.9031133
,106,0,0,0.9260159
,106,1,3,1.0
,106,2,0,0.74954754
,106,3,0,0.59030807
,107,0,0,0.6121456
,107,1,1,0.94306993
,107,2,0,0.6476114
,107,3,3,1.0
,108,0,0,0.54126
,108,1,0,0.71819013
,108,2,2,1.0
,108,3,1,0.95760757
,109,0,0,0.86527807
,109,1,2,1.0
,109,2,0,0.9078944
,109,3,0,0.64509875
,110,0,2,0.99999917
,110,1,0,0.91740865
,110,2,0,0.7408384
,110,3,0,0.7262801
,111,0,3,1.0
,111,1,0,0.6883866
,111,2,0,0.6709501
,111,3,0,0.74327385
,112,0,1,0.9571522
,112,1,0,0.57034177
,112,2,0,0.5603745
,112,3,2,1.0
,113,0,3,1.0
,113,1,0,0.8001318
,113,2,0,0.7152705
,113,3,0,0.9269383
,114,0,1,0.87999004
,114,1,2,1.0
,114,2,0,0.5807215
,114,3,0,0.8190015
,115,0,0,0.6466746
,115,1,0,0.96710753
,115,2,0,0.68716
,115,3,2,1.0
,116,0,0,0.6741831
,116,1,2,1.0
,116,2,0,0.6986175
,116,3,0,0.9671013
,117,0,1,0.550597
,117,1,0,0.90853316
,117,2,0,0.70265615
,117,3,2,1.0
,118,0,3,1.0
,118,1,0,0.7471834
,118,2,0,0.7295463
,118,3,0,0.9489748
,119,0,1,0.70879745
,119,1,0,0.60562795
,119,2,0,0.5867705
,119,3,2,0.9999999
,120,0,2,1.0
,120,1,0,0.8685297
,120,2,0,0.687187
,120,3,0,0.9124824
,121,0,0,0.9068968
,121,1,2,1.0
,121,2,0,0.71269876
,121,3,0,0.88424045
,122,0,0,0.71658415
,122,1,0,0.9127079
,122,2,0,0.8753919
,122,3,2,1.0
,123,0,0,0.7018657
,123,1,0,0.8842096
,123,2,2,1.0
,123,3,0,0.90695876
,124,0,0,0.71375066
,124,1,2,1.0
,124,2,0,0.9671864
,124,3,0,0.7174442
,125,0,0,0.8755325
,125,1,0,0.90695345
,125,2,2,0.99999166
,125,3,0,0.7153936
,126,0,2,1.0
,126,1,0,0.717704
,126,2,0,0.90686285
,126,3,0,0.875434
,127,0,0,0.9671805
,127,1,0,0.7150086
,127,2,0,0.7146172
,127,3,2,1.0
,128,0,2,1.0
,128,1,0,0.8752232
,128,2,0,0.68030596
,128,3,0,0.907152
,129,0,0,0.9085761
,129,1,2,1.0
,129,2,1,0.5501249
,129,3,0,0.7199627
,130,0,0,0.7478343
,130,1,0,0.9475873
,130,2,3,1.0
,130,3,0,0.73317784
,131,0,0,0.586323
,131,1,2,1.0
,131,2,1,0.9540572
,131,3,0,0.5864253
,132,0,0,0.71379036
,132,1,0,0.84683484
,132,2,3,1.0
,132,3,0,0.73119503
,133,0,1,0.5953021
,133,1,3,1.0
,133,2,1,0.8700837
,133,3,0,0.6018544
,134,0,3,1.0
,134,1,1,0.93832797
,134,2,0,0.530662
,134,3,0,0.58218354
,135,0,1,0.8432488
,135,1,3,0.99999964
,135,2,0,0.56906897
,135,3,0,0.57469225
,136,0,2,1.0
,136,1,1,0.96001095
,136,2,0,0.52629423
,136,3,0,0.526796
,137,0,0,0.96694845
,137,1,3,1.0
,137,2,0,0.6762847
,137,3,0,0.6750671
,138,0,2,1.0
,138,1,0,0.83416426
,138,2,0,0.7119613
,138,3,0,0.69727415
,139,0,0,0.90702367
,139,1,2,1.0
,139,2,0,0.87520266
,139,3,0,0.69934714
,140,0,0,0.7182379
,140,1,0,0.77543086
,140,2,2,1.0
,140,3,0,0.7011121
,141,0,0,0.7003267
,141,1,3,1.0
,141,2,0,0.77540725
,141,3,0,0.70031637
,142,0,0,0.72493076
,142,1,1,0.522082
,142,2,3,1.0
,142,3,0,0.74185765
,143,0,1,0.59257054
,143,1,3,1.0
,143,2,1,0.8657345
,143,3,0,0.604364
,144,0,3,1.0
,144,1,1,0.87513304
,144,2,0,0.5990733
,144,3,0,0.57512575
,145,0,1,0.7373909
,145,1,0,0.50255764
,145,2,2,1.0
,145,3,0,0.5341915
,146,0,2,1.0
,146,1,0,0.86342865
,146,2,0,0.91243964
,146,3,0,0.68087614
,147,0,0,0.9069522
,147,1,2,1.0
,147,2,0,0.88414824
,147,3,0,0.69879717
,148,0,0,0.7174421
,148,1,0,0.9671879
,148,2,2,1.0
,148,3,0,0.7135004
,149,0,0,0.7153887
,149,1,2,1.0
,149,2,0,0.90692735
,149,3,0,0.87551934
,150,0,0,0.8753546
,150,1,0,0.90708894
,150,2,0,0.7169241
,150,3,2,1.0
,151,0,2,1.0
,151,1,0,0.720279
,151,2,0,0.7045479
,151,3,0,0.77482295
,152,0,0,0.9488328
,152,1,0,0.7305137
,152,2,0,0.72927105
,152,3,3,1.0
,153,0,2,1.0
,153,1,0,0.58635753
,153,2,0,0.58621544
,153,3,1,0.70989835
,154,0,0,0.96704686
,154,1,0,0.68534255
,154,2,0,0.6852153
,154,3,2,1.0
,155,0,2,1.0
,155,1,0,0.6991443
,155,2,0,0.6977787
,155,3,0,0.9671686
,156,0,0,0.9671866
,156,1,0,0.71368635
,156,2,0,0.69733363
,156,3,2,1.0
,157,0,2,1.0
,157,1,0,0.8751722
,157,2,0,0.67880696
,157,3,0,0.9070483
,158,0,0,0.9131734
,158,1,2,1.0
,158,2,1,0.55050534
,158,3,0,0.7169727
,159,0,0,0.8822592
,159,1,0,0.90681565
,159,2,3,1.0
,159,3,0,0.6976043
,160,0,2,1.0
,160,1,0,0.7169212
,160,2,1,0.63142
,160,3,0,0.70062315
,161,0,0,0.9671027
,161,1,0,0.6983879
,161,2,3,1.0
,161,3,0,0.7104744
,162,0,2,1.0
,162,1,0,0.71378136
,162,2,0,0.6258823
,162,3,0,0.8754337
,163,0,0,0.90694785
,163,1,0,0.8755158
,163,2,0,0.70793855
,163,3,2,1.0
,164,0,0,0.71765816
,164,1,2,1.0
,164,2,0,0.87518823
,164,3,0,0.9127079
,165,0,0,0.7152473
,165,1,0,0.90693897
,165,2,2,1.0
,165,3,0,0.8842901
,166,0,0,0.87551415
,166,1,0,0.71765876
,166,2,0,0.9127079
,166,3,2,1.0
,167,0,2,1.0
,167,1,0,0.7152474
,167,2,0,0.88428926
,167,3,0,0.90690213
,168,0,0,0.9127079
,168,1,0,0.8755058
,168,2,2,0.99999905
,168,3,0,0.71658534
,169,0,0,0.8842089
,169,1,2,1.0
,169,2,0,0.90691805
,169,3,0,0.7018667
,170,0,2,1.0
,170,1,0,0.9671863
,170,2,0,0.71626836
,170,3,0,0.7137535
,171,0,0,0.9127161
,171,1,2,1.0
,171,2,0,0.70077336
,171,3,0,0.8755225
,172,0,0,0.88420546
,172,1,0,0.9069227
,172,2,0,0.699458
,172,3,2,1.0
,173,0,2,1.0
,173,1,0,0.7162969
,173,2,0,0.7002257
,173,3,0,0.9671653
,174,0,0,0.9671917
,174,1,0,0.7005589
,174,2,0,0.7137811
,174,3,2,1.0
,175,0,2,1.0
,175,1,0,0.6995592
,175,2,0,0.8755314
,175,3,0,0.9127185
,176,0,0,0.9127054
,176,1,0,0.7004118
,176,2,2,1.0
,176,3,0,0.884292
,177,0,0,0.8843023
,177,1,0,0.7138589
,177,2,0,0.9073874
,177,3,2,1.0
,178,0,2,1.0
,178,1,0,0.87546194
,178,2,0,0.73064643
,178,3,0,0.90738994
,179,0,0,0.9069007
,179,1,2,1.0
,179,2,0,0.8761948
,179,3,0,0.7306375
,180,0,0,0.7164697
,180,1,0,0.9127088
,180,2,2,1.0
,180,3,0,0.8761845
,181,0,0,0.7006067
,181,1,0,0.8842783
,181,2,0,0.9127049
,181,3,2,1.0
,182,0,0,0.6993386
,182,1,2,1.0
,182,2,0,0.8842148
,182,3,0,0.907409
,183,0,0,0.6989817
,183,1,0,0.9671863
,183,2,2,1.0
,183,3,0,0.7304245
,184,0,0,0.6994191
,184,1,2,1.0
,184,2,0,0.9127177
,184,3,0,0.87626624
,185,0,0,0.70040053
,185,1,0,0.9127054
,185,2,0,0.8842922
,185,3,2,1.0
,186,0,0,0.7138576
,186,1,0,0.88430095
,186,2,2,1.0
,186,3,0,0.90738755
,187,0,0,0.8754558
,187,1,2,0.99999726
,187,2,0,0.906902
,187,3,0,0.7306504
,188,0,2,1.0
,188,1,0,0.91270643
,188,2,0,0.7164745
,188,3,0,0.87618285
,189,0,0,0.90740824
,189,1,0,0.8842074
,189,2,0,0.7006465
,189,3,2,1.0
,190,0,0,0.73042357
,190,1,2,0.999998
,190,2,0,0.69908255
,190,3,0,0.9671863
,191,0,0,0.87626255
,191,1,0,0.9127091
,191,2,0,0.69933844
,191,3,2,1.0
,192,0,2,1.0
,192,1,0,0.88401973
,192,2,0,0.69928974
,192,3,0,0.9062453
,193,0,0,0.96708816
,193,1,2,0.99959785
,193,2,0,0.6994175
,193,3,0,0.6965145
,194,0,2,1.0
,194,1,0,0.89898103
,194,2,0,0.70183355
,194,3,1,0.54696625
,195,0,0,0.9070228
,195,1,1,0.53519803
,195,2,0,0.7099632
,195,3,3,1.0
,196,0,0,0.7129971
,196,1,3,1.0
,196,2,0,0.87341535
,196,3,0,0.6370607
,197,0,0,0.7003718
,197,1,0,0.640904
,197,2,2,1.0
,197,3,0,0.87213475
,198,0,0,0.69940704
,198,1,0,0.87226135
,198,2,0,0.91271424
,198,3,2,1.0
,199,0,0,0.6993295
,199,1,2,1.0
,199,2,0,0.8842115
,199,3,0,0.907408
,200,0,0,0.70018315
,200,1,0,0.9671879
,200,2,2,1.0
,200,3,0,0.7304215
,201,0,0,0.71399915
,201,1,2,1.0
,201,2,0,0.9069105
,201,3,0,0.8762749
,202,0,0,0.87544775
,202,1,0,0.9127076
,202,2,0,0.71648645
,202,3,2,1.0
,203,0,2,1.0
,203,1,0,0.88419974
,203,2,0,0.70065755
,203,3,0,0.9069227
,204,0,0,0.96716285
,204,1,2,1.0
,204,2,0,0.6991207
,204,3,0,0.7163046
,205,0,2,1.0
,205,1,0,0.9671684
,205,2,0,0.69915974
,205,3,0,0.70059055
,206,0,0,0.9671684
,206,1,2,1.0
,206,2,0,0.69917375
,206,3,0,0.6992928
,207,0,2,1.0
,207,1,0,0.9628755
,207,2,0,0.6991864
,207,3,0,0.69919634
,208,0,0,0.96716815
,208,1,2,0.9779888
,208,2,0,0.69912887
,208,3,0,0.6991298
,209,0,2,1.0
,209,1,0,0.9642395
,209,2,0,0.69917524
,209,3,0,0.6991747
,210,0,0,0.9671686
,210,1,2,1.0
,210,2,0,0.69917905
,210,3,0,0.69917125
,211,0,2,0.9999999
,211,1,0,0.967169
,211,2,0,0.6992736
,211,3,0,0.69918036
,212,0,0,0.96717125
,212,1,2,1.0
,212,2,0,0.7003845
,212,3,0,0.6992652
,213,0,2,1.0
,213,1,0,0.96719354
,213,2,0,0.71379423
,213,3,0,0.7003521
,214,0,0,0.9069112
,214,1,2,1.0
,214,2,0,0.8754689
,214,3,0,0.7140219
