transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5535590052604675, 0.10878698527812958, 0.31452491879463196, 0.0231290552765131], [0.5609064102172852, 0.13357223570346832, 0.2176762968301773, 0.08784504234790802], [0.8656543493270874, 0.11489206552505493, 0.008433142676949501, 0.01102035865187645], [0.8197175860404968, 0.15679194033145905, 0.009908637031912804, 0.013581774197518826]], [[0.15483097732067108, 0.5142133235931396, 0.20620982348918915, 0.12474580109119415], [0.13170400261878967, 0.5268316864967346, 0.21039532124996185, 0.13106898963451385], [0.36667323112487793, 0.3454291522502899, 0.04208972677588463, 0.24580791592597961], [0.15954238176345825, 0.7439666390419006, 0.0014259916497394443, 0.09506487101316452]]]","[0.8656543493270874, 0.7439666390419006]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5535590052604675, 0.10878698527812958, 0.31452491879463196, 0.0231290552765131], [0.5609064102172852, 0.13357223570346832, 0.2176762968301773, 0.08784504234790802], [0.8656543493270874, 0.11489206552505493, 0.008433142676949501, 0.01102035865187645], [0.8197175860404968, 0.15679194033145905, 0.009908637031912804, 0.013581774197518826]], [[0.15483097732067108, 0.5142133235931396, 0.20620982348918915, 0.12474580109119415], [0.13170400261878967, 0.5268316864967346, 0.21039532124996185, 0.13106898963451385], [0.36667323112487793, 0.3454291522502899, 0.04208972677588463, 0.24580791592597961], [0.15954238176345825, 0.7439666390419006, 0.0014259916497394443, 0.09506487101316452]]]","[0.8656543493270874, 0.7439666390419006]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5535590052604675, 0.10878698527812958, 0.31452491879463196, 0.0231290552765131], [0.5609064102172852, 0.13357223570346832, 0.2176762968301773, 0.08784504234790802], [0.8656543493270874, 0.11489206552505493, 0.008433142676949501, 0.01102035865187645], [0.8197175860404968, 0.15679194033145905, 0.009908637031912804, 0.013581774197518826]], [[0.15483097732067108, 0.5142133235931396, 0.20620982348918915, 0.12474580109119415], [0.13170400261878967, 0.5268316864967346, 0.21039532124996185, 0.13106898963451385], [0.36667323112487793, 0.3454291522502899, 0.04208972677588463, 0.24580791592597961], [0.15954238176345825, 0.7439666390419006, 0.0014259916497394443, 0.09506487101316452]]]","[0.8656543493270874, 0.7439666390419006]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5535590052604675, 0.10878698527812958, 0.31452491879463196, 0.0231290552765131], [0.5609064102172852, 0.13357223570346832, 0.2176762968301773, 0.08784504234790802], [0.8656543493270874, 0.11489206552505493, 0.008433142676949501, 0.01102035865187645], [0.8197175860404968, 0.15679194033145905, 0.009908637031912804, 0.013581774197518826]], [[0.15483097732067108, 0.5142133235931396, 0.20620982348918915, 0.12474580109119415], [0.13170400261878967, 0.5268316864967346, 0.21039532124996185, 0.13106898963451385], [0.36667323112487793, 0.3454291522502899, 0.04208972677588463, 0.24580791592597961], [0.15954238176345825, 0.7439666390419006, 0.0014259916497394443, 0.09506487101316452]]]","[0.8656543493270874, 0.7439666390419006]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.30038708448410034, 0.4361976087093353, 0.17067599296569824, 0.09273938089609146], [0.23229330778121948, 0.40874406695365906, 0.09014827013015747, 0.268814355134964], [0.4797300100326538, 0.4704694151878357, 0.004673495423048735, 0.04512707144021988], [0.39248597621917725, 0.5547183752059937, 0.004744320642203093, 0.04805132746696472]], [[0.037063293159008026, 0.9095330834388733, 0.04936232045292854, 0.00404132017865777], [0.030970046296715736, 0.9153846502304077, 0.04947420582175255, 0.004171130713075399], [0.12245198339223862, 0.852382481098175, 0.014056031592190266, 0.011109474115073681], [0.02813280187547207, 0.9693470001220703, 0.00025145127438008785, 0.00226865173317492]]]","[0.5547183752059937, 0.9693470001220703]","[3, 3]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5534505844116211, 0.10881037265062332, 0.3145977854728699, 0.02314140275120735], [0.5609785318374634, 0.1336183249950409, 0.21757514774799347, 0.08782795071601868], [0.8656793832778931, 0.11486697942018509, 0.008433097042143345, 0.011020587757229805], [0.8203369975090027, 0.1562519669532776, 0.009875863790512085, 0.013535127975046635]], [[0.1547752022743225, 0.514261782169342, 0.20621377229690552, 0.12474923580884933], [0.1316882222890854, 0.5268737077713013, 0.21037057042121887, 0.13106746971607208], [0.36674758791923523, 0.34527793526649475, 0.042094338685274124, 0.2458801120519638], [0.15965215861797333, 0.743788480758667, 0.0014278906164690852, 0.09513140469789505]]]","[0.8656793832778931, 0.743788480758667]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5534505844116211, 0.10881037265062332, 0.3145977854728699, 0.02314140275120735], [0.5609785318374634, 0.1336183249950409, 0.21757514774799347, 0.08782795071601868], [0.8656793832778931, 0.11486697942018509, 0.008433097042143345, 0.011020587757229805], [0.8203369975090027, 0.1562519669532776, 0.009875863790512085, 0.013535127975046635]], [[0.1547752022743225, 0.514261782169342, 0.20621377229690552, 0.12474923580884933], [0.1316882222890854, 0.5268737077713013, 0.21037057042121887, 0.13106746971607208], [0.36674758791923523, 0.34527793526649475, 0.042094338685274124, 0.2458801120519638], [0.15965215861797333, 0.743788480758667, 0.0014278906164690852, 0.09513140469789505]]]","[0.8656793832778931, 0.743788480758667]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5534505844116211, 0.10881037265062332, 0.3145977854728699, 0.02314140275120735], [0.5609785318374634, 0.1336183249950409, 0.21757514774799347, 0.08782795071601868], [0.8656793832778931, 0.11486697942018509, 0.008433097042143345, 0.011020587757229805], [0.8203369975090027, 0.1562519669532776, 0.009875863790512085, 0.013535127975046635]], [[0.1547752022743225, 0.514261782169342, 0.20621377229690552, 0.12474923580884933], [0.1316882222890854, 0.5268737077713013, 0.21037057042121887, 0.13106746971607208], [0.36674758791923523, 0.34527793526649475, 0.042094338685274124, 0.2458801120519638], [0.15965215861797333, 0.743788480758667, 0.0014278906164690852, 0.09513140469789505]]]","[0.8656793832778931, 0.743788480758667]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5534505844116211, 0.10881037265062332, 0.3145977854728699, 0.02314140275120735], [0.5609785318374634, 0.1336183249950409, 0.21757514774799347, 0.08782795071601868], [0.8656793832778931, 0.11486697942018509, 0.008433097042143345, 0.011020587757229805], [0.8203369975090027, 0.1562519669532776, 0.009875863790512085, 0.013535127975046635]], [[0.1547752022743225, 0.514261782169342, 0.20621377229690552, 0.12474923580884933], [0.1316882222890854, 0.5268737077713013, 0.21037057042121887, 0.13106746971607208], [0.36674758791923523, 0.34527793526649475, 0.042094338685274124, 0.2458801120519638], [0.15965215861797333, 0.743788480758667, 0.0014278906164690852, 0.09513140469789505]]]","[0.8656793832778931, 0.743788480758667]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.3002910315990448, 0.4362372159957886, 0.17069435119628906, 0.09277740120887756], [0.2323053479194641, 0.4088537096977234, 0.09009946882724762, 0.2687414288520813], [0.47978609800338745, 0.47040805220603943, 0.004673883784562349, 0.04513199254870415], [0.39348864555358887, 0.5538018345832825, 0.004737125709652901, 0.04797238111495972]], [[0.03704722225666046, 0.9095519185066223, 0.04935963451862335, 0.004041133914142847], [0.030964361503720284, 0.9153995513916016, 0.04946524649858475, 0.004170817323029041], [0.1225188672542572, 0.8523021936416626, 0.014062395319342613, 0.01111655030399561], [0.028158102184534073, 0.9693193435668945, 0.00025183934485539794, 0.002270719036459923]]]","[0.5538018345832825, 0.9693193435668945]","[3, 3]","[1, 1]"
