transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.520567774772644, 0.1315469890832901, 0.3229353725910187, 0.0249498188495636], [0.5418406128883362, 0.1862754374742508, 0.1611359566450119, 0.11074800789356232], [0.8980554938316345, 0.09369669109582901, 0.006691610440611839, 0.0015562413027510047], [0.6943207383155823, 0.2978808283805847, 0.0015087666688486934, 0.0062896800227463245]], [[0.31825435161590576, 0.36368173360824585, 0.22785328328609467, 0.09021052718162537], [0.23601219058036804, 0.4133467674255371, 0.19773198664188385, 0.15290911495685577], [0.7386037707328796, 0.1339292824268341, 0.04369936138391495, 0.08376763761043549], [0.3146865963935852, 0.6335006356239319, 0.0047677927650511265, 0.047044940292835236]]]","[0.8980554938316345, 0.7386037707328796]","[2, 2]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.520567774772644, 0.1315469890832901, 0.3229353725910187, 0.0249498188495636], [0.5418406128883362, 0.1862754374742508, 0.1611359566450119, 0.11074800789356232], [0.8980554938316345, 0.09369669109582901, 0.006691610440611839, 0.0015562413027510047], [0.6943207383155823, 0.2978808283805847, 0.0015087666688486934, 0.0062896800227463245]], [[0.31825435161590576, 0.36368173360824585, 0.22785328328609467, 0.09021052718162537], [0.23601219058036804, 0.4133467674255371, 0.19773198664188385, 0.15290911495685577], [0.7386037707328796, 0.1339292824268341, 0.04369936138391495, 0.08376763761043549], [0.3146865963935852, 0.6335006356239319, 0.0047677927650511265, 0.047044940292835236]]]","[0.8980554938316345, 0.7386037707328796]","[2, 2]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.520567774772644, 0.1315469890832901, 0.3229353725910187, 0.0249498188495636], [0.5418406128883362, 0.1862754374742508, 0.1611359566450119, 0.11074800789356232], [0.8980554938316345, 0.09369669109582901, 0.006691610440611839, 0.0015562413027510047], [0.6943207383155823, 0.2978808283805847, 0.0015087666688486934, 0.0062896800227463245]], [[0.31825435161590576, 0.36368173360824585, 0.22785328328609467, 0.09021052718162537], [0.23601219058036804, 0.4133467674255371, 0.19773198664188385, 0.15290911495685577], [0.7386037707328796, 0.1339292824268341, 0.04369936138391495, 0.08376763761043549], [0.3146865963935852, 0.6335006356239319, 0.0047677927650511265, 0.047044940292835236]]]","[0.8980554938316345, 0.7386037707328796]","[2, 2]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.520567774772644, 0.1315469890832901, 0.3229353725910187, 0.0249498188495636], [0.5418406128883362, 0.1862754374742508, 0.1611359566450119, 0.11074800789356232], [0.8980554938316345, 0.09369669109582901, 0.006691610440611839, 0.0015562413027510047], [0.6943207383155823, 0.2978808283805847, 0.0015087666688486934, 0.0062896800227463245]], [[0.31825435161590576, 0.36368173360824585, 0.22785328328609467, 0.09021052718162537], [0.23601219058036804, 0.4133467674255371, 0.19773198664188385, 0.15290911495685577], [0.7386037707328796, 0.1339292824268341, 0.04369936138391495, 0.08376763761043549], [0.3146865963935852, 0.6335006356239319, 0.0047677927650511265, 0.047044940292835236]]]","[0.8980554938316345, 0.7386037707328796]","[2, 2]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.26030123233795166, 0.48603639006614685, 0.1614784300327301, 0.09218394011259079], [0.18698996305465698, 0.4749974012374878, 0.05560823529958725, 0.28240451216697693], [0.5582921504974365, 0.4303992688655853, 0.004159958567470312, 0.007148653734475374], [0.23589372634887695, 0.7478039860725403, 0.000512599537614733, 0.015789693221449852]], [[0.09805775433778763, 0.8279764652252197, 0.07020415365695953, 0.0037616288755089045], [0.06726522743701935, 0.8704817295074463, 0.05635508894920349, 0.005897943861782551], [0.4141894578933716, 0.5549477338790894, 0.02450544759631157, 0.006357333157211542], [0.0628519207239151, 0.9349241852760315, 0.0009522647596895695, 0.0012716402998194098]]]","[0.7478039860725403, 0.9349241852760315]","[3, 3]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5200846195220947, 0.13176682591438293, 0.32313016057014465, 0.025018436834216118], [0.5421048402786255, 0.18675559759140015, 0.16063229739665985, 0.1105073019862175], [0.8983322978019714, 0.0934087410569191, 0.00669287471100688, 0.0015661207726225257], [0.6961902976036072, 0.29606738686561584, 0.0014976332895457745, 0.006244639400392771]], [[0.31778407096862793, 0.36390647292137146, 0.22801269590854645, 0.09029676765203476], [0.23591522872447968, 0.41383615136146545, 0.19733154773712158, 0.1529170125722885], [0.7390663027763367, 0.13355012238025665, 0.04361898824572563, 0.08376453071832657], [0.3167687654495239, 0.6311226487159729, 0.004791552200913429, 0.047317054122686386]]]","[0.8983322978019714, 0.7390663027763367]","[2, 2]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5200846195220947, 0.13176682591438293, 0.32313016057014465, 0.025018436834216118], [0.5421048402786255, 0.18675559759140015, 0.16063229739665985, 0.1105073019862175], [0.8983322978019714, 0.0934087410569191, 0.00669287471100688, 0.0015661207726225257], [0.6961902976036072, 0.29606738686561584, 0.0014976332895457745, 0.006244639400392771]], [[0.31778407096862793, 0.36390647292137146, 0.22801269590854645, 0.09029676765203476], [0.23591522872447968, 0.41383615136146545, 0.19733154773712158, 0.1529170125722885], [0.7390663027763367, 0.13355012238025665, 0.04361898824572563, 0.08376453071832657], [0.3167687654495239, 0.6311226487159729, 0.004791552200913429, 0.047317054122686386]]]","[0.8983322978019714, 0.7390663027763367]","[2, 2]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5200846195220947, 0.13176682591438293, 0.32313016057014465, 0.025018436834216118], [0.5421048402786255, 0.18675559759140015, 0.16063229739665985, 0.1105073019862175], [0.8983322978019714, 0.0934087410569191, 0.00669287471100688, 0.0015661207726225257], [0.6961902976036072, 0.29606738686561584, 0.0014976332895457745, 0.006244639400392771]], [[0.31778407096862793, 0.36390647292137146, 0.22801269590854645, 0.09029676765203476], [0.23591522872447968, 0.41383615136146545, 0.19733154773712158, 0.1529170125722885], [0.7390663027763367, 0.13355012238025665, 0.04361898824572563, 0.08376453071832657], [0.3167687654495239, 0.6311226487159729, 0.004791552200913429, 0.047317054122686386]]]","[0.8983322978019714, 0.7390663027763367]","[2, 2]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5200846195220947, 0.13176682591438293, 0.32313016057014465, 0.025018436834216118], [0.5421048402786255, 0.18675559759140015, 0.16063229739665985, 0.1105073019862175], [0.8983322978019714, 0.0934087410569191, 0.00669287471100688, 0.0015661207726225257], [0.6961902976036072, 0.29606738686561584, 0.0014976332895457745, 0.006244639400392771]], [[0.31778407096862793, 0.36390647292137146, 0.22801269590854645, 0.09029676765203476], [0.23591522872447968, 0.41383615136146545, 0.19733154773712158, 0.1529170125722885], [0.7390663027763367, 0.13355012238025665, 0.04361898824572563, 0.08376453071832657], [0.3167687654495239, 0.6311226487159729, 0.004791552200913429, 0.047317054122686386]]]","[0.8983322978019714, 0.7390663027763367]","[2, 2]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2598201632499695, 0.48640045523643494, 0.1614270657300949, 0.09235236793756485], [0.18698237836360931, 0.4759705066680908, 0.05540517345070839, 0.2816419303417206], [0.5590816736221313, 0.42955097556114197, 0.0041653430089354515, 0.007201986387372017], [0.23748695850372314, 0.7462620139122009, 0.0005108782788738608, 0.015740124508738518]], [[0.09787178039550781, 0.8281406760215759, 0.07022382318973541, 0.0037636456545442343], [0.06717783212661743, 0.8707380890846252, 0.056190986186265945, 0.005893006455153227], [0.41501203179359436, 0.5541285276412964, 0.024493614211678505, 0.00636573601514101], [0.06346336007118225, 0.9342937469482422, 0.000959968485403806, 0.0012829490005970001]]]","[0.7462620139122009, 0.9342937469482422]","[3, 3]","[1, 1]"
