transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5502804517745972, 0.11143434792757034, 0.31522828340530396, 0.023056885227560997], [0.5581884384155273, 0.13900920748710632, 0.20550821721553802, 0.09729412943124771], [0.8745641112327576, 0.11199843883514404, 0.006179198157042265, 0.007258297875523567], [0.8022570013999939, 0.18107479810714722, 0.005492670461535454, 0.0111755495890975]], [[0.17118127644062042, 0.5011347532272339, 0.23044651746749878, 0.09723746031522751], [0.141784206032753, 0.5182474255561829, 0.22743435204029083, 0.1125340387225151], [0.43159928917884827, 0.3194085955619812, 0.04780852794647217, 0.20118357241153717], [0.17034369707107544, 0.7653709053993225, 0.0006624360685236752, 0.06362304091453552]]]","[0.8745641112327576, 0.7653709053993225]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5502804517745972, 0.11143434792757034, 0.31522828340530396, 0.023056885227560997], [0.5581884384155273, 0.13900920748710632, 0.20550821721553802, 0.09729412943124771], [0.8745641112327576, 0.11199843883514404, 0.006179198157042265, 0.007258297875523567], [0.8022570013999939, 0.18107479810714722, 0.005492670461535454, 0.0111755495890975]], [[0.17118127644062042, 0.5011347532272339, 0.23044651746749878, 0.09723746031522751], [0.141784206032753, 0.5182474255561829, 0.22743435204029083, 0.1125340387225151], [0.43159928917884827, 0.3194085955619812, 0.04780852794647217, 0.20118357241153717], [0.17034369707107544, 0.7653709053993225, 0.0006624360685236752, 0.06362304091453552]]]","[0.8745641112327576, 0.7653709053993225]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5502804517745972, 0.11143434792757034, 0.31522828340530396, 0.023056885227560997], [0.5581884384155273, 0.13900920748710632, 0.20550821721553802, 0.09729412943124771], [0.8745641112327576, 0.11199843883514404, 0.006179198157042265, 0.007258297875523567], [0.8022570013999939, 0.18107479810714722, 0.005492670461535454, 0.0111755495890975]], [[0.17118127644062042, 0.5011347532272339, 0.23044651746749878, 0.09723746031522751], [0.141784206032753, 0.5182474255561829, 0.22743435204029083, 0.1125340387225151], [0.43159928917884827, 0.3194085955619812, 0.04780852794647217, 0.20118357241153717], [0.17034369707107544, 0.7653709053993225, 0.0006624360685236752, 0.06362304091453552]]]","[0.8745641112327576, 0.7653709053993225]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5502804517745972, 0.11143434792757034, 0.31522828340530396, 0.023056885227560997], [0.5581884384155273, 0.13900920748710632, 0.20550821721553802, 0.09729412943124771], [0.8745641112327576, 0.11199843883514404, 0.006179198157042265, 0.007258297875523567], [0.8022570013999939, 0.18107479810714722, 0.005492670461535454, 0.0111755495890975]], [[0.17118127644062042, 0.5011347532272339, 0.23044651746749878, 0.09723746031522751], [0.141784206032753, 0.5182474255561829, 0.22743435204029083, 0.1125340387225151], [0.43159928917884827, 0.3194085955619812, 0.04780852794647217, 0.20118357241153717], [0.17034369707107544, 0.7653709053993225, 0.0006624360685236752, 0.06362304091453552]]]","[0.8745641112327576, 0.7653709053993225]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2959654927253723, 0.44285860657691956, 0.16954390704631805, 0.09163187444210052], [0.2224075198173523, 0.4092617928981781, 0.08188376575708389, 0.2864469289779663], [0.49636492133140564, 0.46968886256217957, 0.0035070450976490974, 0.030439184978604317], [0.36003121733665466, 0.600445568561554, 0.0024649614933878183, 0.03705820441246033]], [[0.04157206043601036, 0.8992672562599182, 0.055964864790439606, 0.003195876255631447], [0.03364752605557442, 0.9087646007537842, 0.05397358909249306, 0.003614265937358141], [0.15055282413959503, 0.8232727646827698, 0.016676831990480423, 0.009497551247477531], [0.029193513095378876, 0.9692172408103943, 0.00011352831643307582, 0.0014756580349057913]]]","[0.600445568561554, 0.9692172408103943]","[3, 3]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.550147294998169, 0.11147810518741608, 0.3153016269207001, 0.02307295799255371], [0.5583046078681946, 0.13907217979431152, 0.20535416901111603, 0.09726900607347488], [0.8746246099472046, 0.11193595826625824, 0.0061783622950315475, 0.00726110627874732], [0.8030470609664917, 0.1803569793701172, 0.005470625590533018, 0.011125295422971249]], [[0.17108578979969025, 0.501218318939209, 0.23045195639133453, 0.09724397212266922], [0.14175933599472046, 0.5183082818984985, 0.22740665078163147, 0.11252575367689133], [0.4317200481891632, 0.31923627853393555, 0.04779335483908653, 0.20125029981136322], [0.17135372757911682, 0.7639865279197693, 0.0006663004751317203, 0.06399340182542801]]]","[0.8746246099472046, 0.7639865279197693]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2958330810070038, 0.44294145703315735, 0.16954851150512695, 0.09167692810297012], [0.22243238985538483, 0.40940770506858826, 0.08181450515985489, 0.28634539246559143], [0.4965066611766815, 0.4695284962654114, 0.0035073307808488607, 0.03045755997300148], [0.36118122935295105, 0.5993853211402893, 0.0024604869540780783, 0.036972999572753906]], [[0.04154353588819504, 0.8993017673492432, 0.05595899745821953, 0.0031956788152456284], [0.03363846614956856, 0.9087859988212585, 0.053961943835020065, 0.003613663138821721], [0.1506558209657669, 0.8231613039970398, 0.016678279265761375, 0.00950454268604517], [0.029412809759378433, 0.9689862728118896, 0.00011437019566074014, 0.001486582332290709]]]","[0.5993853211402893, 0.9689862728118896]","[3, 3]","[1, 1]"
