transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5418612957000732, 0.13532647490501404, 0.278287798166275, 0.044524479657411575], [0.5211125612258911, 0.13754071295261383, 0.2828545868396759, 0.05849221721291542], [0.8374548554420471, 0.14621642231941223, 0.011132421903312206, 0.005196258891373873], [0.8651712536811829, 0.1262510120868683, 0.004135960713028908, 0.004441814962774515]], [[0.15462350845336914, 0.5174998044967651, 0.25122126936912537, 0.07665534317493439], [0.1486196219921112, 0.5107905864715576, 0.2666343152523041, 0.07395549863576889], [0.24364346265792847, 0.6867378354072571, 0.0006021500448696315, 0.06901660561561584], [0.6921573877334595, 0.14674150943756104, 0.0008974945521913469, 0.16020359098911285]]]","[0.8651712536811829, 0.6921573877334595]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5418612957000732, 0.13532647490501404, 0.278287798166275, 0.044524479657411575], [0.5211125612258911, 0.13754071295261383, 0.2828545868396759, 0.05849221721291542], [0.8374548554420471, 0.14621642231941223, 0.011132421903312206, 0.005196258891373873], [0.8651712536811829, 0.1262510120868683, 0.004135960713028908, 0.004441814962774515]], [[0.15462350845336914, 0.5174998044967651, 0.25122126936912537, 0.07665534317493439], [0.1486196219921112, 0.5107905864715576, 0.2666343152523041, 0.07395549863576889], [0.24364346265792847, 0.6867378354072571, 0.0006021500448696315, 0.06901660561561584], [0.6921573877334595, 0.14674150943756104, 0.0008974945521913469, 0.16020359098911285]]]","[0.8651712536811829, 0.6921573877334595]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5418612957000732, 0.13532647490501404, 0.278287798166275, 0.044524479657411575], [0.5211125612258911, 0.13754071295261383, 0.2828545868396759, 0.05849221721291542], [0.8374548554420471, 0.14621642231941223, 0.011132421903312206, 0.005196258891373873], [0.8651712536811829, 0.1262510120868683, 0.004135960713028908, 0.004441814962774515]], [[0.15462350845336914, 0.5174998044967651, 0.25122126936912537, 0.07665534317493439], [0.1486196219921112, 0.5107905864715576, 0.2666343152523041, 0.07395549863576889], [0.24364346265792847, 0.6867378354072571, 0.0006021500448696315, 0.06901660561561584], [0.6921573877334595, 0.14674150943756104, 0.0008974945521913469, 0.16020359098911285]]]","[0.8651712536811829, 0.6921573877334595]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5418612957000732, 0.13532647490501404, 0.278287798166275, 0.044524479657411575], [0.5211125612258911, 0.13754071295261383, 0.2828545868396759, 0.05849221721291542], [0.8374548554420471, 0.14621642231941223, 0.011132421903312206, 0.005196258891373873], [0.8651712536811829, 0.1262510120868683, 0.004135960713028908, 0.004441814962774515]], [[0.15462350845336914, 0.5174998044967651, 0.25122126936912537, 0.07665534317493439], [0.1486196219921112, 0.5107905864715576, 0.2666343152523041, 0.07395549863576889], [0.24364346265792847, 0.6867378354072571, 0.0006021500448696315, 0.06901660561561584], [0.6921573877334595, 0.14674150943756104, 0.0008974945521913469, 0.16020359098911285]]]","[0.8651712536811829, 0.6921573877334595]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2521366775035858, 0.46528559923171997, 0.1294916868209839, 0.15308606624603271], [0.2313520759344101, 0.451192706823349, 0.12557555735111237, 0.19187965989112854], [0.42566922307014465, 0.5491562485694885, 0.005658491048961878, 0.0195159949362278], [0.4714820384979248, 0.5083780884742737, 0.002253924962133169, 0.0178859680891037]], [[0.03646734356880188, 0.9018363952636719, 0.05924954265356064, 0.002446707570925355], [0.03538964316248894, 0.8987354636192322, 0.0634915754199028, 0.002383315470069647], [0.04572947695851326, 0.9524044394493103, 0.00011301758058834821, 0.0017530976328998804], [0.3847419023513794, 0.6027074456214905, 0.0004988803993910551, 0.012051688507199287]]]","[0.5491562485694885, 0.9524044394493103]","[2, 2]","[1, 1]"
