iter,t,j,argmax_state,max_prob
,0,0,2,0.5093352
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,0,0.81751806
,1,1,2,1.0
,1,2,0,0.7596407
,1,3,0,0.71279263
,2,0,0,0.75837976
,2,1,0,0.7831968
,2,2,0,0.71065074
,2,3,2,1.0
,3,0,0,0.7106451
,3,1,0,0.7582422
,3,2,2,1.0
,3,3,0,0.7831944
,4,0,2,1.0
,4,1,0,0.73252726
,4,2,0,0.7813393
,4,3,0,0.75770044
,5,0,1,0.8614404
,5,1,3,1.0
,5,2,1,0.5714043
,5,3,1,0.5111851
,6,0,0,0.6861949
,6,1,0,0.8526003
,6,2,2,1.0
,6,3,0,0.7521274
,7,0,2,1.0
,7,1,1,0.5570709
,7,2,1,0.855254
,7,3,0,0.5012679
,8,0,0,0.72514504
,8,1,2,1.0
,8,2,0,0.7496995
,8,3,0,0.7523098
,9,0,2,1.0
,9,1,1,0.8561342
,9,2,1,0.5006284
,9,3,1,0.57654816
,10,0,1,0.88415855
,10,1,1,0.5174119
,10,2,1,0.50911105
,10,3,2,1.0
,11,0,2,1.0
,11,1,0,0.75394356
,11,2,0,0.6950459
,11,3,0,0.7821848
,12,0,1,0.74557436
,12,1,0,0.55553335
,12,2,2,1.0
,12,3,0,0.55621666
,13,0,2,1.0
,13,1,0,0.75329965
,13,2,0,0.75876296
,13,3,0,0.75449073
,14,0,1,0.86154443
,14,1,1,0.5723516
,14,2,3,1.0
,14,3,1,0.5115034
,15,0,0,0.68621206
,15,1,2,1.0
,15,2,0,0.8533559
,15,3,0,0.7521068
,16,0,2,1.0
,16,1,1,0.889551
,16,2,0,0.5016178
,16,3,0,0.50056475
,17,0,1,0.8571466
,17,1,2,1.0
,17,2,1,0.5700513
,17,3,1,0.5100928
,18,0,0,0.7505659
,18,1,0,0.7819762
,18,2,2,1.0
,18,3,0,0.706452
,19,0,0,0.7572654
,19,1,0,0.6971671
,19,2,0,0.78239304
,19,3,2,1.0
,20,0,0,0.5016694
,20,1,2,1.0
,20,2,0,0.5030552
,20,3,1,0.8826425
,21,0,0,0.7064469
,21,1,0,0.78188455
,21,2,0,0.75453013
,21,3,2,1.0
,22,0,2,1.0
,22,1,0,0.6997973
,22,2,0,0.7578816
,22,3,0,0.7829075
,23,0,1,0.7455791
,23,1,2,1.0
,23,2,0,0.5557055
,23,3,0,0.556295
,24,0,2,1.0
,24,1,0,0.72522926
,24,2,0,0.7544294
,24,3,0,0.754436
,25,0,1,0.88950694
,25,1,2,1.0
,25,2,0,0.50075555
,25,3,0,0.50075597
,26,0,2,1.0
,26,1,1,0.9091366
,26,2,1,0.5091414
,26,3,1,0.50913286
,27,0,0,0.7359074
,27,1,3,1.0
,27,2,0,0.7517469
,27,3,0,0.7522996
,28,0,2,1.0
,28,1,0,0.8538905
,28,2,0,0.709187
,28,3,0,0.75698423
,29,0,0,0.68425447
,29,1,0,0.75851184
,29,2,2,1.0
,29,3,0,0.7579648
,30,0,3,1.0
,30,1,0,0.70568264
,30,2,0,0.7789423
,30,3,0,0.7539043
,31,0,0,0.8535256
,31,1,2,1.0
,31,2,0,0.7095256
,31,3,0,0.7569742
,32,0,0,0.7118398
,32,1,0,0.7826981
,32,2,2,1.0
,32,3,0,0.75823
,33,0,2,1.0
,33,1,0,0.7109535
,33,2,0,0.78319854
,33,3,0,0.7582532
,34,0,0,0.7388337
,34,1,2,1.0
,34,2,0,0.7578767
,34,3,0,0.75827974
,35,0,2,1.0
,35,1,0,0.78240114
,35,2,0,0.6968364
,35,3,0,0.75737697
,36,0,1,0.90785354
,36,1,0,0.5023076
,36,2,2,1.0
,36,3,0,0.50166225
,37,0,3,1.0
,37,1,0,0.75244004
,37,2,0,0.7359352
,37,3,0,0.7524263
,38,0,0,0.8206553
,38,1,0,0.75726604
,38,2,2,1.0
,38,3,0,0.75672525
,39,0,2,1.0
,39,1,0,0.75827634
,39,2,0,0.7832404
,39,3,0,0.710669
,40,0,0,0.73884356
,40,1,0,0.7577493
,40,2,0,0.75857145
,40,3,2,1.0
,41,0,2,1.0
,41,1,0,0.71065515
,41,2,0,0.75827324
,41,3,0,0.78321964
,42,0,0,0.738827
,42,1,2,1.0
,42,2,0,0.758293
,42,3,0,0.7585757
,43,0,2,1.0
,43,1,0,0.68426096
,43,2,0,0.7580005
,43,3,0,0.75801146
,44,0,0,0.734519
,44,1,3,1.0
,44,2,0,0.7532954
,44,3,0,0.75397104
,45,0,2,1.0
,45,1,0,0.8537234
,45,2,0,0.6979669
,45,3,0,0.75663656
,46,0,1,0.7926988
,46,1,0,0.5553779
,46,2,2,1.0
,46,3,0,0.55471003
,47,0,3,1.0
,47,1,0,0.64629847
,47,2,0,0.77994114
,47,3,0,0.75211143
,48,0,0,0.82065773
,48,1,3,1.0
,48,2,0,0.75270516
,48,3,0,0.75237834
,49,0,2,1.0
,49,1,0,0.81081086
,49,2,0,0.7564798
,49,3,0,0.7564448
,50,0,1,0.90770704
,50,1,2,1.0
,50,2,0,0.5017885
,50,3,0,0.500149
,51,0,3,1.0
,51,1,0,0.7796393
,51,2,0,0.7517532
,51,3,0,0.6460347
,52,0,0,0.85394305
,52,1,0,0.7037578
,52,2,0,0.7513104
,52,3,3,1.0
,53,0,0,0.7581048
,53,1,2,1.0
,53,2,0,0.7091366
,53,3,0,0.85389084
,54,0,0,0.757977
,54,1,0,0.6842525
,54,2,2,1.0
,54,3,0,0.7585117
,55,0,0,0.7538815
,55,1,3,1.0
,55,2,0,0.7794457
,55,3,0,0.7057016
