transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5278565883636475, 0.1546151340007782, 0.27424219250679016, 0.043286047875881195], [0.4959622323513031, 0.15341559052467346, 0.29034367203712463, 0.0602785088121891], [0.8063024878501892, 0.17963117361068726, 0.011408633552491665, 0.0026577890384942293], [0.856490969657898, 0.13760927319526672, 0.004724879749119282, 0.0011748571414500475]], [[0.22123371064662933, 0.4562511444091797, 0.24421142041683197, 0.07830370217561722], [0.2019404172897339, 0.4487188756465912, 0.2767355144023895, 0.07260526716709137], [0.37311413884162903, 0.5791895389556885, 0.0006289441953413188, 0.047067414969205856], [0.8297411799430847, 0.14110705256462097, 5.0794824346667156e-05, 0.029100894927978516]]]","[0.856490969657898, 0.8297411799430847]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5278565883636475, 0.1546151340007782, 0.27424219250679016, 0.043286047875881195], [0.4959622323513031, 0.15341559052467346, 0.29034367203712463, 0.0602785088121891], [0.8063024878501892, 0.17963117361068726, 0.011408633552491665, 0.0026577890384942293], [0.856490969657898, 0.13760927319526672, 0.004724879749119282, 0.0011748571414500475]], [[0.22123371064662933, 0.4562511444091797, 0.24421142041683197, 0.07830370217561722], [0.2019404172897339, 0.4487188756465912, 0.2767355144023895, 0.07260526716709137], [0.37311413884162903, 0.5791895389556885, 0.0006289441953413188, 0.047067414969205856], [0.8297411799430847, 0.14110705256462097, 5.0794824346667156e-05, 0.029100894927978516]]]","[0.856490969657898, 0.8297411799430847]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5278565883636475, 0.1546151340007782, 0.27424219250679016, 0.043286047875881195], [0.4959622323513031, 0.15341559052467346, 0.29034367203712463, 0.0602785088121891], [0.8063024878501892, 0.17963117361068726, 0.011408633552491665, 0.0026577890384942293], [0.856490969657898, 0.13760927319526672, 0.004724879749119282, 0.0011748571414500475]], [[0.22123371064662933, 0.4562511444091797, 0.24421142041683197, 0.07830370217561722], [0.2019404172897339, 0.4487188756465912, 0.2767355144023895, 0.07260526716709137], [0.37311413884162903, 0.5791895389556885, 0.0006289441953413188, 0.047067414969205856], [0.8297411799430847, 0.14110705256462097, 5.0794824346667156e-05, 0.029100894927978516]]]","[0.856490969657898, 0.8297411799430847]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5278565883636475, 0.1546151340007782, 0.27424219250679016, 0.043286047875881195], [0.4959622323513031, 0.15341559052467346, 0.29034367203712463, 0.0602785088121891], [0.8063024878501892, 0.17963117361068726, 0.011408633552491665, 0.0026577890384942293], [0.856490969657898, 0.13760927319526672, 0.004724879749119282, 0.0011748571414500475]], [[0.22123371064662933, 0.4562511444091797, 0.24421142041683197, 0.07830370217561722], [0.2019404172897339, 0.4487188756465912, 0.2767355144023895, 0.07260526716709137], [0.37311413884162903, 0.5791895389556885, 0.0006289441953413188, 0.047067414969205856], [0.8297411799430847, 0.14110705256462097, 5.0794824346667156e-05, 0.029100894927978516]]]","[0.856490969657898, 0.8297411799430847]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.23311083018779755, 0.5045306086540222, 0.1211102306842804, 0.14124836027622223], [0.20968227088451385, 0.4792604148387909, 0.12275111675262451, 0.18830616772174835], [0.37248551845550537, 0.6131716966629028, 0.0052704173140227795, 0.009072371758520603], [0.4539625644683838, 0.5389319658279419, 0.0025043096393346786, 0.0046012019738554955]], [[0.05750352144241333, 0.8762660622596741, 0.06347592920064926, 0.0027544586919248104], [0.053084783256053925, 0.8715857863426208, 0.07274644076824188, 0.002583008026704192], [0.08007124066352844, 0.9184267520904541, 0.00013497305917553604, 0.001366992830298841], [0.4422035813331604, 0.555670440196991, 2.707064777496271e-05, 0.002098924946039915]]]","[0.6131716966629028, 0.9184267520904541]","[2, 2]","[1, 1]"
