transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.3910312056541443, 0.24315951764583588, 0.19106321036815643, 0.17474600672721863], [0.42318183183670044, 0.2924485504627228, 0.15001913905143738, 0.1343505084514618], [0.8556311726570129, 0.13800372183322906, 0.004559831228107214, 0.0018052421510219574], [0.8203628659248352, 0.17285102605819702, 0.004326369613409042, 0.002459716983139515]], [[0.2338915467262268, 0.3983190655708313, 0.21171504259109497, 0.1560743749141693], [0.24770186841487885, 0.4710609018802643, 0.15582039952278137, 0.1254168450832367], [0.6086215972900391, 0.2379647046327591, 0.0174497589468956, 0.1359640508890152], [0.550102949142456, 0.32040664553642273, 0.004306157119572163, 0.12518425285816193]]]","[0.8556311726570129, 0.6086215972900391]","[2, 2]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.3910312056541443, 0.24315951764583588, 0.19106321036815643, 0.17474600672721863], [0.42318183183670044, 0.2924485504627228, 0.15001913905143738, 0.1343505084514618], [0.8556311726570129, 0.13800372183322906, 0.004559831228107214, 0.0018052421510219574], [0.8203628659248352, 0.17285102605819702, 0.004326369613409042, 0.002459716983139515]], [[0.2338915467262268, 0.3983190655708313, 0.21171504259109497, 0.1560743749141693], [0.24770186841487885, 0.4710609018802643, 0.15582039952278137, 0.1254168450832367], [0.6086215972900391, 0.2379647046327591, 0.0174497589468956, 0.1359640508890152], [0.550102949142456, 0.32040664553642273, 0.004306157119572163, 0.12518425285816193]]]","[0.8556311726570129, 0.6086215972900391]","[2, 2]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.3910312056541443, 0.24315951764583588, 0.19106321036815643, 0.17474600672721863], [0.42318183183670044, 0.2924485504627228, 0.15001913905143738, 0.1343505084514618], [0.8556311726570129, 0.13800372183322906, 0.004559831228107214, 0.0018052421510219574], [0.8203628659248352, 0.17285102605819702, 0.004326369613409042, 0.002459716983139515]], [[0.2338915467262268, 0.3983190655708313, 0.21171504259109497, 0.1560743749141693], [0.24770186841487885, 0.4710609018802643, 0.15582039952278137, 0.1254168450832367], [0.6086215972900391, 0.2379647046327591, 0.0174497589468956, 0.1359640508890152], [0.550102949142456, 0.32040664553642273, 0.004306157119572163, 0.12518425285816193]]]","[0.8556311726570129, 0.6086215972900391]","[2, 2]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.3910312056541443, 0.24315951764583588, 0.19106321036815643, 0.17474600672721863], [0.42318183183670044, 0.2924485504627228, 0.15001913905143738, 0.1343505084514618], [0.8556311726570129, 0.13800372183322906, 0.004559831228107214, 0.0018052421510219574], [0.8203628659248352, 0.17285102605819702, 0.004326369613409042, 0.002459716983139515]], [[0.2338915467262268, 0.3983190655708313, 0.21171504259109497, 0.1560743749141693], [0.24770186841487885, 0.4710609018802643, 0.15582039952278137, 0.1254168450832367], [0.6086215972900391, 0.2379647046327591, 0.0174497589468956, 0.1359640508890152], [0.550102949142456, 0.32040664553642273, 0.004306157119572163, 0.12518425285816193]]]","[0.8556311726570129, 0.6086215972900391]","[2, 2]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.10654738545417786, 0.4895663559436798, 0.05206051841378212, 0.35182568430900574], [0.11354967206716537, 0.5798255205154419, 0.04025368019938469, 0.26637113094329834], [0.4519384205341339, 0.5386075377464294, 0.0024084709584712982, 0.007045588921755552], [0.386950820684433, 0.6024357080459595, 0.0020406730473041534, 0.00857282429933548]], [[0.06859128922224045, 0.8631265759468079, 0.0620877780020237, 0.006194368936121464], [0.06349391490221024, 0.8922135829925537, 0.03994174674153328, 0.004350806586444378], [0.2532960772514343, 0.7317835688591003, 0.007262238301336765, 0.007658011745661497], [0.18718284368515015, 0.8055870532989502, 0.0014652505051344633, 0.0057647814974188805]]]","[0.6024357080459595, 0.8922135829925537]","[3, 1]","[1, 1]"
