scenario,k_target,n_events,mean_posterior_k,std_posterior_k,min_count,max_count
mech_evidence,1,452,0.4299392904344518,0.19427677161263693,1,0
no_mech_evidence,1,3210,0.16553434038598588,0.1726875268919844,6,0
