iter,t,j,evidence_class,evidence_is_onehot
,895,1,0,True
,895,2,0,True
,895,3,2,True
,896,0,2,True
,896,1,0,True
,896,2,0,True
,896,3,0,True
,897,0,0,True
,897,1,0,True
,897,2,0,True
,897,3,0,True
,898,0,0,True
,898,1,0,True
,898,2,0,True
,898,3,0,True
,899,0,0,True
,899,1,0,True
,899,2,0,True
,899,3,0,True
,900,0,0,True
,900,1,0,True
,900,2,0,True
,900,3,0,True
,901,0,0,True
,901,1,0,True
,901,2,0,True
,901,3,0,True
,902,0,0,True
,902,1,0,True
,902,2,0,True
,902,3,0,True
,903,0,0,True
,903,1,0,True
,903,2,0,True
,903,3,0,True
,904,0,0,True
,904,1,0,True
,904,2,0,True
,904,3,0,True
,905,0,0,True
,905,1,0,True
,905,2,0,True
,905,3,0,True
,906,0,0,True
,906,1,0,True
,906,2,0,True
,906,3,0,True
,907,0,0,True
,907,1,0,True
,907,2,0,True
,907,3,0,True
,908,0,0,True
,908,1,0,True
,908,2,0,True
,908,3,0,True
,909,0,0,True
,909,1,0,True
,909,2,0,True
,909,3,3,True
,910,0,0,True
,910,1,0,True
,910,2,0,True
,910,3,0,True
,911,0,0,True
,911,1,0,True
,911,2,0,True
,911,3,0,True
,912,0,0,True
,912,1,0,True
,912,2,0,True
,912,3,0,True
,913,0,0,True
,913,1,0,True
,913,2,0,True
,913,3,0,True
,914,0,0,True
,914,1,0,True
,914,2,0,True
,914,3,0,True
,915,0,0,True
,915,1,0,True
,915,2,0,True
,915,3,0,True
,916,0,0,True
,916,1,0,True
,916,2,0,True
,916,3,0,True
,917,0,2,True
,917,1,0,True
,917,2,0,True
,917,3,0,True
,918,0,0,True
,918,1,0,True
,918,2,0,True
,918,3,0,True
,919,0,0,True
,919,1,0,True
,919,2,0,True
,919,3,0,True
,920,0,0,True
,920,1,0,True
,920,2,0,True
,920,3,0,True
,921,0,0,True
,921,1,0,True
,921,2,0,True
,921,3,0,True
,922,0,0,True
,922,1,0,True
,922,2,0,True
,922,3,0,True
,923,0,0,True
,923,1,0,True
,923,2,0,True
,923,3,0,True
,924,0,2,True
,924,1,0,True
,924,2,0,True
,924,3,0,True
,925,0,0,True
,925,1,0,True
,925,2,0,True
,925,3,2,True
,926,0,0,True
,926,1,0,True
,926,2,2,True
,926,3,0,True
,927,0,0,True
,927,1,0,True
,927,2,0,True
,927,3,0,True
,928,0,0,True
,928,1,0,True
,928,2,0,True
,928,3,0,True
,929,0,0,True
,929,1,0,True
,929,2,0,True
,929,3,2,True
,930,0,0,True
,930,1,0,True
,930,2,2,True
,930,3,0,True
,931,0,0,True
,931,1,0,True
,931,2,0,True
,931,3,0,True
,932,0,0,True
,932,1,0,True
,932,2,0,True
,932,3,2,True
,933,0,0,True
,933,1,0,True
,933,2,0,True
,933,3,0,True
,934,0,0,True
,934,1,0,True
,934,2,0,True
,934,3,0,True
,935,0,0,True
,935,1,0,True
,935,2,0,True
,935,3,0,True
,936,0,0,True
,936,1,0,True
,936,2,2,True
,936,3,0,True
,937,0,0,True
,937,1,0,True
,937,2,0,True
,937,3,0,True
,938,0,0,True
,938,1,0,True
,938,2,0,True
,938,3,0,True
,939,0,0,True
,939,1,0,True
,939,2,0,True
,939,3,0,True
,940,0,0,True
,940,1,0,True
,940,2,0,True
,940,3,0,True
,941,0,0,True
,941,1,0,True
,941,2,3,True
,941,3,0,True
,942,0,0,True
,942,1,0,True
,942,2,0,True
,942,3,0,True
,943,0,0,True
,943,1,0,True
,943,2,0,True
,943,3,0,True
,944,0,0,True
,944,1,0,True
,944,2,0,True
,944,3,0,True
,945,0,0,True
,945,1,0,True
,945,2,0,True
,945,3,0,True
,946,0,0,True
,946,1,0,True
,946,2,0,True
,946,3,0,True
,947,0,0,True
,947,1,0,True
,947,2,0,True
,947,3,0,True
,948,0,0,True
,948,1,0,True
,948,2,0,True
,948,3,0,True
,949,0,0,True
,949,1,0,True
,949,2,0,True
,949,3,0,True
,950,0,0,True
,950,1,0,True
,950,2,0,True
,950,3,0,True
,951,0,5,True
,951,1,0,True
,951,2,0,True
,951,3,0,True
,952,0,0,True
,952,1,0,True
,952,2,0,True
,952,3,0,True
,953,0,0,True
,953,1,0,True
,953,2,0,True
,953,3,0,True
,954,0,0,True
,954,1,0,True
,954,2,0,True
,954,3,0,True
,955,0,0,True
,955,1,0,True
,955,2,0,True
,955,3,0,True
,956,0,0,True
,956,1,0,True
,956,2,0,True
,956,3,0,True
,957,0,0,True
,957,1,0,True
,957,2,0,True
,957,3,0,True
,958,0,0,True
,958,1,0,True
,958,2,0,True
,958,3,3,True
,959,0,0,True
,959,1,0,True
,959,2,0,True
,959,3,0,True
,960,0,0,True
,960,1,0,True
,960,2,0,True
,960,3,0,True
,961,0,0,True
,961,1,0,True
,961,2,0,True
,961,3,0,True
,962,0,0,True
,962,1,0,True
,962,2,0,True
,962,3,0,True
,963,0,0,True
,963,1,0,True
,963,2,0,True
,963,3,0,True
,964,0,0,True
,964,1,0,True
,964,2,0,True
,964,3,0,True
,965,0,0,True
,965,1,0,True
,965,2,0,True
,965,3,0,True
,966,0,0,True
,966,1,0,True
,966,2,0,True
,966,3,0,True
,967,0,0,True
,967,1,0,True
,967,2,0,True
,967,3,0,True
,968,0,0,True
,968,1,0,True
,968,2,0,True
,968,3,0,True
,969,0,0,True
,969,1,0,True
,969,2,0,True
,969,3,0,True
,970,0,0,True
,970,1,0,True
,970,2,0,True
,970,3,0,True
,971,0,0,True
,971,1,0,True
,971,2,0,True
,971,3,0,True
,972,0,0,True
,972,1,0,True
,972,2,0,True
,972,3,0,True
,973,0,0,True
,973,1,0,True
,973,2,0,True
,973,3,0,True
,974,0,0,True
,974,1,0,True
,974,2,0,True
,974,3,0,True
,975,0,0,True
,975,1,0,True
,975,2,0,True
,975,3,0,True
,976,0,0,True
,976,1,0,True
,976,2,0,True
,976,3,0,True
,977,0,0,True
,977,1,0,True
,977,2,0,True
,977,3,0,True
,978,0,0,True
,978,1,0,True
,978,2,0,True
,978,3,0,True
,979,0,0,True
,979,1,0,True
,979,2,0,True
,979,3,0,True
,980,0,0,True
,980,1,0,True
,980,2,0,True
,980,3,0,True
,981,0,0,True
,981,1,0,True
,981,2,0,True
,981,3,0,True
,982,0,0,True
,982,1,0,True
,982,2,0,True
,982,3,0,True
,983,0,0,True
,983,1,0,True
,983,2,0,True
,983,3,0,True
,984,0,0,True
,984,1,0,True
,984,2,0,True
,984,3,0,True
,985,0,0,True
,985,1,0,True
,985,2,0,True
,985,3,0,True
,986,0,0,True
,986,1,0,True
,986,2,0,True
,986,3,0,True
,987,0,0,True
,987,1,0,True
,987,2,0,True
,987,3,0,True
,988,0,0,True
,988,1,0,True
,988,2,0,True
,988,3,0,True
,989,0,0,True
,989,1,0,True
,989,2,0,True
,989,3,0,True
,990,0,0,True
,990,1,0,True
,990,2,0,True
,990,3,0,True
,991,0,0,True
,991,1,0,True
,991,2,0,True
,991,3,0,True
,992,0,0,True
,992,1,0,True
,992,2,0,True
,992,3,0,True
,993,0,0,True
,993,1,0,True
,993,2,0,True
,993,3,0,True
,994,0,0,True
,994,1,0,True
,994,2,0,True
,994,3,0,True
,995,0,0,True
,995,1,0,True
,995,2,0,True
,995,3,0,True
,996,0,0,True
,996,1,0,True
,996,2,0,True
,996,3,0,True
,997,0,0,True
,997,1,0,True
,997,2,0,True
,997,3,0,True
,998,0,0,True
,998,1,0,True
,998,2,0,True
,998,3,0,True
,999,0,0,True
,999,1,0,True
,999,2,0,True
,999,3,3,True
,1000,0,0,True
,1000,1,0,True
,1000,2,0,True
,1000,3,0,True
,1001,0,0,True
,1001,1,0,True
,1001,2,0,True
,1001,3,0,True
,1002,0,0,True
,1002,1,0,True
,1002,2,0,True
,1002,3,0,True
,1003,0,0,True
,1003,1,0,True
,1003,2,0,True
,1003,3,0,True
,1004,0,0,True
,1004,1,0,True
,1004,2,0,True
,1004,3,0,True
,1005,0,0,True
,1005,1,0,True
,1005,2,0,True
,1005,3,0,True
,1006,0,0,True
,1006,1,0,True
,1006,2,0,True
,1006,3,0,True
,1007,0,0,True
,1007,1,0,True
,1007,2,0,True
,1007,3,0,True
,1008,0,0,True
,1008,1,0,True
,1008,2,2,True
,1008,3,0,True
,1009,0,0,True
,1009,1,0,True
,1009,2,0,True
,1009,3,0,True
,1010,0,0,True
,1010,1,0,True
,1010,2,0,True
,1010,3,0,True
,1011,0,0,True
,1011,1,0,True
,1011,2,0,True
,1011,3,0,True
,1012,0,0,True
,1012,1,0,True
,1012,2,0,True
,1012,3,0,True
,1013,0,0,True
,1013,1,0,True
,1013,2,0,True
,1013,3,0,True
,1014,0,0,True
,1014,1,0,True
,1014,2,0,True
,1014,3,0,True
,1015,0,0,True
,1015,1,0,True
,1015,2,0,True
,1015,3,0,True
,1016,0,0,True
,1016,1,0,True
,1016,2,0,True
,1016,3,0,True
,1017,0,0,True
,1017,1,0,True
,1017,2,0,True
,1017,3,0,True
,1018,0,0,True
,1018,1,0,True
,1018,2,0,True
,1018,3,0,True
,1019,0,0,True
,1019,1,0,True
,1019,2,0,True
,1019,3,0,True
,1020,0,0,True
,1020,1,0,True
,1020,2,0,True
,1020,3,0,True
,1021,0,0,True
,1021,1,0,True
,1021,2,0,True
,1021,3,0,True
,1022,0,0,True
,1022,1,0,True
,1022,2,0,True
,1022,3,0,True
,1023,0,0,True
,1023,1,0,True
,1023,2,0,True
,1023,3,0,True
,1024,0,0,True
,1024,1,0,True
,1024,2,0,True
,1024,3,0,True
,1025,0,0,True
,1025,1,0,True
,1025,2,0,True
,1025,3,0,True
,1026,0,0,True
,1026,1,0,True
,1026,2,0,True
,1026,3,0,True
,1027,0,0,True
,1027,1,0,True
,1027,2,0,True
,1027,3,0,True
,1028,0,0,True
,1028,1,0,True
,1028,2,0,True
,1028,3,0,True
,1029,0,0,True
,1029,1,0,True
,1029,2,0,True
,1029,3,0,True
,1030,0,0,True
,1030,1,0,True
,1030,2,0,True
,1030,3,0,True
,1031,0,0,True
,1031,1,0,True
,1031,2,3,True
,1031,3,0,True
,1032,0,0,True
,1032,1,0,True
,1032,2,0,True
,1032,3,0,True
,1033,0,0,True
,1033,1,0,True
,1033,2,0,True
,1033,3,0,True
,1034,0,0,True
,1034,1,0,True
,1034,2,0,True
,1034,3,2,True
,1035,0,0,True
,1035,1,0,True
,1035,2,0,True
,1035,3,0,True
,1036,0,0,True
,1036,1,0,True
,1036,2,0,True
,1036,3,0,True
,1037,0,0,True
,1037,1,0,True
,1037,2,0,True
,1037,3,0,True
,1038,0,0,True
,1038,1,0,True
,1038,2,0,True
,1038,3,0,True
,1039,0,0,True
,1039,1,0,True
,1039,2,0,True
,1039,3,0,True
,1040,0,0,True
,1040,1,0,True
,1040,2,0,True
,1040,3,0,True
,1041,0,0,True
,1041,1,0,True
,1041,2,2,True
,1041,3,0,True
,1042,0,0,True
,1042,1,0,True
,1042,2,0,True
,1042,3,0,True
,1043,0,0,True
,1043,1,0,True
,1043,2,0,True
,1043,3,0,True
,1044,0,0,True
,1044,1,0,True
,1044,2,0,True
,1044,3,0,True
,1045,0,0,True
,1045,1,0,True
,1045,2,0,True
,1045,3,0,True
,1046,0,0,True
,1046,1,0,True
,1046,2,0,True
,1046,3,0,True
,1047,0,0,True
,1047,1,0,True
,1047,2,0,True
,1047,3,0,True
,1048,0,0,True
,1048,1,0,True
,1048,2,0,True
,1048,3,0,True
,1049,0,0,True
,1049,1,0,True
,1049,2,0,True
,1049,3,0,True
,1050,0,0,True
,1050,1,0,True
,1050,2,2,True
,1050,3,0,True
,1051,0,2,True
,1051,1,0,True
,1051,2,0,True
,1051,3,0,True
,1052,0,0,True
,1052,1,0,True
,1052,2,0,True
,1052,3,0,True
,1053,0,0,True
,1053,1,0,True
,1053,2,0,True
,1053,3,0,True
,1054,0,0,True
,1054,1,0,True
,1054,2,0,True
,1054,3,0,True
,1055,0,0,True
,1055,1,0,True
,1055,2,0,True
,1055,3,0,True
,1056,0,0,True
,1056,1,0,True
,1056,2,0,True
,1056,3,0,True
,1057,0,0,True
,1057,1,0,True
,1057,2,0,True
,1057,3,0,True
,1058,0,0,True
,1058,1,0,True
,1058,2,0,True
,1058,3,0,True
,1059,0,0,True
,1059,1,0,True
,1059,2,0,True
,1059,3,0,True
,1060,0,0,True
,1060,1,0,True
,1060,2,0,True
,1060,3,0,True
,1061,0,0,True
,1061,1,0,True
,1061,2,0,True
,1061,3,0,True
,1062,0,0,True
,1062,1,0,True
,1062,2,0,True
,1062,3,0,True
,1063,0,0,True
,1063,1,0,True
,1063,2,0,True
,1063,3,0,True
,1064,0,0,True
,1064,1,0,True
,1064,2,0,True
,1064,3,0,True
,1065,0,0,True
,1065,1,0,True
,1065,2,0,True
,1065,3,0,True
,1066,0,0,True
,1066,1,0,True
,1066,2,0,True
,1066,3,0,True
,1067,0,0,True
,1067,1,0,True
,1067,2,0,True
,1067,3,0,True
,1068,0,0,True
,1068,1,0,True
,1068,2,0,True
,1068,3,0,True
,1069,0,0,True
,1069,1,0,True
,1069,2,0,True
,1069,3,0,True
,1070,0,0,True
,1070,1,0,True
,1070,2,0,True
,1070,3,0,True
,1071,0,0,True
,1071,1,0,True
,1071,2,0,True
,1071,3,0,True
,1072,0,0,True
,1072,1,0,True
,1072,2,0,True
,1072,3,0,True
,1073,0,0,True
,1073,1,0,True
,1073,2,0,True
,1073,3,0,True
,1074,0,0,True
,1074,1,0,True
,1074,2,0,True
,1074,3,0,True
,1075,0,0,True
,1075,1,0,True
,1075,2,0,True
,1075,3,0,True
,1076,0,0,True
,1076,1,0,True
,1076,2,0,True
,1076,3,0,True
,1077,0,0,True
,1077,1,0,True
,1077,2,0,True
,1077,3,0,True
,1078,0,0,True
,1078,1,0,True
,1078,2,0,True
,1078,3,0,True
,1079,0,0,True
,1079,1,0,True
,1079,2,0,True
,1079,3,0,True
,1080,0,0,True
,1080,1,0,True
,1080,2,0,True
,1080,3,0,True
,1081,0,0,True
,1081,1,0,True
,1081,2,2,True
,1081,3,0,True
,1082,0,0,True
,1082,1,0,True
,1082,2,0,True
,1082,3,0,True
,1083,0,0,True
,1083,1,0,True
,1083,2,0,True
,1083,3,0,True
,1084,0,0,True
,1084,1,0,True
,1084,2,0,True
,1084,3,0,True
,1085,0,0,True
,1085,1,0,True
,1085,2,0,True
,1085,3,0,True
,1086,0,0,True
,1086,1,0,True
,1086,2,0,True
,1086,3,0,True
,1087,0,0,True
,1087,1,0,True
,1087,2,0,True
,1087,3,0,True
,1088,0,0,True
,1088,1,0,True
,1088,2,0,True
,1088,3,0,True
,1089,0,0,True
,1089,1,0,True
,1089,2,0,True
,1089,3,0,True
,1090,0,0,True
,1090,1,0,True
,1090,2,0,True
,1090,3,0,True
,1091,0,0,True
,1091,1,0,True
,1091,2,0,True
,1091,3,0,True
,1092,0,0,True
,1092,1,0,True
,1092,2,0,True
,1092,3,0,True
,1093,0,0,True
,1093,1,0,True
,1093,2,0,True
,1093,3,0,True
,1094,0,0,True
,1094,1,0,True
,1094,2,0,True
,1094,3,0,True
,1095,0,0,True
,1095,1,0,True
,1095,2,0,True
,1095,3,0,True
,1096,0,0,True
,1096,1,0,True
,1096,2,0,True
,1096,3,0,True
,1097,0,0,True
,1097,1,0,True
,1097,2,0,True
,1097,3,0,True
,1098,0,0,True
,1098,1,0,True
,1098,2,0,True
,1098,3,0,True
,1099,0,0,True
,1099,1,0,True
,1099,2,0,True
,1099,3,0,True
,1100,0,0,True
,1100,1,0,True
,1100,2,0,True
,1100,3,0,True
,1101,0,0,True
,1101,1,0,True
,1101,2,0,True
,1101,3,0,True
,1102,0,0,True
,1102,1,0,True
,1102,2,0,True
,1102,3,0,True
,1103,0,0,True
,1103,1,0,True
,1103,2,0,True
,1103,3,0,True
,1104,0,0,True
,1104,1,0,True
,1104,2,0,True
,1104,3,0,True
,1105,0,0,True
,1105,1,0,True
,1105,2,0,True
,1105,3,0,True
,1106,0,0,True
,1106,1,0,True
,1106,2,0,True
,1106,3,0,True
,1107,0,0,True
,1107,1,0,True
,1107,2,0,True
,1107,3,0,True
,1108,0,0,True
,1108,1,0,True
,1108,2,0,True
,1108,3,0,True
,1109,0,0,True
,1109,1,0,True
,1109,2,0,True
,1109,3,0,True
,1110,0,0,True
,1110,1,0,True
,1110,2,0,True
,1110,3,0,True
,1111,0,0,True
,1111,1,0,True
,1111,2,0,True
,1111,3,0,True
,1112,0,0,True
,1112,1,0,True
,1112,2,0,True
,1112,3,0,True
,1113,0,0,True
,1113,1,0,True
,1113,2,0,True
,1113,3,0,True
,1114,0,0,True
,1114,1,0,True
,1114,2,0,True
,1114,3,0,True
,1115,0,0,True
,1115,1,0,True
,1115,2,0,True
,1115,3,0,True
,1116,0,0,True
,1116,1,0,True
,1116,2,0,True
,1116,3,0,True
,1117,0,0,True
,1117,1,0,True
,1117,2,0,True
,1117,3,0,True
,1118,0,0,True
,1118,1,0,True
,1118,2,0,True
,1118,3,0,True
,1119,0,0,True
,1119,1,0,True
,1119,2,0,True
,1119,3,0,True
,1120,0,0,True
,1120,1,0,True
,1120,2,0,True
,1120,3,0,True
,1121,0,0,True
,1121,1,0,True
,1121,2,0,True
,1121,3,0,True
,1122,0,0,True
,1122,1,0,True
,1122,2,0,True
,1122,3,0,True
,1123,0,0,True
,1123,1,0,True
,1123,2,0,True
,1123,3,0,True
,1124,0,0,True
,1124,1,0,True
,1124,2,0,True
,1124,3,0,True
,1125,0,0,True
,1125,1,0,True
,1125,2,0,True
,1125,3,0,True
,1126,0,2,True
,1126,1,0,True
,1126,2,0,True
,1126,3,0,True
,1127,0,0,True
,1127,1,0,True
,1127,2,0,True
,1127,3,0,True
,1128,0,0,True
,1128,1,0,True
,1128,2,0,True
,1128,3,0,True
,1129,0,0,True
,1129,1,0,True
,1129,2,0,True
,1129,3,0,True
,1130,0,2,True
,1130,1,0,True
,1130,2,0,True
,1130,3,0,True
,1131,0,0,True
,1131,1,0,True
,1131,2,0,True
,1131,3,0,True
,1132,0,0,True
,1132,1,0,True
,1132,2,0,True
,1132,3,0,True
,1133,0,0,True
,1133,1,0,True
,1133,2,0,True
,1133,3,0,True
,1134,0,2,True
,1134,1,0,True
,1134,2,0,True
,1134,3,0,True
,1135,0,0,True
,1135,1,0,True
,1135,2,0,True
,1135,3,0,True
,1136,0,0,True
,1136,1,0,True
,1136,2,0,True
,1136,3,0,True
,1137,0,0,True
,1137,1,0,True
,1137,2,0,True
,1137,3,0,True
,1138,0,0,True
,1138,1,0,True
,1138,2,0,True
,1138,3,0,True
,1139,0,0,True
,1139,1,0,True
,1139,2,0,True
,1139,3,0,True
,1140,0,0,True
,1140,1,0,True
,1140,2,0,True
,1140,3,0,True
,1141,0,0,True
,1141,1,0,True
,1141,2,0,True
,1141,3,0,True
,1142,0,0,True
,1142,1,0,True
,1142,2,0,True
,1142,3,0,True
,1143,0,0,True
,1143,1,0,True
,1143,2,0,True
,1143,3,0,True
,1144,0,0,True
,1144,1,0,True
,1144,2,0,True
,1144,3,0,True
,1145,0,0,True
,1145,1,0,True
,1145,2,0,True
,1145,3,0,True
,1146,0,0,True
,1146,1,0,True
,1146,2,0,True
,1146,3,0,True
,1147,0,0,True
,1147,1,0,True
,1147,2,0,True
,1147,3,0,True
,1148,0,0,True
,1148,1,0,True
,1148,2,0,True
,1148,3,0,True
,1149,0,0,True
,1149,1,0,True
,1149,2,0,True
,1149,3,0,True
,1150,0,0,True
,1150,1,0,True
,1150,2,0,True
,1150,3,0,True
,1151,0,0,True
,1151,1,0,True
,1151,2,0,True
,1151,3,0,True
,1152,0,0,True
,1152,1,0,True
,1152,2,0,True
,1152,3,0,True
,1153,0,0,True
,1153,1,0,True
,1153,2,0,True
,1153,3,0,True
,1154,0,0,True
,1154,1,0,True
,1154,2,0,True
,1154,3,0,True
,1155,0,0,True
,1155,1,0,True
,1155,2,0,True
,1155,3,0,True
,1156,0,0,True
,1156,1,0,True
,1156,2,0,True
,1156,3,0,True
,1157,0,0,True
,1157,1,0,True
,1157,2,0,True
,1157,3,0,True
,1158,0,0,True
,1158,1,0,True
,1158,2,0,True
,1158,3,0,True
,1159,0,0,True
,1159,1,0,True
,1159,2,0,True
,1159,3,0,True
,1160,0,0,True
,1160,1,0,True
,1160,2,0,True
,1160,3,0,True
,1161,0,0,True
,1161,1,0,True
,1161,2,0,True
,1161,3,0,True
,1162,0,0,True
,1162,1,0,True
,1162,2,0,True
,1162,3,0,True
,1163,0,0,True
,1163,1,0,True
,1163,2,0,True
,1163,3,0,True
,1164,0,0,True
,1164,1,0,True
,1164,2,0,True
,1164,3,0,True
,1165,0,0,True
,1165,1,0,True
,1165,2,0,True
,1165,3,0,True
,1166,0,0,True
,1166,1,0,True
,1166,2,0,True
,1166,3,0,True
,1167,0,0,True
,1167,1,0,True
,1167,2,0,True
,1167,3,0,True
,1168,0,0,True
,1168,1,0,True
,1168,2,0,True
,1168,3,0,True
,1169,0,0,True
,1169,1,0,True
,1169,2,0,True
,1169,3,0,True
,1170,0,0,True
,1170,1,0,True
,1170,2,0,True
,1170,3,0,True
,1171,0,0,True
,1171,1,0,True
,1171,2,0,True
,1171,3,0,True
,1172,0,0,True
,1172,1,0,True
,1172,2,0,True
,1172,3,0,True
,1173,0,0,True
,1173,1,0,True
,1173,2,0,True
,1173,3,0,True
,1174,0,0,True
,1174,1,0,True
,1174,2,0,True
,1174,3,0,True
,1175,0,0,True
,1175,1,0,True
,1175,2,0,True
,1175,3,0,True
,1176,0,0,True
,1176,1,0,True
,1176,2,0,True
,1176,3,0,True
,1177,0,0,True
,1177,1,0,True
,1177,2,0,True
,1177,3,0,True
,1178,0,0,True
,1178,1,0,True
,1178,2,0,True
,1178,3,0,True
,1179,0,0,True
,1179,1,0,True
,1179,2,0,True
,1179,3,0,True
,1180,0,0,True
,1180,1,0,True
,1180,2,0,True
,1180,3,0,True
,1181,0,0,True
,1181,1,0,True
,1181,2,0,True
,1181,3,0,True
,1182,0,0,True
,1182,1,0,True
,1182,2,0,True
,1182,3,0,True
,1183,0,0,True
,1183,1,0,True
,1183,2,0,True
,1183,3,0,True
,1184,0,0,True
,1184,1,0,True
,1184,2,0,True
,1184,3,0,True
,1185,0,0,True
,1185,1,0,True
,1185,2,0,True
,1185,3,0,True
,1186,0,0,True
,1186,1,0,True
,1186,2,0,True
,1186,3,0,True
,1187,0,0,True
,1187,1,0,True
,1187,2,0,True
,1187,3,0,True
,1188,0,0,True
,1188,1,0,True
,1188,2,0,True
,1188,3,0,True
,1189,0,0,True
,1189,1,0,True
,1189,2,0,True
,1189,3,0,True
,1190,0,0,True
,1190,1,0,True
,1190,2,0,True
,1190,3,0,True
,1191,0,0,True
,1191,1,0,True
,1191,2,0,True
,1191,3,0,True
,1192,0,0,True
,1192,1,0,True
,1192,2,0,True
,1192,3,0,True
,1193,0,0,True
,1193,1,0,True
,1193,2,0,True
,1193,3,0,True
,1194,0,0,True
,1194,1,0,True
,1194,2,0,True
,1194,3,0,True
,1195,0,0,True
,1195,1,0,True
,1195,2,0,True
,1195,3,0,True
,1196,0,0,True
,1196,1,0,True
,1196,2,0,True
,1196,3,0,True
,1197,0,0,True
,1197,1,0,True
,1197,2,0,True
,1197,3,0,True
,1198,0,0,True
,1198,1,0,True
,1198,2,0,True
,1198,3,0,True
,1199,0,0,True
,1199,1,0,True
,1199,2,0,True
,1199,3,0,True
,1200,0,0,True
,1200,1,0,True
,1200,2,0,True
,1200,3,0,True
,1201,0,0,True
,1201,1,0,True
,1201,2,0,True
,1201,3,0,True
,1202,0,0,True
,1202,1,0,True
,1202,2,0,True
,1202,3,0,True
,1203,0,0,True
,1203,1,0,True
,1203,2,0,True
,1203,3,0,True
,1204,0,0,True
,1204,1,0,True
,1204,2,0,True
,1204,3,0,True
,1205,0,0,True
,1205,1,0,True
,1205,2,0,True
,1205,3,0,True
,1206,0,0,True
,1206,1,0,True
,1206,2,0,True
,1206,3,0,True
,1207,0,0,True
,1207,1,0,True
,1207,2,0,True
,1207,3,0,True
,1208,0,0,True
,1208,1,0,True
,1208,2,0,True
,1208,3,0,True
,1209,0,0,True
,1209,1,0,True
,1209,2,0,True
,1209,3,0,True
,1210,0,0,True
,1210,1,0,True
,1210,2,0,True
,1210,3,0,True
,1211,0,0,True
,1211,1,0,True
,1211,2,0,True
,1211,3,0,True
,1212,0,0,True
,1212,1,0,True
,1212,2,0,True
,1212,3,0,True
,1213,0,0,True
,1213,1,0,True
,1213,2,0,True
,1213,3,0,True
,1214,0,0,True
,1214,1,0,True
,1214,2,0,True
,1214,3,0,True
,1215,0,0,True
,1215,1,0,True
,1215,2,0,True
,1215,3,0,True
,1216,0,0,True
,1216,1,0,True
,1216,2,0,True
,1216,3,0,True
,1217,0,0,True
,1217,1,0,True
,1217,2,0,True
,1217,3,0,True
,1218,0,0,True
,1218,1,0,True
,1218,2,0,True
,1218,3,0,True
,1219,0,0,True
,1219,1,0,True
,1219,2,0,True
,1219,3,0,True
,1220,0,0,True
,1220,1,0,True
,1220,2,0,True
,1220,3,0,True
,1221,0,0,True
,1221,1,0,True
,1221,2,0,True
,1221,3,0,True
,1222,0,0,True
,1222,1,0,True
,1222,2,0,True
,1222,3,0,True
,1223,0,0,True
,1223,1,0,True
,1223,2,0,True
,1223,3,0,True
,1224,0,0,True
,1224,1,0,True
,1224,2,0,True
,1224,3,0,True
,1225,0,0,True
,1225,1,0,True
,1225,2,0,True
,1225,3,0,True
,1226,0,0,True
,1226,1,0,True
,1226,2,0,True
,1226,3,0,True
,1227,0,0,True
,1227,1,0,True
,1227,2,0,True
,1227,3,0,True
,1228,0,0,True
,1228,1,0,True
,1228,2,0,True
,1228,3,0,True
,1229,0,0,True
,1229,1,0,True
,1229,2,0,True
,1229,3,0,True
,1230,0,0,True
,1230,1,0,True
,1230,2,0,True
,1230,3,0,True
,1231,0,0,True
,1231,1,0,True
,1231,2,0,True
,1231,3,0,True
,1232,0,0,True
,1232,1,0,True
,1232,2,0,True
,1232,3,0,True
,1233,0,0,True
,1233,1,0,True
,1233,2,0,True
,1233,3,0,True
,1234,0,0,True
,1234,1,0,True
,1234,2,0,True
,1234,3,0,True
,1235,0,0,True
,1235,1,0,True
,1235,2,0,True
,1235,3,0,True
,1236,0,0,True
,1236,1,0,True
,1236,2,0,True
,1236,3,0,True
,1237,0,0,True
,1237,1,0,True
,1237,2,0,True
,1237,3,0,True
,1238,0,0,True
,1238,1,0,True
,1238,2,0,True
,1238,3,0,True
,1239,0,0,True
,1239,1,0,True
,1239,2,0,True
,1239,3,0,True
,1240,0,0,True
,1240,1,0,True
,1240,2,0,True
,1240,3,1,True
,1241,0,0,True
,1241,1,0,True
,1241,2,0,True
,1241,3,0,True
,1242,0,0,True
,1242,1,0,True
,1242,2,0,True
,1242,3,0,True
,1243,0,0,True
,1243,1,0,True
,1243,2,0,True
,1243,3,0,True
,1244,0,0,True
,1244,1,0,True
,1244,2,0,True
,1244,3,0,True
,1245,0,0,True
,1245,1,0,True
,1245,2,3,True
,1245,3,0,True
,1246,0,0,True
,1246,1,0,True
,1246,2,0,True
,1246,3,0,True
,1247,0,0,True
,1247,1,0,True
,1247,2,0,True
,1247,3,0,True
,1248,0,0,True
,1248,1,0,True
,1248,2,0,True
,1248,3,0,True
,1249,0,0,True
,1249,1,0,True
,1249,2,0,True
,1249,3,0,True
,1250,0,0,True
,1250,1,0,True
,1250,2,0,True
,1250,3,0,True
,1251,0,0,True
,1251,1,0,True
,1251,2,0,True
,1251,3,0,True
,1252,0,0,True
,1252,1,0,True
,1252,2,0,True
,1252,3,0,True
,1253,0,0,True
,1253,1,0,True
,1253,2,0,True
,1253,3,0,True
,1254,0,0,True
,1254,1,0,True
,1254,2,0,True
,1254,3,0,True
