iter,t,j,evidence_class,evidence_is_onehot
,1783,2,0,True
,1783,3,0,True
,1784,0,0,True
,1784,1,0,True
,1784,2,0,True
,1784,3,0,True
,1785,0,0,True
,1785,1,0,True
,1785,2,0,True
,1785,3,5,True
,1786,0,0,True
,1786,1,0,True
,1786,2,0,True
,1786,3,0,True
,1787,0,0,True
,1787,1,0,True
,1787,2,0,True
,1787,3,5,True
,1788,0,0,True
,1788,1,0,True
,1788,2,3,True
,1788,3,0,True
,1789,0,0,True
,1789,1,0,True
,1789,2,0,True
,1789,3,3,True
,1790,0,0,True
,1790,1,0,True
,1790,2,0,True
,1790,3,0,True
,1791,0,0,True
,1791,1,0,True
,1791,2,0,True
,1791,3,3,True
,1792,0,0,True
,1792,1,0,True
,1792,2,3,True
,1792,3,0,True
,1793,0,0,True
,1793,1,0,True
,1793,2,0,True
,1793,3,5,True
,1794,0,0,True
,1794,1,0,True
,1794,2,0,True
,1794,3,0,True
,1795,0,0,True
,1795,1,0,True
,1795,2,0,True
,1795,3,5,True
,1796,0,0,True
,1796,1,0,True
,1796,2,0,True
,1796,3,0,True
,1797,0,0,True
,1797,1,0,True
,1797,2,0,True
,1797,3,0,True
,1798,0,0,True
,1798,1,0,True
,1798,2,0,True
,1798,3,0,True
,1799,0,0,True
,1799,1,0,True
,1799,2,0,True
,1799,3,0,True
,1800,0,0,True
,1800,1,0,True
,1800,2,0,True
,1800,3,0,True
,1801,0,0,True
,1801,1,0,True
,1801,2,0,True
,1801,3,0,True
,1802,0,0,True
,1802,1,0,True
,1802,2,0,True
,1802,3,0,True
,1803,0,0,True
,1803,1,0,True
,1803,2,0,True
,1803,3,0,True
,1804,0,0,True
,1804,1,0,True
,1804,2,0,True
,1804,3,0,True
,1805,0,0,True
,1805,1,0,True
,1805,2,0,True
,1805,3,0,True
,1806,0,0,True
,1806,1,0,True
,1806,2,0,True
,1806,3,0,True
,1807,0,0,True
,1807,1,0,True
,1807,2,0,True
,1807,3,0,True
,1808,0,0,True
,1808,1,0,True
,1808,2,0,True
,1808,3,0,True
,1809,0,0,True
,1809,1,0,True
,1809,2,0,True
,1809,3,0,True
,1810,0,0,True
,1810,1,0,True
,1810,2,0,True
,1810,3,0,True
,1811,0,0,True
,1811,1,0,True
,1811,2,0,True
,1811,3,0,True
,1812,0,0,True
,1812,1,0,True
,1812,2,0,True
,1812,3,0,True
,1813,0,0,True
,1813,1,0,True
,1813,2,0,True
,1813,3,0,True
,1814,0,0,True
,1814,1,0,True
,1814,2,0,True
,1814,3,0,True
,1815,0,0,True
,1815,1,0,True
,1815,2,0,True
,1815,3,0,True
,1816,0,0,True
,1816,1,0,True
,1816,2,0,True
,1816,3,0,True
,1817,0,0,True
,1817,1,0,True
,1817,2,0,True
,1817,3,0,True
,1818,0,0,True
,1818,1,0,True
,1818,2,0,True
,1818,3,0,True
,1819,0,0,True
,1819,1,0,True
,1819,2,0,True
,1819,3,0,True
,1820,0,0,True
,1820,1,0,True
,1820,2,0,True
,1820,3,0,True
,1821,0,0,True
,1821,1,0,True
,1821,2,0,True
,1821,3,0,True
,1822,0,0,True
,1822,1,0,True
,1822,2,0,True
,1822,3,0,True
,1823,0,0,True
,1823,1,0,True
,1823,2,0,True
,1823,3,0,True
,1824,0,0,True
,1824,1,0,True
,1824,2,0,True
,1824,3,0,True
,1825,0,0,True
,1825,1,0,True
,1825,2,0,True
,1825,3,0,True
,1826,0,0,True
,1826,1,0,True
,1826,2,0,True
,1826,3,0,True
,1827,0,0,True
,1827,1,0,True
,1827,2,0,True
,1827,3,0,True
,1828,0,0,True
,1828,1,0,True
,1828,2,0,True
,1828,3,0,True
,1829,0,0,True
,1829,1,0,True
,1829,2,0,True
,1829,3,0,True
,1830,0,0,True
,1830,1,0,True
,1830,2,0,True
,1830,3,0,True
,1831,0,0,True
,1831,1,0,True
,1831,2,0,True
,1831,3,0,True
,1832,0,0,True
,1832,1,0,True
,1832,2,0,True
,1832,3,0,True
,1833,0,0,True
,1833,1,0,True
,1833,2,0,True
,1833,3,0,True
,1834,0,0,True
,1834,1,0,True
,1834,2,0,True
,1834,3,0,True
,1835,0,0,True
,1835,1,0,True
,1835,2,0,True
,1835,3,0,True
,1836,0,0,True
,1836,1,0,True
,1836,2,0,True
,1836,3,0,True
,1837,0,0,True
,1837,1,0,True
,1837,2,0,True
,1837,3,0,True
,1838,0,0,True
,1838,1,0,True
,1838,2,0,True
,1838,3,0,True
,1839,0,0,True
,1839,1,0,True
,1839,2,0,True
,1839,3,0,True
,1840,0,0,True
,1840,1,0,True
,1840,2,0,True
,1840,3,0,True
,1841,0,0,True
,1841,1,0,True
,1841,2,0,True
,1841,3,0,True
,1842,0,0,True
,1842,1,0,True
,1842,2,0,True
,1842,3,0,True
,1843,0,0,True
,1843,1,0,True
,1843,2,0,True
,1843,3,0,True
,1844,0,0,True
,1844,1,0,True
,1844,2,0,True
,1844,3,0,True
,1845,0,0,True
,1845,1,0,True
,1845,2,0,True
,1845,3,0,True
,1846,0,0,True
,1846,1,0,True
,1846,2,0,True
,1846,3,0,True
,1847,0,0,True
,1847,1,0,True
,1847,2,0,True
,1847,3,0,True
,1848,0,0,True
,1848,1,0,True
,1848,2,0,True
,1848,3,0,True
,1849,0,0,True
,1849,1,0,True
,1849,2,0,True
,1849,3,0,True
,1850,0,0,True
,1850,1,0,True
,1850,2,0,True
,1850,3,0,True
,1851,0,0,True
,1851,1,0,True
,1851,2,0,True
,1851,3,0,True
,1852,0,0,True
,1852,1,0,True
,1852,2,0,True
,1852,3,0,True
,1853,0,0,True
,1853,1,0,True
,1853,2,0,True
,1853,3,0,True
,1854,0,0,True
,1854,1,0,True
,1854,2,0,True
,1854,3,0,True
,1855,0,0,True
,1855,1,0,True
,1855,2,0,True
,1855,3,0,True
,1856,0,0,True
,1856,1,0,True
,1856,2,0,True
,1856,3,0,True
,1857,0,0,True
,1857,1,0,True
,1857,2,0,True
,1857,3,0,True
,1858,0,0,True
,1858,1,0,True
,1858,2,0,True
,1858,3,0,True
,1859,0,0,True
,1859,1,0,True
,1859,2,0,True
,1859,3,0,True
,1860,0,0,True
,1860,1,0,True
,1860,2,0,True
,1860,3,0,True
,1861,0,0,True
,1861,1,0,True
,1861,2,0,True
,1861,3,0,True
,1862,0,0,True
,1862,1,0,True
,1862,2,0,True
,1862,3,0,True
,1863,0,0,True
,1863,1,0,True
,1863,2,0,True
,1863,3,0,True
,1864,0,0,True
,1864,1,0,True
,1864,2,0,True
,1864,3,0,True
,1865,0,0,True
,1865,1,0,True
,1865,2,0,True
,1865,3,0,True
,1866,0,0,True
,1866,1,0,True
,1866,2,0,True
,1866,3,0,True
,1867,0,0,True
,1867,1,0,True
,1867,2,0,True
,1867,3,0,True
,1868,0,0,True
,1868,1,0,True
,1868,2,0,True
,1868,3,0,True
,1869,0,0,True
,1869,1,0,True
,1869,2,0,True
,1869,3,0,True
,1870,0,0,True
,1870,1,0,True
,1870,2,0,True
,1870,3,0,True
,1871,0,0,True
,1871,1,0,True
,1871,2,0,True
,1871,3,0,True
,1872,0,0,True
,1872,1,0,True
,1872,2,0,True
,1872,3,0,True
,1873,0,0,True
,1873,1,0,True
,1873,2,0,True
,1873,3,0,True
,1874,0,0,True
,1874,1,0,True
,1874,2,0,True
,1874,3,0,True
,1875,0,0,True
,1875,1,0,True
,1875,2,0,True
,1875,3,0,True
,1876,0,0,True
,1876,1,0,True
,1876,2,0,True
,1876,3,0,True
,1877,0,0,True
,1877,1,0,True
,1877,2,0,True
,1877,3,0,True
,1878,0,0,True
,1878,1,0,True
,1878,2,0,True
,1878,3,0,True
,1879,0,0,True
,1879,1,0,True
,1879,2,0,True
,1879,3,0,True
,1880,0,0,True
,1880,1,0,True
,1880,2,0,True
,1880,3,0,True
,1881,0,0,True
,1881,1,0,True
,1881,2,0,True
,1881,3,0,True
,1882,0,0,True
,1882,1,0,True
,1882,2,0,True
,1882,3,0,True
,1883,0,0,True
,1883,1,0,True
,1883,2,0,True
,1883,3,0,True
,1884,0,0,True
,1884,1,0,True
,1884,2,0,True
,1884,3,0,True
,1885,0,0,True
,1885,1,0,True
,1885,2,0,True
,1885,3,0,True
,1886,0,0,True
,1886,1,0,True
,1886,2,0,True
,1886,3,0,True
,1887,0,0,True
,1887,1,0,True
,1887,2,0,True
,1887,3,0,True
,1888,0,0,True
,1888,1,0,True
,1888,2,0,True
,1888,3,0,True
,1889,0,0,True
,1889,1,0,True
,1889,2,0,True
,1889,3,0,True
,1890,0,0,True
,1890,1,0,True
,1890,2,0,True
,1890,3,0,True
,1891,0,0,True
,1891,1,0,True
,1891,2,0,True
,1891,3,0,True
,1892,0,0,True
,1892,1,0,True
,1892,2,0,True
,1892,3,0,True
,1893,0,0,True
,1893,1,0,True
,1893,2,0,True
,1893,3,0,True
,1894,0,0,True
,1894,1,0,True
,1894,2,0,True
,1894,3,0,True
,1895,0,0,True
,1895,1,0,True
,1895,2,0,True
,1895,3,0,True
,1896,0,0,True
,1896,1,0,True
,1896,2,0,True
,1896,3,0,True
,1897,0,0,True
,1897,1,0,True
,1897,2,0,True
,1897,3,0,True
,1898,0,0,True
,1898,1,0,True
,1898,2,0,True
,1898,3,0,True
,1899,0,0,True
,1899,1,0,True
,1899,2,0,True
,1899,3,0,True
,1900,0,0,True
,1900,1,0,True
,1900,2,0,True
,1900,3,0,True
,1901,0,0,True
,1901,1,0,True
,1901,2,0,True
,1901,3,0,True
,1902,0,0,True
,1902,1,0,True
,1902,2,0,True
,1902,3,0,True
,1903,0,0,True
,1903,1,0,True
,1903,2,0,True
,1903,3,0,True
,1904,0,0,True
,1904,1,0,True
,1904,2,0,True
,1904,3,0,True
,1905,0,0,True
,1905,1,0,True
,1905,2,0,True
,1905,3,0,True
,1906,0,0,True
,1906,1,0,True
,1906,2,0,True
,1906,3,0,True
,1907,0,0,True
,1907,1,0,True
,1907,2,0,True
,1907,3,0,True
,1908,0,0,True
,1908,1,0,True
,1908,2,0,True
,1908,3,0,True
,1909,0,0,True
,1909,1,0,True
,1909,2,0,True
,1909,3,0,True
,1910,0,0,True
,1910,1,0,True
,1910,2,0,True
,1910,3,0,True
,1911,0,0,True
,1911,1,0,True
,1911,2,0,True
,1911,3,0,True
,1912,0,0,True
,1912,1,0,True
,1912,2,0,True
,1912,3,0,True
,1913,0,0,True
,1913,1,0,True
,1913,2,0,True
,1913,3,0,True
,1914,0,0,True
,1914,1,0,True
,1914,2,0,True
,1914,3,0,True
,1915,0,0,True
,1915,1,0,True
,1915,2,0,True
,1915,3,0,True
,1916,0,0,True
,1916,1,0,True
,1916,2,0,True
,1916,3,0,True
,1917,0,0,True
,1917,1,0,True
,1917,2,0,True
,1917,3,0,True
,1918,0,0,True
,1918,1,0,True
,1918,2,0,True
,1918,3,0,True
,1919,0,0,True
,1919,1,0,True
,1919,2,0,True
,1919,3,0,True
,1920,0,0,True
,1920,1,0,True
,1920,2,0,True
,1920,3,0,True
,1921,0,0,True
,1921,1,0,True
,1921,2,0,True
,1921,3,0,True
,1922,0,0,True
,1922,1,0,True
,1922,2,0,True
,1922,3,0,True
,1923,0,0,True
,1923,1,0,True
,1923,2,0,True
,1923,3,0,True
,1924,0,0,True
,1924,1,0,True
,1924,2,0,True
,1924,3,0,True
,1925,0,0,True
,1925,1,0,True
,1925,2,0,True
,1925,3,0,True
,1926,0,0,True
,1926,1,0,True
,1926,2,0,True
,1926,3,0,True
,1927,0,0,True
,1927,1,0,True
,1927,2,0,True
,1927,3,0,True
,1928,0,0,True
,1928,1,0,True
,1928,2,0,True
,1928,3,0,True
,1929,0,0,True
,1929,1,0,True
,1929,2,0,True
,1929,3,0,True
,1930,0,0,True
,1930,1,0,True
,1930,2,0,True
,1930,3,0,True
,1931,0,0,True
,1931,1,0,True
,1931,2,0,True
,1931,3,0,True
,1932,0,0,True
,1932,1,0,True
,1932,2,0,True
,1932,3,0,True
,1933,0,0,True
,1933,1,0,True
,1933,2,0,True
,1933,3,0,True
,1934,0,0,True
,1934,1,0,True
,1934,2,0,True
,1934,3,0,True
,1935,0,0,True
,1935,1,0,True
,1935,2,0,True
,1935,3,0,True
,1936,0,0,True
,1936,1,0,True
,1936,2,0,True
,1936,3,0,True
,1937,0,0,True
,1937,1,0,True
,1937,2,0,True
,1937,3,0,True
,1938,0,0,True
,1938,1,0,True
,1938,2,0,True
,1938,3,0,True
,1939,0,0,True
,1939,1,0,True
,1939,2,0,True
,1939,3,0,True
,1940,0,0,True
,1940,1,0,True
,1940,2,0,True
,1940,3,0,True
,1941,0,0,True
,1941,1,0,True
,1941,2,0,True
,1941,3,0,True
,1942,0,0,True
,1942,1,0,True
,1942,2,0,True
,1942,3,0,True
,1943,0,0,True
,1943,1,0,True
,1943,2,0,True
,1943,3,0,True
,1944,0,0,True
,1944,1,0,True
,1944,2,0,True
,1944,3,0,True
,1945,0,0,True
,1945,1,0,True
,1945,2,0,True
,1945,3,0,True
,1946,0,0,True
,1946,1,0,True
,1946,2,0,True
,1946,3,0,True
,1947,0,0,True
,1947,1,0,True
,1947,2,0,True
,1947,3,0,True
,1948,0,0,True
,1948,1,0,True
,1948,2,0,True
,1948,3,0,True
,1949,0,0,True
,1949,1,0,True
,1949,2,0,True
,1949,3,0,True
,1950,0,0,True
,1950,1,0,True
,1950,2,0,True
,1950,3,0,True
,1951,0,0,True
,1951,1,0,True
,1951,2,0,True
,1951,3,0,True
,1952,0,0,True
,1952,1,0,True
,1952,2,0,True
,1952,3,0,True
,1953,0,0,True
,1953,1,0,True
,1953,2,0,True
,1953,3,0,True
,1954,0,0,True
,1954,1,0,True
,1954,2,0,True
,1954,3,0,True
,1955,0,0,True
,1955,1,0,True
,1955,2,0,True
,1955,3,0,True
,1956,0,0,True
,1956,1,0,True
,1956,2,0,True
,1956,3,0,True
,1957,0,0,True
,1957,1,0,True
,1957,2,0,True
,1957,3,0,True
,1958,0,0,True
,1958,1,0,True
,1958,2,0,True
,1958,3,0,True
,1959,0,0,True
,1959,1,0,True
,1959,2,0,True
,1959,3,0,True
,1960,0,0,True
,1960,1,0,True
,1960,2,0,True
,1960,3,0,True
,1961,0,0,True
,1961,1,0,True
,1961,2,0,True
,1961,3,0,True
,1962,0,0,True
,1962,1,0,True
,1962,2,0,True
,1962,3,0,True
,1963,0,0,True
,1963,1,0,True
,1963,2,0,True
,1963,3,0,True
,1964,0,0,True
,1964,1,0,True
,1964,2,0,True
,1964,3,0,True
,1965,0,0,True
,1965,1,0,True
,1965,2,0,True
,1965,3,0,True
,1966,0,0,True
,1966,1,0,True
,1966,2,0,True
,1966,3,0,True
,1967,0,0,True
,1967,1,0,True
,1967,2,0,True
,1967,3,0,True
,1968,0,0,True
,1968,1,0,True
,1968,2,0,True
,1968,3,0,True
,1969,0,0,True
,1969,1,0,True
,1969,2,0,True
,1969,3,0,True
,1970,0,0,True
,1970,1,0,True
,1970,2,0,True
,1970,3,0,True
,1971,0,0,True
,1971,1,0,True
,1971,2,0,True
,1971,3,0,True
,1972,0,0,True
,1972,1,0,True
,1972,2,0,True
,1972,3,0,True
,1973,0,0,True
,1973,1,0,True
,1973,2,0,True
,1973,3,0,True
,1974,0,0,True
,1974,1,0,True
,1974,2,0,True
,1974,3,0,True
,1975,0,0,True
,1975,1,0,True
,1975,2,0,True
,1975,3,0,True
,1976,0,0,True
,1976,1,0,True
,1976,2,0,True
,1976,3,0,True
,1977,0,0,True
,1977,1,0,True
,1977,2,0,True
,1977,3,0,True
,1978,0,0,True
,1978,1,0,True
,1978,2,0,True
,1978,3,0,True
,1979,0,0,True
,1979,1,0,True
,1979,2,0,True
,1979,3,0,True
,1980,0,0,True
,1980,1,0,True
,1980,2,0,True
,1980,3,0,True
,1981,0,0,True
,1981,1,0,True
,1981,2,0,True
,1981,3,0,True
,1982,0,0,True
,1982,1,0,True
,1982,2,0,True
,1982,3,0,True
,1983,0,0,True
,1983,1,0,True
,1983,2,0,True
,1983,3,0,True
,1984,0,0,True
,1984,1,0,True
,1984,2,0,True
,1984,3,0,True
,1985,0,0,True
,1985,1,0,True
,1985,2,0,True
,1985,3,0,True
,1986,0,0,True
,1986,1,0,True
,1986,2,0,True
,1986,3,0,True
,1987,0,0,True
,1987,1,0,True
,1987,2,0,True
,1987,3,0,True
,1988,0,0,True
,1988,1,0,True
,1988,2,0,True
,1988,3,0,True
,1989,0,0,True
,1989,1,0,True
,1989,2,0,True
,1989,3,0,True
,1990,0,0,True
,1990,1,0,True
,1990,2,0,True
,1990,3,0,True
,1991,0,0,True
,1991,1,0,True
,1991,2,0,True
,1991,3,0,True
,1992,0,0,True
,1992,1,0,True
,1992,2,0,True
,1992,3,0,True
,1993,0,0,True
,1993,1,0,True
,1993,2,0,True
,1993,3,0,True
,1994,0,0,True
,1994,1,0,True
,1994,2,0,True
,1994,3,0,True
,1995,0,0,True
,1995,1,0,True
,1995,2,0,True
,1995,3,0,True
,1996,0,0,True
,1996,1,0,True
,1996,2,0,True
,1996,3,0,True
,1997,0,0,True
,1997,1,0,True
,1997,2,0,True
,1997,3,0,True
,1998,0,0,True
,1998,1,0,True
,1998,2,0,True
,1998,3,0,True
,1999,0,0,True
,1999,1,0,True
,1999,2,0,True
,1999,3,0,True
,2000,0,0,True
,2000,1,0,True
,2000,2,0,True
,2000,3,0,True
,2001,0,0,True
,2001,1,0,True
,2001,2,0,True
,2001,3,0,True
,2002,0,0,True
,2002,1,0,True
,2002,2,0,True
,2002,3,0,True
,2003,0,0,True
,2003,1,0,True
,2003,2,0,True
,2003,3,0,True
,2004,0,0,True
,2004,1,0,True
,2004,2,0,True
,2004,3,0,True
,2005,0,0,True
,2005,1,0,True
,2005,2,0,True
,2005,3,0,True
,2006,0,0,True
,2006,1,0,True
,2006,2,0,True
,2006,3,0,True
,2007,0,0,True
,2007,1,0,True
,2007,2,0,True
,2007,3,6,True
,2008,0,0,True
,2008,1,0,True
,2008,2,0,True
,2008,3,0,True
,2009,0,0,True
,2009,1,0,True
,2009,2,0,True
,2009,3,3,True
,2010,0,0,True
,2010,1,0,True
,2010,2,0,True
,2010,3,0,True
,2011,0,0,True
,2011,1,0,True
,2011,2,0,True
,2011,3,0,True
,2012,0,0,True
,2012,1,0,True
,2012,2,0,True
,2012,3,0,True
,2013,0,0,True
,2013,1,0,True
,2013,2,0,True
,2013,3,4,True
,2014,0,0,True
,2014,1,0,True
,2014,2,0,True
,2014,3,0,True
,2015,0,0,True
,2015,1,0,True
,2015,2,0,True
,2015,3,3,True
,2016,0,0,True
,2016,1,0,True
,2016,2,0,True
,2016,3,0,True
,2017,0,0,True
,2017,1,0,True
,2017,2,0,True
,2017,3,0,True
,2018,0,0,True
,2018,1,0,True
,2018,2,0,True
,2018,3,0,True
,2019,0,0,True
,2019,1,0,True
,2019,2,0,True
,2019,3,0,True
,2020,0,0,True
,2020,1,0,True
,2020,2,0,True
,2020,3,0,True
,2021,0,0,True
,2021,1,0,True
,2021,2,0,True
,2021,3,0,True
,2022,0,0,True
,2022,1,0,True
,2022,2,0,True
,2022,3,0,True
,2023,0,0,True
,2023,1,0,True
,2023,2,0,True
,2023,3,0,True
,2024,0,0,True
,2024,1,0,True
,2024,2,0,True
,2024,3,0,True
,2025,0,0,True
,2025,1,0,True
,2025,2,0,True
,2025,3,0,True
,2026,0,0,True
,2026,1,0,True
,2026,2,0,True
,2026,3,0,True
,2027,0,0,True
,2027,1,0,True
,2027,2,0,True
,2027,3,0,True
,2028,0,0,True
,2028,1,0,True
,2028,2,0,True
,2028,3,0,True
,2029,0,0,True
,2029,1,0,True
,2029,2,0,True
,2029,3,0,True
,2030,0,0,True
,2030,1,0,True
,2030,2,0,True
,2030,3,0,True
,2031,0,0,True
,2031,1,0,True
,2031,2,0,True
,2031,3,0,True
,2032,0,0,True
,2032,1,0,True
,2032,2,0,True
,2032,3,0,True
,2033,0,0,True
,2033,1,0,True
,2033,2,0,True
,2033,3,0,True
,2034,0,0,True
,2034,1,0,True
,2034,2,0,True
,2034,3,0,True
,2035,0,0,True
,2035,1,0,True
,2035,2,0,True
,2035,3,0,True
,2036,0,0,True
,2036,1,0,True
,2036,2,0,True
,2036,3,0,True
,2037,0,0,True
,2037,1,0,True
,2037,2,0,True
,2037,3,0,True
,2038,0,0,True
,2038,1,0,True
,2038,2,0,True
,2038,3,0,True
,2039,0,0,True
,2039,1,0,True
,2039,2,0,True
,2039,3,0,True
,2040,0,0,True
,2040,1,0,True
,2040,2,0,True
,2040,3,0,True
,2041,0,0,True
,2041,1,0,True
,2041,2,0,True
,2041,3,6,True
,2042,0,0,True
,2042,1,0,True
,2042,2,0,True
,2042,3,0,True
,2043,0,0,True
,2043,1,0,True
,2043,2,0,True
,2043,3,0,True
,2044,0,0,True
,2044,1,0,True
,2044,2,0,True
,2044,3,0,True
,2045,0,0,True
,2045,1,0,True
,2045,2,0,True
,2045,3,0,True
,2046,0,0,True
,2046,1,0,True
,2046,2,0,True
,2046,3,0,True
,2047,0,0,True
,2047,1,0,True
,2047,2,0,True
,2047,3,0,True
,2048,0,0,True
,2048,1,0,True
,2048,2,0,True
,2048,3,0,True
,2049,0,0,True
,2049,1,0,True
,2049,2,0,True
,2049,3,0,True
,2050,0,0,True
,2050,1,0,True
,2050,2,0,True
,2050,3,0,True
,2051,0,0,True
,2051,1,0,True
,2051,2,0,True
,2051,3,0,True
,2052,0,0,True
,2052,1,0,True
,2052,2,0,True
,2052,3,0,True
,2053,0,0,True
,2053,1,0,True
,2053,2,0,True
,2053,3,0,True
,2054,0,0,True
,2054,1,0,True
,2054,2,0,True
,2054,3,0,True
,2055,0,0,True
,2055,1,0,True
,2055,2,0,True
,2055,3,0,True
,2056,0,0,True
,2056,1,0,True
,2056,2,0,True
,2056,3,0,True
,2057,0,0,True
,2057,1,0,True
,2057,2,0,True
,2057,3,0,True
,2058,0,0,True
,2058,1,0,True
,2058,2,0,True
,2058,3,0,True
,2059,0,0,True
,2059,1,0,True
,2059,2,0,True
,2059,3,0,True
,2060,0,0,True
,2060,1,0,True
,2060,2,0,True
,2060,3,0,True
,2061,0,0,True
,2061,1,0,True
,2061,2,0,True
,2061,3,0,True
,2062,0,0,True
,2062,1,0,True
,2062,2,0,True
,2062,3,0,True
,2063,0,0,True
,2063,1,0,True
,2063,2,0,True
,2063,3,0,True
,2064,0,0,True
,2064,1,0,True
,2064,2,0,True
,2064,3,0,True
,2065,0,0,True
,2065,1,0,True
,2065,2,2,True
,2065,3,0,True
,2066,0,0,True
,2066,1,0,True
,2066,2,0,True
,2066,3,0,True
,2067,0,0,True
,2067,1,0,True
,2067,2,0,True
,2067,3,0,True
,2068,0,0,True
,2068,1,0,True
,2068,2,0,True
,2068,3,2,True
,2069,0,0,True
,2069,1,0,True
,2069,2,5,True
,2069,3,0,True
,2070,0,0,True
,2070,1,0,True
,2070,2,0,True
,2070,3,5,True
,2071,0,0,True
,2071,1,0,True
,2071,2,0,True
,2071,3,0,True
,2072,0,0,True
,2072,1,0,True
,2072,2,0,True
,2072,3,0,True
,2073,0,0,True
,2073,1,0,True
,2073,2,0,True
,2073,3,0,True
,2074,0,0,True
,2074,1,0,True
,2074,2,0,True
,2074,3,0,True
,2075,0,0,True
,2075,1,0,True
,2075,2,0,True
,2075,3,0,True
,2076,0,0,True
,2076,1,0,True
,2076,2,0,True
,2076,3,0,True
,2077,0,0,True
,2077,1,0,True
,2077,2,0,True
,2077,3,0,True
,2078,0,0,True
,2078,1,0,True
,2078,2,0,True
,2078,3,0,True
,2079,0,0,True
,2079,1,0,True
,2079,2,0,True
,2079,3,0,True
,2080,0,0,True
,2080,1,0,True
,2080,2,0,True
,2080,3,0,True
,2081,0,0,True
,2081,1,0,True
,2081,2,0,True
,2081,3,0,True
,2082,0,0,True
,2082,1,0,True
,2082,2,0,True
,2082,3,0,True
,2083,0,0,True
,2083,1,0,True
,2083,2,0,True
,2083,3,0,True
,2084,0,0,True
,2084,1,0,True
,2084,2,0,True
,2084,3,0,True
,2085,0,0,True
,2085,1,0,True
,2085,2,0,True
,2085,3,0,True
,2086,0,0,True
,2086,1,0,True
,2086,2,0,True
,2086,3,0,True
,2087,0,0,True
,2087,1,0,True
,2087,2,0,True
,2087,3,0,True
,2088,0,0,True
,2088,1,0,True
,2088,2,0,True
,2088,3,0,True
,2089,0,0,True
,2089,1,0,True
,2089,2,0,True
,2089,3,0,True
,2090,0,0,True
,2090,1,0,True
,2090,2,0,True
,2090,3,0,True
,2091,0,0,True
,2091,1,0,True
,2091,2,0,True
,2091,3,0,True
,2092,0,0,True
,2092,1,0,True
,2092,2,0,True
,2092,3,0,True
,2093,0,0,True
,2093,1,0,True
,2093,2,0,True
,2093,3,0,True
,2094,0,0,True
,2094,1,0,True
,2094,2,0,True
,2094,3,0,True
,2095,0,0,True
,2095,1,0,True
,2095,2,0,True
,2095,3,0,True
,2096,0,0,True
,2096,1,0,True
,2096,2,0,True
,2096,3,0,True
,2097,0,0,True
,2097,1,0,True
,2097,2,0,True
,2097,3,0,True
,2098,0,0,True
,2098,1,0,True
,2098,2,0,True
,2098,3,0,True
,2099,0,0,True
,2099,1,0,True
,2099,2,0,True
,2099,3,0,True
,2100,0,0,True
,2100,1,0,True
,2100,2,0,True
,2100,3,0,True
,2101,0,0,True
,2101,1,0,True
,2101,2,0,True
,2101,3,0,True
,2102,0,0,True
,2102,1,0,True
,2102,2,0,True
,2102,3,0,True
,2103,0,0,True
,2103,1,0,True
,2103,2,0,True
,2103,3,0,True
,2104,0,0,True
,2104,1,0,True
,2104,2,0,True
,2104,3,0,True
,2105,0,0,True
,2105,1,0,True
,2105,2,0,True
,2105,3,0,True
,2106,0,0,True
,2106,1,0,True
,2106,2,0,True
,2106,3,0,True
,2107,0,0,True
,2107,1,0,True
,2107,2,0,True
,2107,3,0,True
,2108,0,0,True
,2108,1,0,True
,2108,2,0,True
,2108,3,0,True
,2109,0,0,True
,2109,1,0,True
,2109,2,0,True
,2109,3,0,True
,2110,0,0,True
,2110,1,0,True
,2110,2,0,True
,2110,3,0,True
,2111,0,0,True
,2111,1,0,True
,2111,2,0,True
,2111,3,0,True
,2112,0,0,True
,2112,1,0,True
,2112,2,0,True
,2112,3,0,True
,2113,0,0,True
,2113,1,0,True
,2113,2,0,True
,2113,3,0,True
,2114,0,0,True
,2114,1,0,True
,2114,2,0,True
,2114,3,0,True
,2115,0,0,True
,2115,1,0,True
,2115,2,0,True
,2115,3,0,True
,2116,0,0,True
,2116,1,0,True
,2116,2,0,True
,2116,3,4,True
,2117,0,0,True
,2117,1,0,True
,2117,2,0,True
,2117,3,0,True
,2118,0,0,True
,2118,1,0,True
,2118,2,0,True
,2118,3,0,True
,2119,0,0,True
,2119,1,0,True
,2119,2,0,True
,2119,3,0,True
,2120,0,0,True
,2120,1,0,True
,2120,2,0,True
,2120,3,0,True
,2121,0,0,True
,2121,1,0,True
,2121,2,0,True
,2121,3,0,True
,2122,0,0,True
,2122,1,0,True
,2122,2,0,True
,2122,3,0,True
,2123,0,0,True
,2123,1,0,True
,2123,2,0,True
,2123,3,0,True
,2124,0,0,True
,2124,1,0,True
,2124,2,0,True
,2124,3,0,True
,2125,0,0,True
,2125,1,0,True
,2125,2,0,True
,2125,3,0,True
,2126,0,0,True
,2126,1,0,True
,2126,2,0,True
,2126,3,0,True
,2127,0,0,True
,2127,1,0,True
,2127,2,0,True
,2127,3,0,True
,2128,0,0,True
,2128,1,0,True
,2128,2,0,True
,2128,3,0,True
,2129,0,0,True
,2129,1,0,True
,2129,2,0,True
,2129,3,0,True
,2130,0,0,True
,2130,1,0,True
,2130,2,0,True
,2130,3,0,True
,2131,0,0,True
,2131,1,0,True
,2131,2,0,True
,2131,3,0,True
,2132,0,0,True
,2132,1,0,True
,2132,2,0,True
