transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2631227672100067, 0.44302502274513245, 0.13327300548553467, 0.1605791300535202], [0.2445901334285736, 0.43305379152297974, 0.12938737869262695, 0.1929687261581421], [0.41994625329971313, 0.5000893473625183, 0.010694645345211029, 0.06926973909139633], [0.45198455452919006, 0.47175994515419006, 0.010017773136496544, 0.06623769551515579]], [[0.028893228620290756, 0.9266294836997986, 0.039417292922735214, 0.005060025956481695], [0.028953269124031067, 0.9249045848846436, 0.04090066999197006, 0.00524144247174263], [0.03558481112122536, 0.9590254426002502, 0.0007806348148733377, 0.004609080497175455], [0.21898791193962097, 0.7488741278648376, 0.0038995437789708376, 0.028238441795110703]]]","[0.5000893473625183, 0.9590254426002502]","[2, 2]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5503685474395752, 0.12541066110134125, 0.27876436710357666, 0.0454564206302166], [0.5332241058349609, 0.12776848673820496, 0.2820737957954407, 0.05693361908197403], [0.8271620869636536, 0.1333077996969223, 0.021065091714262962, 0.018465090543031693], [0.8451273441314697, 0.11937972903251648, 0.0187313761562109, 0.016761571168899536]], [[0.12502208352088928, 0.5426350235939026, 0.1705600917339325, 0.16178275644779205], [0.12386135011911392, 0.5354835391044617, 0.17497201263904572, 0.16568304598331451], [0.17773550748825073, 0.6482621431350708, 0.0038990373723208904, 0.17010332643985748], [0.4109423756599426, 0.19018693268299103, 0.00731769809499383, 0.39155298471450806]]]","[0.8451273441314697, 0.6482621431350708]","[3, 2]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2631227672100067, 0.44302502274513245, 0.13327300548553467, 0.1605791300535202], [0.2445901334285736, 0.43305379152297974, 0.12938737869262695, 0.1929687261581421], [0.41994625329971313, 0.5000893473625183, 0.010694645345211029, 0.06926973909139633], [0.45198455452919006, 0.47175994515419006, 0.010017773136496544, 0.06623769551515579]], [[0.028893228620290756, 0.9266294836997986, 0.039417292922735214, 0.005060025956481695], [0.028953269124031067, 0.9249045848846436, 0.04090066999197006, 0.00524144247174263], [0.03558481112122536, 0.9590254426002502, 0.0007806348148733377, 0.004609080497175455], [0.21898791193962097, 0.7488741278648376, 0.0038995437789708376, 0.028238441795110703]]]","[0.5000893473625183, 0.9590254426002502]","[2, 2]","[1, 1]"
