transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2722106873989105, 0.42559677362442017, 0.13860072195529938, 0.16359184682369232], [0.25899311900138855, 0.42512866854667664, 0.13968238234519958, 0.17619581520557404], [0.3705645799636841, 0.42659440636634827, 0.05412448197603226, 0.1487165242433548], [0.39647677540779114, 0.4078695476055145, 0.05219432711601257, 0.14345940947532654]], [[0.02461039274930954, 0.9417006373405457, 0.02518548257648945, 0.008503435179591179], [0.025216277688741684, 0.9401008486747742, 0.025932932272553444, 0.00874999724328518], [0.03250104561448097, 0.9522911310195923, 0.00415410241112113, 0.011053714901208878], [0.09409023821353912, 0.8630661964416504, 0.011058208532631397, 0.03178539127111435]]]","[0.42659440636634827, 0.9522911310195923]","[2, 2]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5549097657203674, 0.11741583049297333, 0.28254184126853943, 0.045132558792829514], [0.5395061373710632, 0.11985043436288834, 0.2909711003303528, 0.049672361463308334], [0.7373701333999634, 0.11488090455532074, 0.1076999232172966, 0.04004901647567749], [0.7576683759689331, 0.10548572987318039, 0.09974352270364761, 0.0371023491024971]], [[0.10251189768314362, 0.5308595299720764, 0.10490734875202179, 0.26172125339508057], [0.10375694930553436, 0.5235058665275574, 0.10670573264360428, 0.2660314440727234], [0.13147126138210297, 0.5213319659233093, 0.016803918406367302, 0.33039286732673645], [0.20596972107887268, 0.25569018721580505, 0.02420714870095253, 0.5141329169273376]]]","[0.7576683759689331, 0.5308595299720764]","[3, 0]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2722106873989105, 0.42559677362442017, 0.13860072195529938, 0.16359184682369232], [0.25899311900138855, 0.42512866854667664, 0.13968238234519958, 0.17619581520557404], [0.3705645799636841, 0.42659440636634827, 0.05412448197603226, 0.1487165242433548], [0.39647677540779114, 0.4078695476055145, 0.05219432711601257, 0.14345940947532654]], [[0.02461039274930954, 0.9417006373405457, 0.02518548257648945, 0.008503435179591179], [0.025216277688741684, 0.9401008486747742, 0.025932932272553444, 0.00874999724328518], [0.03250104561448097, 0.9522911310195923, 0.00415410241112113, 0.011053714901208878], [0.09409023821353912, 0.8630661964416504, 0.011058208532631397, 0.03178539127111435]]]","[0.42659440636634827, 0.9522911310195923]","[2, 2]","[1, 1]"
