transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2276613414287567, 0.5169686675071716, 0.11822617799043655, 0.13714377582073212], [0.20296412706375122, 0.4864477217197418, 0.12268561124801636, 0.18790249526500702], [0.35315197706222534, 0.6334633231163025, 0.005074960645288229, 0.008309764787554741], [0.44377055764198303, 0.5497883558273315, 0.0024709112476557493, 0.003970207180827856]], [[0.06717240065336227, 0.8646186590194702, 0.06534945219755173, 0.0028595025651156902], [0.061122599989175797, 0.8591203093528748, 0.07701174169778824, 0.002745321486145258], [0.09294341504573822, 0.9054831862449646, 0.00021123622718732804, 0.0013621661346405745], [0.4415796101093292, 0.557096540927887, 1.3737703739025164e-05, 0.001310073654167354]]]","[0.6334633231163025, 0.9054831862449646]","[2, 2]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2276613414287567, 0.5169686675071716, 0.11822617799043655, 0.13714377582073212], [0.20296412706375122, 0.4864477217197418, 0.12268561124801636, 0.18790249526500702], [0.35315197706222534, 0.6334633231163025, 0.005074960645288229, 0.008309764787554741], [0.44377055764198303, 0.5497883558273315, 0.0024709112476557493, 0.003970207180827856]], [[0.06717240065336227, 0.8646186590194702, 0.06534945219755173, 0.0028595025651156902], [0.061122599989175797, 0.8591203093528748, 0.07701174169778824, 0.002745321486145258], [0.09294341504573822, 0.9054831862449646, 0.00021123622718732804, 0.0013621661346405745], [0.4415796101093292, 0.557096540927887, 1.3737703739025164e-05, 0.001310073654167354]]]","[0.6334633231163025, 0.9054831862449646]","[2, 2]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5240678191184998, 0.16105471551418304, 0.27215221524238586, 0.042725324630737305], [0.48682594299316406, 0.15790709853172302, 0.2942713797092438, 0.06099553778767586], [0.7934547066688538, 0.1926162838935852, 0.011402321979403496, 0.002526736818253994], [0.8514652848243713, 0.14276279509067535, 0.0047409553080797195, 0.0010309383505955338]], [[0.24817614257335663, 0.43231940269470215, 0.24144098162651062, 0.07806357741355896], [0.22251568734645844, 0.4232761561870575, 0.28035977482795715, 0.07384837418794632], [0.41168472170829773, 0.5427970886230469, 0.0009356522932648659, 0.04458257183432579], [0.8384395837783813, 0.14315424859523773, 2.6084155251737684e-05, 0.01838007941842079]]]","[0.8514652848243713, 0.8384395837783813]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2276613414287567, 0.5169686675071716, 0.11822617799043655, 0.13714377582073212], [0.20296412706375122, 0.4864477217197418, 0.12268561124801636, 0.18790249526500702], [0.35315197706222534, 0.6334633231163025, 0.005074960645288229, 0.008309764787554741], [0.44377055764198303, 0.5497883558273315, 0.0024709112476557493, 0.003970207180827856]], [[0.06717240065336227, 0.8646186590194702, 0.06534945219755173, 0.0028595025651156902], [0.061122599989175797, 0.8591203093528748, 0.07701174169778824, 0.002745321486145258], [0.09294341504573822, 0.9054831862449646, 0.00021123622718732804, 0.0013621661346405745], [0.4415796101093292, 0.557096540927887, 1.3737703739025164e-05, 0.001310073654167354]]]","[0.6334633231163025, 0.9054831862449646]","[2, 2]","[1, 1]"
