transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.26424750685691833, 0.37815436720848083, 0.14169223606586456, 0.21590591967105865], [0.2565222680568695, 0.37959206104278564, 0.14604763686656952, 0.21783797442913055], [0.3200606107711792, 0.3622997999191284, 0.1154092326760292, 0.20223037898540497], [0.342984676361084, 0.3493708372116089, 0.11180966347455978, 0.19583487510681152]], [[0.022731751203536987, 0.9418666362762451, 0.022800395265221596, 0.012601199559867382], [0.023225178942084312, 0.9405619502067566, 0.023326216265559196, 0.012886594980955124], [0.026924975216388702, 0.9496167898178101, 0.008558128029108047, 0.01490001380443573], [0.039848122745752335, 0.9258215427398682, 0.01232836302369833, 0.022001920267939568]]]","[0.37959206104278564, 0.9496167898178101]","[1, 2]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5433422923088074, 0.10523079335689545, 0.2913457751274109, 0.06008113920688629], [0.5306370258331299, 0.1062675267457962, 0.30211132764816284, 0.060984157025814056], [0.6252762675285339, 0.09578970074653625, 0.2254655957221985, 0.053468383848667145], [0.6488794684410095, 0.0894513726234436, 0.21152839064598083, 0.05014069005846977]], [[0.0854220762848854, 0.479002445936203, 0.0856800451874733, 0.3498954176902771], [0.08631891757249832, 0.4730917811393738, 0.08669443428516388, 0.3538948595523834], [0.09823162853717804, 0.4688732326030731, 0.031223027035593987, 0.4016720950603485], [0.11718443036079407, 0.3684685528278351, 0.03625495359301567, 0.47809210419654846]]]","[0.6488794684410095, 0.479002445936203]","[3, 0]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.26424750685691833, 0.37815436720848083, 0.14169223606586456, 0.21590591967105865], [0.2565222680568695, 0.37959206104278564, 0.14604763686656952, 0.21783797442913055], [0.3200606107711792, 0.3622997999191284, 0.1154092326760292, 0.20223037898540497], [0.342984676361084, 0.3493708372116089, 0.11180966347455978, 0.19583487510681152]], [[0.022731751203536987, 0.9418666362762451, 0.022800395265221596, 0.012601199559867382], [0.023225178942084312, 0.9405619502067566, 0.023326216265559196, 0.012886594980955124], [0.026924975216388702, 0.9496167898178101, 0.008558128029108047, 0.01490001380443573], [0.039848122745752335, 0.9258215427398682, 0.01232836302369833, 0.022001920267939568]]]","[0.37959206104278564, 0.9496167898178101]","[1, 2]","[1, 1]"
