transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2669985592365265, 0.4339351952075958, 0.13454723358154297, 0.1645190417766571], [0.24997366964817047, 0.42720940709114075, 0.13177204132080078, 0.19104492664337158], [0.4026159942150116, 0.47002971172332764, 0.02420143596827984, 0.10315286368131638], [0.4312545955181122, 0.446382611989975, 0.023168297484517097, 0.09919445961713791]], [[0.02684817649424076, 0.9363477230072021, 0.030488502234220505, 0.006315676961094141], [0.027154020965099335, 0.9347424507141113, 0.03157050162553787, 0.006532994564622641], [0.03415728360414505, 0.956867516040802, 0.0018209215486422181, 0.0071541438810527325], [0.17130829393863678, 0.7851472496986389, 0.007772308774292469, 0.035772256553173065]]]","[0.47002971172332764, 0.956867516040802]","[2, 2]","[1, 1]"
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5533215999603271, 0.12170393019914627, 0.2788325250148773, 0.04614194855093956], [0.5370957851409912, 0.12422507256269455, 0.2831265926361084, 0.05555254966020584], [0.7982247471809387, 0.12611611187458038, 0.04798167198896408, 0.02767748199403286], [0.8163700699806213, 0.11435931921005249, 0.04385785385966301, 0.025412751361727715]], [[0.11636468023061752, 0.5492303967475891, 0.13214245438575745, 0.20226243138313293], [0.11629089713096619, 0.5417695045471191, 0.13520507514476776, 0.20673447847366333], [0.15644189715385437, 0.5931062698364258, 0.008339900523424149, 0.242111936211586], [0.3116611838340759, 0.19331541657447815, 0.014140155166387558, 0.48088324069976807]]]","[0.8163700699806213, 0.5931062698364258]","[3, 2]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2669985592365265, 0.4339351952075958, 0.13454723358154297, 0.1645190417766571], [0.24997366964817047, 0.42720940709114075, 0.13177204132080078, 0.19104492664337158], [0.4026159942150116, 0.47002971172332764, 0.02420143596827984, 0.10315286368131638], [0.4312545955181122, 0.446382611989975, 0.023168297484517097, 0.09919445961713791]], [[0.02684817649424076, 0.9363477230072021, 0.030488502234220505, 0.006315676961094141], [0.027154020965099335, 0.9347424507141113, 0.03157050162553787, 0.006532994564622641], [0.03415728360414505, 0.956867516040802, 0.0018209215486422181, 0.0071541438810527325], [0.17130829393863678, 0.7851472496986389, 0.007772308774292469, 0.035772256553173065]]]","[0.47002971172332764, 0.956867516040802]","[2, 2]","[1, 1]"
