iter,t,j,argmax_state,max_prob
,0,0,2,0.5246462
,0,1,0,1.0
,0,2,0,1.0
,0,3,0,1.0
,1,0,0,0.8737041
,1,1,3,1.0
,1,2,1,0.54602677
,1,3,0,0.8742453
,2,0,1,0.5895605
,2,1,0,0.8772283
,2,2,0,0.6729057
,2,3,3,1.0
,3,0,0,0.656729
,3,1,1,0.5514702
,3,2,3,1.0
,3,3,0,0.83286685
,4,0,3,1.0
,4,1,0,0.75502825
,4,2,0,0.94270045
,4,3,1,0.8245447
,5,0,0,0.9495658
,5,1,2,1.0
,5,2,0,0.8519881
,5,3,1,0.93435705
,6,0,0,0.8555296
,6,1,0,0.9442262
,6,2,3,1.0
,6,3,1,0.9503644
,7,0,3,1.0
,7,1,0,0.8535646
,7,2,0,0.83418494
,7,3,1,0.9414621
,8,0,0,0.9929589
,8,1,3,1.0
,8,2,1,0.8163399
,8,3,1,0.87118
,9,0,3,1.0
,9,1,0,0.83334696
,9,2,1,0.91357964
,9,3,0,0.55258
,10,0,0,0.9929737
,10,1,1,0.8232158
,10,2,1,0.86158293
,10,3,3,1.0
,11,0,3,1.0
,11,1,1,0.9310436
,11,2,0,0.55611295
,11,3,0,0.8330696
,12,0,0,0.9929678
,12,1,1,0.9381211
,12,2,3,1.0
,12,3,1,0.8250066
,13,0,3,1.0
,13,1,1,0.87300694
,13,2,0,0.9960503
,13,3,1,0.9354591
,14,0,0,0.84612423
,14,1,0,0.53918046
,14,2,2,1.0
,14,3,1,0.9550746
,15,0,0,0.8120421
,15,1,3,1.0
,15,2,0,0.87150294
,15,3,1,0.9549716
,16,0,3,1.0
,16,1,0,0.9780375
,16,2,1,0.6091755
,16,3,1,0.9464404
,17,0,0,0.6287679
,17,1,3,1.0
,17,2,0,0.638877
,17,3,1,0.87820816
,18,0,1,0.8520533
,18,1,0,0.9431393
,18,2,3,1.0
,18,3,0,0.5500895
,19,0,1,0.9210048
,19,1,0,0.8531518
,19,2,0,0.8330808
,19,3,3,1.0
,20,0,1,0.8641208
,20,1,3,1.0
,20,2,1,0.82457
,20,3,0,0.9929534
,21,0,0,0.5553224
,21,1,0,0.9429923
,21,2,1,0.93444395
,21,3,3,1.0
,22,0,3,1.0
,22,1,0,0.8530909
,22,2,1,0.9528047
,22,3,0,0.8331044
,23,0,0,0.992954
,23,1,3,1.0
,23,2,1,0.9559199
,23,3,1,0.8246441
,24,0,3,1.0
,24,1,0,0.9929584
,24,2,1,0.95612645
,24,3,1,0.9345725
,25,0,0,0.9929602
,25,1,3,1.0
,25,2,1,0.95427126
,25,3,1,0.9529593
,26,0,3,1.0
,26,1,0,0.9956609
,26,2,1,0.9426483
,26,3,1,0.9561214
,27,0,0,0.9939392
,27,1,2,1.0
,27,2,1,0.8726317
,27,3,1,0.9568947
,28,0,3,1.0
,28,1,0,0.8750887
,28,2,0,0.55162925
,28,3,1,0.9566626
,29,0,0,0.9956423
,29,1,1,0.5907799
,29,2,3,1.0
,29,3,1,0.95671666
,30,0,2,1.0
,30,1,0,0.65430576
,30,2,0,0.95022213
,30,3,1,0.9569221
,31,0,0,0.94422317
,31,1,3,1.0
,31,2,0,0.855667
,31,3,1,0.95662785
,32,0,0,0.8536088
,32,1,0,0.94286746
,32,2,3,1.0
,32,3,1,0.9565416
,33,0,3,1.0
,33,1,0,0.85303587
,33,2,0,0.87092733
,33,3,1,0.95650584
,34,0,0,0.99295145
,34,1,3,1.0
,34,2,1,0.5910888
,34,3,1,0.95650834
,35,0,3,1.0
,35,1,0,0.8330167
,35,2,0,0.6559544
,35,3,1,0.9561452
,36,0,0,0.9956645
,36,1,1,0.8248235
,36,2,3,1.0
,36,3,1,0.95436454
,37,0,2,1.0
,37,1,1,0.9345547
,37,2,0,0.9939416
,37,3,1,0.94288534
,38,0,0,0.99298775
,38,1,1,0.9504221
,38,2,3,1.0
,38,3,1,0.8716541
,39,0,3,1.0
,39,1,1,0.9414851
,39,2,0,0.83321154
,39,3,0,0.5523999
,40,0,0,0.9929743
,40,1,1,0.8712038
,40,2,1,0.82432055
,40,3,3,1.0
,41,0,3,1.0
,41,1,0,0.55256003
,41,2,1,0.933854
,41,3,0,0.8331195
,42,0,0,0.9929685
,42,1,3,1.0
,42,2,1,0.9504381
,42,3,1,0.8247305
,43,0,3,1.0
,43,1,0,0.9956594
,43,2,1,0.94209784
,43,3,1,0.934758
,44,0,0,0.993939
,44,1,2,1.0
,44,2,1,0.8738592
,44,3,1,0.9534522
,45,0,3,1.0
,45,1,0,0.8786084
,45,2,0,0.5426884
,45,3,1,0.95667666
,46,0,0,0.99466735
,46,1,1,0.5639094
,46,2,3,1.0
,46,3,1,0.9586342
,47,0,2,1.0
,47,1,0,0.75068694
,47,2,0,0.85095173
,47,3,1,0.9568612
,48,0,0,0.99294883
,48,1,2,1.0
,48,2,1,0.82295305
,48,3,1,0.9544243
,49,0,3,1.0
,49,1,0,0.9927064
,49,2,1,0.93466187
,49,3,1,0.9408577
,50,0,0,0.9868282
,50,1,3,1.0
,50,2,1,0.95294714
,50,3,1,0.85959226
,51,0,2,1.0
,51,1,0,0.95004344
,51,2,1,0.9427081
,51,3,0,0.6623671
,52,0,0,0.8385622
,52,1,0,0.854618
,52,2,1,0.87246007
,52,3,2,1.0
,53,0,1,0.82242095
,53,1,3,1.0
,53,2,0,0.5517105
,53,3,0,0.8751187
,54,0,1,0.93121487
,54,1,0,0.99562603
,54,2,3,1.0
,54,3,1,0.59060925
,55,0,1,0.93872315
,55,1,2,1.0
,55,2,0,0.8509203
,55,3,0,0.65460885
,56,0,1,0.8746217
,56,1,0,0.9927107
,56,2,1,0.8241541
,56,3,3,1.0
,57,0,0,0.529954
,57,1,3,1.0
,57,2,1,0.93824553
,57,3,0,0.68730336
,58,0,3,1.0
,58,1,0,0.9788539
,58,2,1,0.9557887
,58,3,1,0.66788083
,59,0,0,0.9407119
,59,1,3,1.0
,59,2,1,0.9568064
,59,3,0,0.6197069
,60,0,0,0.8410041
,60,1,0,0.8632104
,60,2,1,0.9572263
,60,3,3,1.0
,61,0,3,1.0
,61,1,0,0.87287945
,61,2,1,0.94585276
,61,3,0,0.62578505
,62,0,0,0.99389684
,62,1,2,1.0
,62,2,1,0.87368506
,62,3,1,0.860254
,63,0,3,1.0
,63,1,0,0.8814071
,63,2,0,0.55125624
,63,3,1,0.9404853
,64,0,0,0.9929624
,64,1,1,0.5501704
,64,2,3,1.0
,64,3,1,0.9539029
,65,0,3,1.0
,65,1,0,0.75611234
,65,2,0,0.8705016
,65,3,1,0.9561139
,66,0,0,0.9938503
,66,1,2,1.0
,66,2,1,0.59333307
,66,3,1,0.95647347
,67,0,3,1.0
,67,1,0,0.84013283
,67,2,0,0.6547916
,67,3,1,0.95427877
,68,0,0,0.9929641
,68,1,1,0.81553024
,68,2,3,1.0
,68,3,1,0.94248474
,69,0,3,1.0
,69,1,1,0.91379815
,69,2,0,0.9956296
,69,3,1,0.8719818
,70,0,0,0.8860191
,70,1,1,0.8623575
,70,2,2,1.0
,70,3,0,0.5504162
,71,0,1,0.58563274
,71,1,0,0.5558411
,71,2,0,0.8753961
,71,3,3,1.0
,72,0,0,0.65831476
,72,1,3,1.0
,72,2,1,0.58903134
,72,3,0,0.83297104
,73,0,3,1.0
,73,1,0,0.8327557
,73,2,0,0.6567105
,73,3,1,0.8247042
,74,0,0,0.99605805
,74,1,1,0.8269161
,74,2,3,1.0
,74,3,1,0.93546
,75,0,2,1.0
,75,1,1,0.9379406
,75,2,0,0.9790822
,75,3,1,0.9552757
,76,0,0,0.9956676
,76,1,1,0.95361066
,76,2,3,1.0
,76,3,1,0.956127
,77,0,2,1.0
,77,1,1,0.9564919
,77,2,0,0.9939454
,77,3,1,0.9546704
,78,0,0,0.99298626
,78,1,1,0.9566517
,78,2,3,1.0
,78,3,1,0.94286364
,79,0,3,1.0
,79,1,1,0.9570427
,79,2,0,0.83189076
,79,3,1,0.8740152
,80,0,3,1.0
,80,1,1,0.9582458
,80,2,1,0.83155286
,80,3,0,0.5404854
,81,0,0,0.9960737
,81,1,1,0.95547426
,81,2,1,0.93663853
,81,3,3,1.0
,82,0,2,1.0
,82,1,1,0.9460749
,82,2,1,0.95562255
,82,3,0,0.9790834
,83,0,0,0.9927106
,83,1,1,0.87711275
,83,2,1,0.95711833
,83,3,3,1.0
,84,0,3,1.0
,84,1,0,0.52899915
,84,2,1,0.95909107
,84,3,0,0.6863401
,85,0,0,0.98805314
,85,1,3,1.0
,85,2,1,0.9576011
,85,3,1,0.6708973
,86,0,2,1.0
,86,1,0,0.6331818
,86,2,1,0.94576687
,86,3,0,0.61527604
,87,0,0,0.9929873
,87,1,1,0.85164213
,87,2,1,0.87266415
,87,3,3,1.0
,88,0,3,1.0
,88,1,1,0.921587
,88,2,0,0.55202115
,88,3,0,0.83400613
,89,0,0,0.9960609
,89,1,1,0.86743057
,89,2,3,1.0
,89,3,1,0.81924814
,90,0,2,1.0
